TrainCategory,TrainID,Route
RØ,4275,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO]
RØ,2522,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
L,942,[SDB - GST - KW - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
RV,2953,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
IC,461,[FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
M,9176,[RO - TRK - KH - KN - KK]
RØ,2236,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,4560,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,2519,[KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RØ,3475,[HG - SQ - GÆ - HUM - NI - OK - RU - HL - HGL - KK - KN - KH]
L,4038,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
RØ,4418,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK]
RØ,4844,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
RØ,2566,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL]
RØ,4259,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RV,3947,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
L,58,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA - SNO - OD - MV - KH - BAN - CPH]
RV,3950,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
RØ,1508,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK - HGL]
RØ,2269,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RØ,4841,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
IC,863,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
RØ,2468,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
RR,974,[SDB - GST - KW - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
RØ,4438,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
IC,208,[OD - MV - NG - SPR - SG - SO - FJ - RG - KY - RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
RØ,222,[SG - SO - FJ - RG - KY - RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
IC,2365,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
RV,2917,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,4454,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK]
RØ,266,[RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
IC,137,[KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA]
IC,113,[KH - VAL - HIF - HTÅ - HH - RO - VY - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - LV - MV - OD - HP - MD - SNO - FA]
RØ,2237,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
L,4039,[AR - BR - RD - FP - HB - AD - AB - ABV - LIH - ABL]
IC,453,[FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RØ,4238,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
EX,397,[KH - GB - RG - FJ - OD - HP - KD - LK - PA - PAGR - ASW - AR - HMB]
RØ,2551,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
IC,831,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
IC,421,[FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
L,4043,[AR - BR - RD - FP - HB - AD - AB - ABV - LIH - ABL]
RØ,4860,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
RØ,1587,[KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RV,2924,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
IC,4180,[AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
RØ,1264,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ - GZ - RG - ADA - NEL - GB - KH]
IC,834,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK - HGL]
RØ,4895,[KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
RV,2928,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
RØ,1252,[NF - TN - VO - LU - NÆ - GZ - RG - ADA - NEL - GB - KH]
IC,4161,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
RØ,3450,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
RV,2760,[FA - SNO - MD - KA - NA - EB - GD - AP - BD - SC - TP - HP - OD]
IC,259,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG - FO - NG - JU - OD]
RØ,4243,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
IC,866,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK]
RØ,4836,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
L,47,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
IC,1417,[CPH - TÅT - ØRE - KLV - KH]
IC,4124,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
RØ,4861,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
RØ,1529,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
M,9702,[CPH - TÅT - KH - KN - HGL]
M,9301,[KH - BAN - CPH]
RØ,2440,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
RV,3918,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
RØ,1516,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
RV,2341,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
RØ,1564,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
IC,871,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
RØ,2424,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
M,940387,[AA - ADF - HMB]
RØ,2299,[KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RØ,1517,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RV,2777,[OD - HP - TP - SC - BD - AP - GD - EB - NA - KA - MD - SNO - FA]
RØ,2085,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH]
RØ,2287,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RØ,295,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO]
RØ,2256,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
L,39,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
L,4047,[AR - BR - RD - FP - HB - AD - AB - ABV - LIH - ABL]
RV,2948,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
RV,2973,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,3438,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
RØ,1536,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
RR,3408,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
IC,4137,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
L,4070,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
RØ,2463,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,3434,[KH - KN - KK - HGL - HL - KL - OK - NI - HUM - GÆ - SQ - HG]
L,763,[FA - BK - VJ - VJS - GES - JL - GG - GW - TY - BB - FT - HR - GP - IB - ID - UU - TS - HO - HM - STR]
RØ,1540,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
RØ,4532,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,810,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK - HGL]
IC,477,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
IC,2317,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
RØ,1570,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH]
RØ,2526,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,104,[FA - SNO - MD - KA - OD - MV - LV - UV - NG - SPR - KØ - FO - SG - SO - FJ - RG - KY - RO - TRK - HTÅ - GL - VAL - KH - KN - KK]
IC,4178,[ABL - LIH - ABV - AB]
RØ,1289,[KH - GB - NEL - IG - KJN - LEL - RG - GZ - NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
RØ,1257,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
L,911,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - KW - GST - SDB]
RV,3919,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RV,2715,[OD - HP - TP - SC - BD - AP - GD - EB - NA - KA - MD - SNO - FA]
IC,255,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO - VY - RG - FJ - SO - SG - FO - NG - JU - OD]
L,79,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RØ,4504,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,4445,[KK - KN - KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
RØ,4231,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
RØ,3502,[KB - KBØ - VÆ - JY - MØ - KS - HK - PE - HV - LJ - RO - TRK - HTÅ - GL - KH - KN - KK]
RV,2965,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,2456,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK]
RV,2921,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,2204,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,859,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
RØ,4873,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
RØ,1261,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
RØ,4520,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
EX,399,[KH - GB - RG - FJ - OD - HP - KD - LK - PA - PAGR - ASW - AR - HMB]
RØ,2261,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - VY - BO - KY - RG - GZ - NÆ]
IC,4152,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
RØ,2543,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RV,4769,[OD - HP - TP - SC - AP - GD - EB - NA - KA - MD - SNO - FA]
RV,2751,[OD - HP - TP - SC - BD - AP - GD - EB - NA - KA - MD - SNO - FA]
RØ,1553,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RØ,1549,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
M,9163,[RO - VY - NÆ]
M,9111,[NÆ - MOG - VO]
RØ,4557,[HG - SQ - GÆ - HUM - NI - OK - RU - VB - SÅ - KL - HL - HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RØ,3563,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HV - TØ - HK - RT - MØ - JY - SE - VÆ - KBØ - KB]
RØ,1521,[HGL - KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RØ,2476,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH - KN - KK - HGL]
RØ,3473,[HG - SQ - GÆ - HUM - NI - OK - RU - HL - HGL - KK - KN - KH]
L,762,[STR - HM - HO - TS - UU - ID - IB - GP - HR - KE - BB - TY - GW - GG - JL - GES - VJS - VJ - BET - FA]
RØ,1276,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ - GZ - RG - ADA - KJN - JSF - NEL - GB - KH]
L,51,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RØ,1569,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RV,2945,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
RØ,2523,[HGL - KK - KN - KH - VAL - HIF - HTÅ - HH - TRK - RO - LJ - HV - TØ - PE - HK]
RØ,1245,[KH - GB - NEL - IG - RG - GZ - NÆ - MOG - VO - MN - NF]
RØ,1561,[KK - KN - KH - VAL - HTÅ - HH - RO - LJ - HK - RT - KS - MØ - JY - SE - VÆ - KBØ - KB]
RV,4169,[AB - ABV - LIH - ABL]
RØ,200,[RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
RØ,4250,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
L,31,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
IC,879,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD]
RØ,4540,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
L,4023,[AR - BR - RD - FP - HB - AD - AB - ABV - LIH - ABL]
L,958,[SDB - GST - KW - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
RØ,2408,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
RØ,4246,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RV,2980,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
IC,815,[OD - HP - MD - SNO - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
IC,2360,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
M,9303,[KH - BAN - CPH]
L,71,[CPH - TÅT - KH - GB - OD - HP - FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
IC,413,[FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RØ,3437,[HG - SQ - GÆ - HUM - NI - OK - RU - HL - HGL - KK - KN - KH]
L,4059,[AR - BR - RD - FP - HB - AD - AB]
IC,2364,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RØ,2518,[HK - PE - TØ - HV - LJ - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,4101,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
L,4015,[AR - BR - RD - FP - HB - AD - AB - ABV - LIH - ABL]
IC,4132,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
L,608,[OD - MV - NG - SPR - SG - SO - KH]
RØ,3433,[HG - SQ - GÆ - HUM - NI - OK - RU - HL - HGL - KK - KN - KH]
IC,851,[HGL - KK - KN - KH - GB - NEL - IG - KJN - LEL - RG - FJ - SO - SG - FO - KØ - SPR - NG - JU - OD - HP - MD - SNO - KD - LK - VN - BP - BM - TB - ES]
IC,444,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA]
RØ,1524,[KB - KBØ - VÆ - SE - JY - MØ - KS - RT - HK - PE - RO - TRK - HTÅ - GL - KH - KN - KK]
RØ,4853,[NÆ - MOG - LU - VO - MN - NV - EK - TN - NF]
RØ,4406,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
IC,2324,[FA - TL - KD - LK - VN - BP - HQ - GØ - BM - TB - ES]
RV,2937,[FA - BK - BET - VJ - HED - HS - HÅ - SD - HX - VI - KGV - AR]
IC,4160,[ABL - LIH - ABV - AB - OG - SØ - AD - HB - FP - RD - LG - HA - HN - AR]
RØ,4442,[NÆ - NÆN - OL - HZ - TH - HF - KJ - ØLB - KJN - JSF - NEL - GB - KH]
M,9017,[HGL - KK - KH - VAL - RO]
IC,250,[OD - MV - NG - SPR - SG - SO - FJ - RG - KY - RO - TRK - HH - HTÅ - GL - NEL - KLV - ØRE - TÅT - CPH]
RØ,2216,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
IC,4171,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB]
RØ,4270,[KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RØ,4848,[NF - TN - EK - NV - OH - VO - LU - MOG - NÆ]
IC,424,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA]
RØ,4469,[KH - GB - NEL - IG - KJN - ØLB - KJ - HF - TH - HZ - OL - NÆN - NÆ]
L,975,[FA - TL - KD - LK - VM - FZ - OJ - RQ - TE - KW - GST - SDB]
RØ,2212,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
RV,2944,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
L,4030,[ABL - LIH - ABV - AB - OG - HB - FP - RD - LG - AR]
IC,2313,[ES - JNE - BM - GØ - HQ - BP - VN - LK - KD - TL - FA]
IC,437,[FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RØ,283,[CPH - TÅT - ØRE - KLV - NEL - IG - HTÅ - HH - TRK - RO]
RV,4003,[AB - ABV - LIH - ABL]
IC,806,[ES - JNE - BM - GØ - VN - LK - KD - TL - MD - KA - OD - MV - NG - SPR - KØ - FO - SG - SO - FJ - RG - ADA - KJN - JSF - NEL - GB - KH - KN - KK - HGL]
IC,445,[FA - BK - VJ - HED - HS - HÅ - SD - HX - AR]
RV,2968,[AR - KGV - VI - HC - SD - HÅ - HS - HED - VJ - BET - BK - FA]
IC,440,[AR - KGV - SD - HÅ - HS - HED - VJ - BET - FA]
IC,5766,[FLB - AHAL - PA - VK - TE - RQ - OJ - SST - VM - LK - KD - TL - FA]
IC,4157,[AR - BR - HA - LG - RD - FP - HB - AD - SØ - SR - AB - ABV - LIH - ABL]
RØ,4210,[NÆ - GZ - RG - KY - BO - VY - RO - TRK - HH - HTÅ - GL - VAL - KH - KN - KK - HGL - HL - KL - SÅ - VB - RU - OK - NI - HUM - GÆ - SQ - HG]
