TrainCategory,TrainId,FromStation,DepartureFromStation,ToStation,ArrivalToStation,Demand,Distance_KM,Electrified,GGVId
EX,392,HMB/80,1130,KH/86,1417,25,506.1,true,-1
RV,3922_4724,AR/86,489,FA/86,567,64,108.5,false,-1
RV,3922_4724,FA/86,570,OD/86,616,16,60.3,true,-1
EX,393,KH/86,502,HMB/80,786,229,506.1,true,-1
EX,394,HMB/80,893,KH/86,1178,232,506.1,true,-1
EX,395,KH/86,742,HMB/80,1024,282,506.1,true,-1
RV,3950,AR/86,909,FA/86,977,118,108.5,false,-1
RV,3951,FA/86,941,AR/86,1009,98,108.5,false,-1
RV,3954_4756,AR/86,969,FA/86,1037,161,108.5,false,-1
RV,3954_4756,FA/86,1050,OD/86,1096,31,60.3,true,-1
RV,3958_2760,AR/86,1029,FA/86,1097,75,108.5,false,-1
RV,3958_2760,FA/86,1110,OD/86,1164,16,60.3,true,-1
EX,396,HMB/80,653,KH/86,938,274,506.1,true,-1
EX,397,KH/86,862,HMB/80,1144,149,506.1,true,-1
EX,398,HMB/80,535,KH/86,818,243,506.1,true,-1
EX,399,KH/86,982,HMB/80,1264,201,506.1,true,-1
L,39_4039,CPH/86,626,FA/86,754,322,230.2,true,-1
L,39_4039,FA/86,758,VJ/86,771,295,25.7,false,-1
L,39_4039,VJ/86,773,AR/86,818,263,82.8,false,-1
L,39_4039,AR/86,825,ABL/86,908,141,145.3,false,-1
RV,4003,AB/86,358,ABL/86,368,3,5.5,false,-1
L,4007,AR/86,345,ABL/86,428,48,145.3,false,-1
L,4014_14,AB/86,303,AR/86,372,74,139.8,false,-1
L,4014_14,AR/86,380,VJ/86,424,413,82.8,false,-1
L,4014_14,VJ/86,426,FA/86,441,462,25.7,false,-1
L,4014_14,FA/86,447,CPH/86,572,663,230.2,true,-1
L,4018_18,AB/86,363,AR/86,433,197,139.8,false,4018_18_918
L,4018_18,AR/86,440,VJ/86,484,485,82.8,false,4018_18_918
L,4018_18,VJ/86,486,FA/86,501,467,25.7,false,4018_18_918
L,4018_18,FA/86,507,CPH/86,632,492,230.2,true,4018_18_918
L,4022_22,ABL/86,406,AR/86,493,234,145.3,false,4022_22_722
L,4022_22,AR/86,500,VJ/86,544,280,82.8,false,4022_22_722
L,4022_22,VJ/86,546,FA/86,561,268,25.7,false,4022_22_722
L,4022_22,FA/86,567,CPH/86,692,337,230.2,true,4022_22_722
L,4026_26,ABL/86,466,AR/86,553,141,145.3,false,4026_26_926
L,4026_26,AR/86,560,VJ/86,604,226,82.8,false,4026_26_926
L,4026_26,VJ/86,606,FA/86,621,257,25.7,false,4026_26_926
L,4026_26,FA/86,627,CPH/86,752,373,230.2,true,4026_26_926
L,4030_30,ABL/86,526,AR/86,613,119,145.3,false,-1
L,4030_30,AR/86,620,VJ/86,664,253,82.8,false,-1
L,4030_30,VJ/86,666,FA/86,681,278,25.7,false,-1
L,4030_30,FA/86,687,CPH/86,812,333,230.2,true,-1
L,4034_34,ABL/86,586,AR/86,673,125,145.3,false,4034_34_934
L,4034_34,AR/86,680,VJ/86,724,226,82.8,false,4034_34_934
L,4034_34,VJ/86,726,FA/86,741,248,25.7,false,4034_34_934
L,4034_34,FA/86,747,CPH/86,872,348,230.2,true,4034_34_934
L,4038_38,ABL/86,646,AR/86,733,106,145.3,false,4038_38_738
L,4038_38,AR/86,740,VJ/86,784,221,82.8,false,4038_38_738
L,4038_38,VJ/86,786,FA/86,801,229,25.7,false,4038_38_738
L,4038_38,FA/86,807,CPH/86,932,388,230.2,true,4038_38_738
L,4042_42,ABL/86,706,AR/86,793,109,145.3,false,4042_42_942
L,4042_42,AR/86,800,VJ/86,844,267,82.8,false,4042_42_942
L,4042_42,VJ/86,846,FA/86,861,298,25.7,false,4042_42_942
L,4042_42,FA/86,867,CPH/86,992,419,230.2,true,4042_42_942
L,4046_46,ABL/86,766,AR/86,853,111,145.3,false,4046_46_746
L,4046_46,AR/86,860,VJ/86,904,247,82.8,false,4046_46_746
L,4046_46,VJ/86,906,FA/86,921,264,25.7,false,4046_46_746
L,4046_46,FA/86,927,CPH/86,1052,409,230.2,true,4046_46_746
L,4050_50,ABL/86,826,AR/86,913,123,145.3,false,4050_50_950
L,4050_50,AR/86,920,VJ/86,964,306,82.8,false,4050_50_950
L,4050_50,VJ/86,966,FA/86,981,360,25.7,false,4050_50_950
L,4050_50,FA/86,987,CPH/86,1112,494,230.2,true,4050_50_950
L,4054_54,ABL/86,886,AR/86,973,169,145.3,false,-1
L,4054_54,AR/86,980,VJ/86,1024,340,82.8,false,-1
L,4054_54,VJ/86,1026,FA/86,1041,385,25.7,false,-1
L,4054_54,FA/86,1047,CPH/86,1172,393,230.2,true,-1
L,4058_58,ABL/86,946,AR/86,1033,160,145.3,false,4058_58_958
L,4058_58,AR/86,1040,VJ/86,1084,251,82.8,false,4058_58_958
L,4058_58,VJ/86,1086,FA/86,1101,280,25.7,false,4058_58_958
L,4058_58,FA/86,1107,CPH/86,1232,309,230.2,true,4058_58_958
L,4062_62,ABL/86,1006,AR/86,1093,90,145.3,false,4062_62_762
L,4062_62,AR/86,1100,VJ/86,1144,147,82.8,false,4062_62_762
L,4062_62,VJ/86,1146,FA/86,1161,139,25.7,false,4062_62_762
L,4062_62,FA/86,1167,CPH/86,1292,205,230.2,true,4062_62_762
L,4066_66,ABL/86,1066,AR/86,1153,56,145.3,false,4066_66_966
L,4066_66,AR/86,1160,VJ/86,1204,106,82.8,false,4066_66_966
L,4066_66,VJ/86,1206,FA/86,1221,119,25.7,false,4066_66_966
L,4066_66,FA/86,1227,CPH/86,1352,182,230.2,true,4066_66_966
L,4070_70,ABL/86,1126,AR/86,1213,37,145.3,false,-1
L,4070_70,AR/86,1220,VJ/86,1264,183,82.8,false,-1
L,4070_70,VJ/86,1266,FA/86,1281,173,25.7,false,-1
L,4070_70,FA/86,1287,CPH/86,1412,170,230.2,true,-1
L,4074_74,AB/86,1203,AR/86,1273,28,139.8,false,-1
L,4074_74,AR/86,1280,VJ/86,1324,38,82.8,false,-1
L,4074_74,VJ/86,1326,FA/86,1341,15,25.7,false,-1
IC,4105,AR/86,312,ABL/86,404,21,145.3,false,-1
IC,4116_416,AB/86,325,AR/86,403,137,139.8,false,116_2316_4116_416
IC,4116_416,AR/86,410,FA/86,469,239,108.5,false,116_2316_4116_416
IC,412,AR/86,350,FA/86,409,162,108.5,false,112_2312_412
IC,4120_120,ABL/86,368,AR/86,463,377,145.3,false,-1
IC,4120_120,AR/86,470,FA/86,531,254,108.5,false,-1
IC,4120_120,FA/86,536,KK/86,679,146,223.7,true,-1
IC,4124_424,ABL/86,428,AR/86,523,233,145.3,false,124_2324_4124_424
IC,4124_424,AR/86,530,FA/86,589,151,108.5,false,124_2324_4124_424
IC,4128_428,ABL/86,488,AR/86,583,110,145.3,false,128_2328_4128_428
IC,4128_428,AR/86,590,FA/86,649,69,108.5,false,128_2328_4128_428
IC,4132_432,ABL/86,548,AR/86,643,92,145.3,false,132_2332_4132_432
IC,4132_432,AR/86,650,FA/86,709,96,108.5,false,132_2332_4132_432
IC,4136_136,ABL/86,608,AR/86,703,105,145.3,false,-1
IC,4136_136,AR/86,710,FA/86,771,103,108.5,false,-1
IC,4136_136,FA/86,776,HGL/86,929,250,225.8,true,-1
IC,413_4113,FA/86,369,AR/86,428,167,108.5,false,1413_113_2308_2313_413_4113
IC,413_4113,AR/86,435,ABL/86,524,178,145.3,false,1413_113_2308_2313_413_4113
IC,4140_440,ABL/86,668,AR/86,763,103,145.3,false,140_2340_4140_440
IC,4140_440,AR/86,770,FA/86,829,113,108.5,false,140_2340_4140_440
IC,4144_444,ABL/86,728,AR/86,823,99,145.3,false,144_2344_4144_444
IC,4144_444,AR/86,830,FA/86,889,230,108.5,false,144_2344_4144_444
IC,4148_448,ABL/86,788,AR/86,883,112,145.3,false,148_2348_4148_448
IC,4148_448,AR/86,890,FA/86,949,127,108.5,false,148_2348_4148_448
IC,4152_152,ABL/86,848,AR/86,943,108,145.3,false,-1
IC,4152_152,AR/86,950,FA/86,1011,149,108.5,false,-1
IC,4152_152,FA/86,1016,KH/86,1150,145,220.6,true,-1
IC,4156_456,ABL/86,908,AR/86,1003,142,145.3,false,156_2356_4156_456
IC,4156_456,AR/86,1010,FA/86,1069,151,108.5,false,156_2356_4156_456
IC,4160_460,ABL/86,968,AR/86,1063,113,145.3,false,160_2360_4160_460
IC,4160_460,AR/86,1070,FA/86,1129,87,108.5,false,160_2360_4160_460
IC,4164_464,ABL/86,1028,AR/86,1123,94,145.3,false,164_2364_4164_464
IC,4164_464,AR/86,1130,FA/86,1189,100,108.5,false,164_2364_4164_464
IC,4168_468,ABL/86,1088,AR/86,1183,26,145.3,false,168_2368_4168_468
IC,4168_468,AR/86,1190,FA/86,1249,52,108.5,false,168_2368_4168_468
RV,4169,AB/86,1354,ABL/86,1364,1,5.5,false,-1
IC,4171,AR/86,1305,AB/86,1379,49,139.8,false,-1
IC,4172_474,ABL/86,1148,AR/86,1243,31,145.3,false,172_2374_4172_474
IC,4172_474,AR/86,1250,FA/86,1309,95,108.5,false,172_2374_4172_474
IC,4175,AR/86,1365,AB/86,1439,25,139.8,false,-1
IC,4176_176,ABL/86,1208,AR/86,1303,63,145.3,false,-1
IC,4176_176,AR/86,1310,FA/86,1371,82,108.5,false,-1
IC,4176_176,FA/86,1376,KH/86,1510,68,220.6,true,-1
IC,4178_4180_182,ABL/86,1268,AB/86,1280,10,5.5,false,-1
IC,4178_4180_182,AB/86,1285,AR/86,1363,30,139.8,false,-1
IC,4178_4180_182,AR/86,1370,FA/86,1431,53,108.5,false,-1
IC,4178_4180_182,FA/86,1436,KH/86,1585,84,220.6,true,-1
IC,4179,AR/86,1425,AB/86,1499,11,139.8,false,-1
IC,417_4117,FA/86,429,AR/86,488,213,108.5,false,1417_117_2317_417_4117
IC,417_4117,AR/86,495,ABL/86,584,88,145.3,false,1417_117_2317_417_4117
IC,4184_484,ABL/86,1328,AR/86,1423,16,145.3,false,-1
IC,4184_484,AR/86,1430,KD/86,1513,27,128.4,false,-1
IC,4190,ABL/86,1378,AR/86,1473,20,145.3,false,-1
IC,4192,AB/86,25,AR/86,103,4,139.8,false,-1
RØ,4202,NÆ/86,265,HG/86,392,106,136.9,true,-1
RØ,4206,VO/86,370,HG/86,512,463,164.3,true,-1
RØ,4210,NÆ/86,448,HG/86,572,520,136.9,true,1533_2412_3810_4210
RØ,4214,NÆ/86,508,HG/86,632,265,136.9,true,-1
RØ,4218,NÆ/86,568,HG/86,692,128,136.9,true,-1
RØ,4219,HG/86,268,KH/86,323,60,46.2,true,-1
IC,421_4121,FA/86,489,AR/86,548,138,108.5,false,121_2321_421_4121
IC,421_4121,AR/86,555,ABL/86,644,47,145.3,false,121_2321_421_4121
RØ,4222,NÆ/86,628,HG/86,752,133,136.9,true,-1
RØ,4223,HG/86,328,NÆ/86,452,106,136.9,true,-1
RØ,4226,NÆ/86,688,HG/86,812,154,136.9,true,-1
RØ,4227,HG/86,388,NÆ/86,512,473,136.9,true,-1
RØ,4230,NÆ/86,748,HG/86,872,137,136.9,true,-1
RØ,4231,HG/86,448,NÆ/86,572,413,136.9,true,-1
RØ,4234,NÆ/86,808,HG/86,932,192,136.9,true,-1
RØ,4235,HG/86,508,NÆ/86,632,296,136.9,true,-1
RØ,4238,NÆ/86,868,HG/86,992,352,136.9,true,-1
RØ,4239,HG/86,568,NÆ/86,692,139,136.9,true,-1
RØ,4242,NÆ/86,928,HG/86,1052,411,136.9,true,-1
RØ,4243,HG/86,628,NÆ/86,752,165,136.9,true,-1
RØ,4246,NÆ/86,988,HG/86,1112,208,136.9,true,-1
RØ,4247,HG/86,688,NÆ/86,812,150,136.9,true,-1
RØ,4250,NÆ/86,1048,HG/86,1172,110,136.9,true,-1
RØ,4251,HG/86,748,NÆ/86,872,181,136.9,true,-1
RØ,4254,RO/86,1147,HG/86,1232,83,77.5,true,-1
RØ,4255,HG/86,808,NÆ/86,932,306,136.9,true,-1
RØ,4258,RO/86,1207,HG/86,1292,133,77.5,true,-1
RØ,4259,HG/86,868,NÆ/86,992,435,136.9,true,1536_2459_3859_4259
RØ,4262,RO/86,1267,HG/86,1352,92,77.5,true,-1
RØ,4263,HG/86,928,NÆ/86,1052,484,136.9,true,3463_2463_3863_4263
RØ,4266,RO/86,1327,HG/86,1412,137,77.5,true,-1
RØ,4267,HG/86,988,NÆ/86,1112,349,136.9,true,-1
RØ,4271,HG/86,1048,RO/86,1133,135,77.5,true,-1
RØ,4274,KH/86,37,HG/86,92,32,46.2,true,-1
RØ,4275,HG/86,1108,RO/86,1193,84,77.5,true,-1
RØ,4279,HG/86,1168,RO/86,1253,163,77.5,true,-1
RØ,4283,HG/86,1228,KH/86,1283,78,46.2,true,-1
RØ,4287,HG/86,1288,KH/86,1343,26,46.2,true,-1
RØ,4291_1591,HG/86,1348,KH/86,1403,36,46.2,true,-1
RØ,4291_1591,KH/86,1410,KB/86,1510,102,110.6,false,-1
IC,429_4129,FA/86,609,AR/86,668,92,108.5,false,129_2329_429_4129
IC,429_4129,AR/86,675,ABL/86,764,70,145.3,false,129_2329_429_4129
IC,433_4133,FA/86,669,AR/86,728,119,108.5,false,133_2333_433_4133
IC,433_4133,AR/86,735,ABL/86,824,106,145.3,false,133_2333_433_4133
IC,437_4137,FA/86,729,AR/86,788,135,108.5,false,137_2337_437_4137
IC,437_4137,AR/86,795,ABL/86,884,127,145.3,false,137_2337_437_4137
L,43_4043,CPH/86,686,FA/86,814,324,230.2,true,43_4043_943
L,43_4043,FA/86,818,VJ/86,831,278,25.7,false,43_4043_943
L,43_4043,VJ/86,833,AR/86,878,261,82.8,false,43_4043_943
L,43_4043,AR/86,885,ABL/86,968,169,145.3,false,43_4043_943
RØ,4402,NÆ/86,306,KH/86,373,81,79.2,true,3402_4402_4500
RØ,4406_3406,NÆ/86,366,KH/86,433,253,79.2,true,2204_4406_3406_4804
RØ,4406_3406,KH/86,436,HG/86,486,134,46.2,true,2204_4406_3406_4804
RØ,4410,NÆ/86,426,KH/86,493,307,79.2,true,-1
RØ,4414,NÆ/86,486,KK/86,562,124,82.3,true,2212_4414_4812
RØ,4418,NÆ/86,546,KK/86,622,85,82.3,true,2216_4418_4816
RØ,4421,KH/86,347,NÆ/86,412,28,79.2,true,-1
RØ,4422,NÆ/86,606,KK/86,682,61,82.3,true,2220_4422_4820
RØ,4425,KK/86,398,NÆ/86,472,74,82.3,true,3502_4425
RØ,4426,NÆ/86,666,KK/86,742,54,82.3,true,2224_4426_4824
RØ,4430,NÆ/86,726,KK/86,802,44,82.3,true,2228_4430_4828
RØ,4434_3434,NÆ/86,786,KH/86,853,58,79.2,true,2232_4434_3434_4832
RØ,4434_3434,KH/86,856,HG/86,906,194,46.2,true,2232_4434_3434_4832
RØ,4438_3438,NÆ/86,846,KH/86,913,63,79.2,true,2236_4438_3438_4836
RØ,4438_3438,KH/86,916,HG/86,966,187,46.2,true,2236_4438_3438_4836
RØ,4441,KK/86,638,NÆ/86,712,35,82.3,true,-1
RØ,4442_3442,NÆ/86,906,KH/86,973,90,79.2,true,2240_4442_3442_4840
RØ,4442_3442,KH/86,976,HG/86,1026,214,46.2,true,2240_4442_3442_4840
RØ,4445,KK/86,698,NÆ/86,772,46,82.3,true,-1
RØ,4446_3446,NÆ/86,966,KH/86,1033,79,79.2,true,2244_4446_3446_4844
RØ,4446_3446,KH/86,1036,HG/86,1086,153,46.2,true,2244_4446_3446_4844
RØ,4449,KK/86,758,NÆ/86,832,59,82.3,true,-1
RØ,4450_3450,NÆ/86,1026,KH/86,1093,54,79.2,true,2248_4450_3450_4848
RØ,4450_3450,KH/86,1096,HG/86,1146,139,46.2,true,2248_4450_3450_4848
RØ,4453,KK/86,818,NÆ/86,892,93,82.3,true,-1
RØ,4454,NÆ/86,1086,KK/86,1162,34,82.3,true,2252_4454_4852
RØ,4457,KK/86,878,NÆ/86,952,169,82.3,true,-1
IC,445_4145,FA/86,849,AR/86,908,217,108.5,false,145_2345_445_4145
IC,445_4145,AR/86,915,ABL/86,1004,279,145.3,false,145_2345_445_4145
RØ,4461,KH/86,947,NÆ/86,1012,209,79.2,true,-1
IC,449_4149,FA/86,909,AR/86,968,286,108.5,false,149_2349_449_4149
IC,449_4149,AR/86,975,ABL/86,1064,302,145.3,false,149_2349_449_4149
RØ,4500,KH/86,382,HG/86,437,26,46.2,true,3402_4402_4500
RØ,4504,HK/86,383,HG/86,497,314,113.3,true,-1
RØ,4508,HK/86,443,HG/86,557,507,113.3,true,-1
RØ,4512,HK/86,503,HG/86,617,259,113.3,true,-1
RØ,4516,HK/86,563,HG/86,677,144,113.3,true,-1
RØ,4520,HK/86,623,HG/86,737,126,113.3,true,-1
RØ,4521,KK/86,332,HK/86,397,50,70.2,true,-1
RØ,4524,HK/86,683,HG/86,797,135,113.3,true,-1
RØ,4525,HG/86,343,HK/86,457,108,113.3,true,-1
RØ,4528,HK/86,743,HG/86,857,147,113.3,true,-1
RØ,4529,HG/86,403,HK/86,517,324,113.3,true,-1
RØ,4532,HK/86,803,HG/86,917,169,113.3,true,-1
RØ,4533,HG/86,463,HK/86,577,475,113.3,true,-1
RØ,4536,HK/86,863,HG/86,977,267,113.3,true,-1
RØ,4537,HG/86,523,HK/86,637,148,113.3,true,-1
IC,453_4153,FA/86,969,AR/86,1028,231,108.5,false,153_2353_453_4153
IC,453_4153,AR/86,1035,ABL/86,1124,161,145.3,false,153_2353_453_4153
RØ,4540,HK/86,923,HG/86,1037,316,113.3,true,-1
RØ,4541,HG/86,583,HK/86,697,119,113.3,true,-1
RØ,4544,HK/86,983,HG/86,1097,194,113.3,true,-1
RØ,4545,HG/86,643,HK/86,757,137,113.3,true,-1
RØ,4548,HK/86,1043,HG/86,1157,121,113.3,true,-1
RØ,4549,HG/86,703,HK/86,817,138,113.3,true,-1
RØ,4552,HK/86,1103,HG/86,1217,100,113.3,true,-1
RØ,4553,HG/86,763,HK/86,877,182,113.3,true,-1
RØ,4556,HK/86,1163,HG/86,1277,118,113.3,true,-1
RØ,4557,HG/86,823,HK/86,937,216,113.3,true,-1
RØ,4560,HK/86,1223,HG/86,1337,95,113.3,true,-1
RØ,4561,HG/86,883,HK/86,997,340,113.3,true,-1
RØ,4565,HG/86,943,HK/86,1057,352,113.3,true,-1
RØ,4569,HG/86,1003,HK/86,1117,287,113.3,true,-1
RØ,4573,HG/86,1063,HK/86,1177,156,113.3,true,-1
RØ,4577,HG/86,1123,HK/86,1237,122,113.3,true,-1
RØ,4581,HG/86,1183,HK/86,1297,184,113.3,true,-1
RØ,4585,HG/86,1243,KH/86,1298,87,46.2,true,-1
RØ,4589,HG/86,1303,KH/86,1358,65,46.2,true,-1
IC,461_4161,FA/86,1089,AR/86,1148,128,108.5,false,161_2361_461_4161
IC,461_4161,AR/86,1155,ABL/86,1244,55,145.3,false,161_2361_461_4161
IC,465_4165,FA/86,1149,AR/86,1208,106,108.5,false,165_2365_465_4165
IC,465_4165,AR/86,1215,ABL/86,1304,55,145.3,false,165_2365_465_4165
IC,469,FA/86,1209,AR/86,1268,94,108.5,false,2369_469_80169
RR,4708,FA/86,334,OD/86,376,57,60.3,true,-1
IC,471,FA/86,1269,AR/86,1328,49,108.5,false,173_2371_471
RV,4713_3915,OD/86,340,FA/86,386,17,60.3,true,-1
RV,4713_3915,FA/86,401,AR/86,469,85,108.5,false,-1
RR,4714,FA/86,422,OD/86,468,70,60.3,true,-1
RV,4716,FA/86,450,OD/86,496,45,60.3,true,-1
RV,4719_2921,OD/86,432,FA/86,477,29,60.3,true,-1
RV,4719_2921,FA/86,494,AR/86,563,33,108.5,false,-1
RV,4721,OD/86,460,FA/86,506,30,60.3,true,-1
RV,4729,OD/86,580,FA/86,626,10,60.3,true,-1
RV,4732,FA/86,690,OD/86,736,8,60.3,true,-1
RV,4737,OD/86,704,FA/86,750,15,60.3,true,-1
RV,4740,FA/86,810,OD/86,856,37,60.3,true,-1
RV,4745_3947,OD/86,820,FA/86,866,28,60.3,true,-1
RV,4745_3947,FA/86,881,AR/86,949,165,108.5,false,-1
RV,4748,FA/86,930,OD/86,976,31,60.3,true,-1
RV,4753,OD/86,943,FA/86,989,72,60.3,true,-1
RV,4761,OD/86,1063,FA/86,1109,24,60.3,true,-1
RV,4764,FA/86,1170,OD/86,1216,14,60.3,true,-1
RV,4769,OD/86,1180,FA/86,1226,40,60.3,true,-1
IC,477,FA/86,1329,AR/86,1400,48,108.5,false,177_2377_477
RV,4772,FA/86,1290,OD/86,1336,9,60.3,true,-1
L,47_4047,CPH/86,746,FA/86,874,365,230.2,true,47_4047_747
L,47_4047,FA/86,878,VJ/86,891,383,25.7,false,47_4047_747
L,47_4047,VJ/86,893,AR/86,938,305,82.8,false,47_4047_747
L,47_4047,AR/86,945,ABL/86,1028,249,145.3,false,47_4047_747
RØ,4804,NF/86,307,NÆ/86,346,18,56.2,false,2204_4406_3406_4804
RØ,4808_2208,NF/86,366,NÆ/86,405,16,56.2,false,-1
RØ,4808_2208,NÆ/86,418,HG/86,542,481,136.9,true,-1
RØ,4812,NF/86,427,NÆ/86,466,29,56.2,false,2212_4414_4812
RØ,4816,NF/86,487,NÆ/86,526,25,56.2,false,2216_4418_4816
RØ,4820,NF/86,547,NÆ/86,586,19,56.2,false,2220_4422_4820
RØ,4824,NF/86,607,NÆ/86,646,15,56.2,false,2224_4426_4824
RØ,4828,NF/86,667,NÆ/86,706,14,56.2,false,2228_4430_4828
RØ,4832,NF/86,727,NÆ/86,766,23,56.2,false,2232_4434_3434_4832
RØ,4836,NF/86,787,NÆ/86,826,29,56.2,false,2236_4438_3438_4836
RØ,4840,NF/86,847,NÆ/86,886,42,56.2,false,2240_4442_3442_4840
RØ,4844,NF/86,907,NÆ/86,946,53,56.2,false,2244_4446_3446_4844
RØ,4848,NF/86,967,NÆ/86,1006,34,56.2,false,2248_4450_3450_4848
IC,485,FA/86,9,AR/86,80,7,108.5,false,-1
RØ,4852,NF/86,1027,NÆ/86,1066,21,56.2,false,2252_4454_4852
RØ,4856_2256,NF/86,1087,NÆ/86,1126,13,56.2,false,-1
RØ,4856_2256,NÆ/86,1138,HG/86,1262,104,136.9,true,-1
RØ,4860_2260,NF/86,1147,NÆ/86,1186,9,56.2,false,-1
RØ,4860_2260,NÆ/86,1198,HG/86,1322,88,136.9,true,-1
RØ,4895,KH/86,10,NF/86,114,52,146.9,false,-1
L,51_4051,CPH/86,806,FA/86,934,386,230.2,true,51_4051_951
L,51_4051,FA/86,938,VJ/86,951,322,25.7,false,51_4051_951
L,51_4051,VJ/86,953,AR/86,998,298,82.8,false,51_4051_951
L,51_4051,AR/86,1005,ABL/86,1088,156,145.3,false,51_4051_951
L,55_4055,CPH/86,866,FA/86,994,441,230.2,true,-1
L,55_4055,FA/86,998,VJ/86,1011,379,25.7,false,-1
L,55_4055,VJ/86,1013,AR/86,1058,330,82.8,false,-1
L,55_4055,AR/86,1065,AB/86,1133,111,139.8,false,-1
IC,5750,FLB/80,365,FA/86,450,31,121.6,true,-1
IC,5751,FA/86,270,FLB/80,353,9,121.6,true,-1
IC,5752,FLB/80,485,FA/86,570,30,121.6,true,-1
IC,5753,FA/86,390,FLB/80,473,17,121.6,true,-1
IC,5754,FLB/80,605,FA/86,690,16,121.6,true,-1
IC,5755,FA/86,510,FLB/80,593,65,121.6,true,-1
IC,5756,FLB/80,723,FA/86,810,38,121.6,true,-1
IC,5757,FA/86,630,FLB/80,713,17,121.6,true,-1
IC,5758,FLB/80,845,FA/86,930,37,121.6,true,-1
IC,5759,FA/86,750,FLB/80,833,30,121.6,true,-1
IC,5760,FLB/80,965,FA/86,1050,21,121.6,true,-1
IC,5761,FA/86,870,FLB/80,953,49,121.6,true,-1
IC,5762,FLB/80,1085,FA/86,1170,15,121.6,true,-1
IC,5763,FA/86,990,FLB/80,1073,74,121.6,true,-1
IC,5764,FLB/80,1205,FA/86,1290,34,121.6,true,-1
IC,5765,FA/86,1110,FLB/80,1193,38,121.6,true,-1
IC,5766,FLB/80,1325,FA/86,1410,5,121.6,true,-1
IC,5767,FA/86,1230,FLB/80,1313,46,121.6,true,-1
L,59_4059,CPH/86,926,FA/86,1054,653,230.2,true,59_4059_959
L,59_4059,FA/86,1058,VJ/86,1071,407,25.7,false,59_4059_959
L,59_4059,VJ/86,1073,AR/86,1118,355,82.8,false,59_4059_959
L,59_4059,AR/86,1125,AB/86,1193,90,139.8,false,59_4059_959
L,6,AR/86,254,VJ/86,304,54,82.8,false,-1
L,6,VJ/86,306,FA/86,321,58,25.7,false,-1
L,6,FA/86,327,CPH/86,452,246,230.2,true,-1
L,608,OD/86,379,KH/86,458,368,158.1,true,-1
M,6314,CPH/86,695,KH/86,709,0,11.8,true,-1
M,6320,CPH/86,768,HGL/86,799,0,17.0,true,-1
M,6322,KK/86,670,HGL/86,672,0,2.1,true,-1
M,6343,KH/86,730,CPH/86,744,0,11.8,true,-1
M,6348,KH/86,580,HGL/86,590,0,5.2,true,-1
M,6370,KK/86,1311,KH/86,1317,0,3.1,true,-1
L,63_4063,CPH/86,986,FA/86,1114,589,230.2,true,63_4063_763
L,63_4063,FA/86,1118,VJ/86,1131,364,25.7,false,63_4063_763
L,63_4063,VJ/86,1133,AR/86,1178,337,82.8,false,63_4063_763
L,63_4063,AR/86,1185,AB/86,1253,78,139.8,false,63_4063_763
M,6431,HGL/86,669,CPH/86,695,0,17.0,true,-1
M,6432,KH/86,815,CPH/86,828,0,11.8,true,-1
M,6459,HGL/86,754,KK/86,757,0,2.1,true,-1
L,649,KH/86,802,FA/86,907,50,218.4,true,-1
L,659,KH/86,922,FA/86,1027,176,218.4,true,-1
L,67_4067,CPH/86,1047,FA/86,1174,380,230.2,true,67_4067_967
L,67_4067,FA/86,1178,VJ/86,1191,270,25.7,false,67_4067_967
L,67_4067,VJ/86,1193,AR/86,1238,233,82.8,false,67_4067_967
L,67_4067,AR/86,1245,AB/86,1313,87,139.8,false,67_4067_967
M,7085,FA/86,1315,AR/86,1395,0,108.5,false,-1
M,7087,KD/86,83,FA/86,102,0,19.9,true,-1
M,7098,AR/86,145,FA/86,225,0,108.5,false,-1
L,71,CPH/86,1106,FA/86,1234,232,230.2,true,-1
L,71,FA/86,1238,VJ/86,1251,208,25.7,false,-1
L,71,VJ/86,1253,AR/86,1298,205,82.8,false,-1
L,722,STR/86,424,FA/86,554,75,155.4,false,4022_22_722
L,723,FA/86,523,STR/86,648,67,155.4,false,23_4023_723
L,731,FA/86,643,STR/86,768,72,155.4,false,31_4031_731
L,738,STR/86,664,FA/86,794,82,155.4,false,4038_38_738
L,746,STR/86,784,FA/86,914,124,155.4,false,4046_46_746
L,747,VJ/86,899,STR/86,1008,76,129.7,false,47_4047_747
L,75,CPH/86,1166,FA/86,1294,248,230.2,true,75_975
L,75,FA/86,1298,VJ/86,1311,161,25.7,false,75_975
L,75,VJ/86,1313,AR/86,1358,131,82.8,false,75_975
L,762,STR/86,1024,FA/86,1154,52,155.4,false,4062_62_762
L,763,FA/86,1123,STR/86,1248,97,155.4,false,63_4063_763
L,79,CPH/86,1226,FA/86,1354,308,230.2,true,-1
L,79,FA/86,1358,VJ/86,1371,116,25.7,false,-1
L,79,VJ/86,1373,AR/86,1418,115,82.8,false,-1
IC,80108,FA/86,356,HGL/86,505,445,225.8,true,-1
IC,80169,HGL/86,1055,FA/86,1202,194,225.8,true,2369_469_80169
IC,802,OD/86,300,HGL/86,403,246,163.3,true,-1
IC,806,ES/86,272,OD/86,352,35,142.3,true,206_806
IC,806,OD/86,360,HGL/86,463,529,163.3,true,206_806
IC,810,ES/86,332,OD/86,412,141,142.3,true,208_810
IC,810,OD/86,420,HGL/86,523,558,163.3,true,208_810
