TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Composition,UnitSpecificId
2566,IC,5756,FLB/80,FA/86,723,810,38,1xERF,ERF_31
2428,RV,4740,FA/86,OD/86,810,856,37,1xERF,ERF_31
1567,RV,2751,OD/86,FA/86,885,948,52,1xERF,ERF_31
253,IC,148,FA/86,KK/86,956,1099,187,1xERF,ERF_31
1420,RØ,2487,KK/86,NÆ/86,1328,1402,66,1xERF,ERF_31
1411,RØ,2476,NÆ/86,HGL/86,1416,1506,1,1xERF,ERF_31
1738,RØ,3427,HG/86,KH/86,384,434,140,1xERF,ERF_32
1732,RØ,3406,KH/86,HG/86,436,486,134,1xERF,ERF_32
1753,RØ,3435,HG/86,KH/86,504,554,198,1xERF,ERF_32
1348,RØ,2435,KH/86,NÆ/86,557,622,45,1xERF,ERF_32
2116,RØ,4222,NÆ/86,HG/86,628,752,133,1xERF,ERF_32
1141,RØ,2253,HG/86,NÆ/86,778,902,197,1xERF,ERF_32
1126,RØ,2244,NÆ/86,HG/86,958,1082,319,2xERF,ERF_32
2386,RØ,4577,HG/86,HK/86,1123,1237,122,1xERF,ERF_32
1516,RØ,2566,HK/86,HGL/86,1313,1384,40,1xERF,ERF_32
2233,RØ,4425,KK/86,NÆ/86,398,472,74,1xERF,ERF_33
1078,RØ,2212,NÆ/86,HG/86,478,602,203,1xERF,ERF_33
2350,RØ,4545,HG/86,HK/86,643,757,137,1xERF,ERF_33
1462,RØ,2530,HK/86,HG/86,773,887,161,1xERF,ERF_33
1153,RØ,2261,HG/86,NÆ/86,898,1022,437,2xERF,ERF_33
2158,RØ,4250,NÆ/86,HG/86,1048,1172,110,1xERF,ERF_33
1534,RØ,2595,HG/86,HK/86,1408,1525,33,1xERF,ERF_33
1543,RV,2715,OD/86,FA/86,400,450,29,1xERF,ERF_34
2407,RV,4716,FA/86,OD/86,450,496,45,1xERF,ERF_34
1549,RV,2727,OD/86,FA/86,526,588,10,1xERF,ERF_34
214,IC,124,FA/86,KH/86,596,730,135,1xERF,ERF_34
1756,RØ,3436,KH/86,HG/86,886,936,159,1xERF,ERF_34
1786,RØ,3465,HG/86,KH/86,954,1004,180,1xERF,ERF_34
1771,RØ,3444,KH/86,HG/86,1006,1056,177,1xERF,ERF_34
1798,RØ,3473,HG/86,KH/86,1074,1124,60,1xERF,ERF_34
309,IC,185,KH/86,OD/86,1310,1408,163,1xERF,ERF_34
217,IC,125,KK/86,FA/86,401,542,305,"1xERF, 1xICA",ERF_35
39,L,22,FA/86,CPH/86,567,692,337,"1xERF, 2xICA",ERF_35
2602,M,6314,CPH/86,KH/86,695,709,0,2xERF,ERF_35
1750,RØ,3434,KH/86,HG/86,856,906,194,1xERF,ERF_35
1783,RØ,3463,HG/86,KH/86,924,974,191,1xERF,ERF_35
1390,RØ,2463,KH/86,NÆ/86,977,1042,386,2xERF,ERF_35
1399,RØ,2468,NÆ/86,KH/86,1296,1363,24,1xERF,ERF_35
320,IC,193,KH/86,OD/86,1430,1528,213,1xERF,ERF_35
1435,RØ,2506,HK/86,HG/86,413,527,523,3xERF,ERF_36
1483,RØ,2543,HG/86,HK/86,613,727,104,1xERF,ERF_36
2323,RØ,4528,HK/86,HG/86,743,857,147,1xERF,ERF_36
2374,RØ,4561,HG/86,HK/86,883,997,340,2xERF,ERF_36
2365,RØ,4556,HK/86,HG/86,1163,1277,118,1xERF,ERF_36
1714,RØ,3327,KK/86,RO/86,446,478,187,1xERF,ERF_37
1711,RØ,3310,RO/86,KK/86,497,529,164,1xERF,ERF_37
1354,RØ,2439,KK/86,NÆ/86,608,682,33,1xERF,ERF_37
1339,RØ,2428,NÆ/86,KK/86,696,772,64,1xERF,ERF_37
1384,RØ,2459,KK/86,NÆ/86,908,982,235,"1xERF, 1xICA",ERF_37
2152,RØ,4246,NÆ/86,HG/86,988,1112,208,1xERF,ERF_37
1528,RØ,2579,HG/86,KH/86,1153,1208,52,1xERF,ERF_37
316,IC,191,KH/86,FA/86,1370,1502,340,"1xERF, 2xICA",ERF_37
1537,RØ,2599,HG/86,KH/86,28,83,16,3xERF,ERF_4
191,IC,107,KH/86,FA/86,155,295,53,"1xERF, 1xICA",ERF_4
1195,IC,2304,FA/86,ES/86,307,370,19,1xERF,ERF_4
595,IC,814,ES/86,OD/86,392,472,191,1xERF,ERF_4
596,IC,814,OD/86,HGL/86,480,583,305,"1xERF, 1xICA",ERF_4
2626,M,6459,HGL/86,KK/86,754,757,0,"1xICA, 2xERF",ERF_4
2281,RØ,4457,KK/86,NÆ/86,878,952,169,1xERF,ERF_4
1126,RØ,2244,NÆ/86,HG/86,958,1082,319,2xERF,ERF_4
2197,RØ,4275,HG/86,RO/86,1108,1193,84,1xERF,ERF_4
2170,RØ,4258,RO/86,HG/86,1207,1292,133,1xERF,ERF_4
1537,RØ,2599,HG/86,KH/86,28,83,16,3xERF,ERF_5
204,IC,117,KH/86,FA/86,290,422,107,1xERF,ERF_5
19,L,14,FA/86,CPH/86,447,572,663,"1xERF, 4xICA",ERF_5
92,L,43,CPH/86,FA/86,686,814,324,"1xERF, 2xICA",ERF_5
747,L,943,FA/86,SDB/86,821,912,105,1xERF,ERF_5
756,L,958,SDB/86,FA/86,1004,1097,55,1xERF,ERF_5
129,L,58,FA/86,CPH/86,1107,1232,309,"1xERF, 2xICA",ERF_5
431,RØ,287,CPH/86,RO/86,1325,1359,24,1xERF,ERF_5
413,RØ,270,RO/86,CPH/86,1400,1434,10,"1xERF, 1xICA",ERF_5
181,IC,100,OD/86,KK/86,249,361,141,1xERF,ERF_6
614,IC,823,KK/86,OD/86,383,480,186,1xERF,ERF_6
615,IC,823,OD/86,ES/86,489,566,137,1xERF,ERF_6
618,IC,826,ES/86,OD/86,572,652,54,1xERF,ERF_6
619,IC,826,OD/86,HGL/86,660,763,140,1xERF,ERF_6
269,IC,157,HGL/86,FA/86,874,1022,465,"1xERF, 2xICA",ERF_6
2440,RV,4756,FA/86,OD/86,1050,1096,31,1xERF,ERF_6
2113,RØ,4219,HG/86,KH/86,268,323,60,1xERF,ERF_7
211,IC,121,KH/86,FA/86,350,482,212,1xERF,ERF_7
2563,IC,5755,FA/86,FLB/80,510,593,65,1xERF,ERF_7
2560,IC,5754,FLB/80,FA/86,605,690,16,1xERF,ERF_7
227,IC,132,FA/86,HGL/86,716,869,165,1xERF,ERF_7
686,IC,859,HGL/86,OD/86,916,1020,561,"1xICA, 2xERF",ERF_7
687,IC,859,OD/86,ES/86,1029,1106,205,1xERF,ERF_7
690,IC,862,ES/86,OD/86,1112,1192,32,1xERF,ERF_7
691,IC,862,OD/86,KK/86,1200,1297,93,1xERF,ERF_7
2551,IC,5751,FA/86,FLB/80,270,353,9,1xERF,ERF_8
2548,IC,5750,FLB/80,FA/86,365,450,31,1xERF,ERF_8
729,L,919,FA/86,SDB/86,461,552,64,1xERF,ERF_8
738,L,934,SDB/86,FA/86,644,737,73,1xERF,ERF_8
2575,IC,5759,FA/86,FLB/80,750,833,30,1xERF,ERF_8
2572,IC,5758,FLB/80,FA/86,845,930,37,1xERF,ERF_8
753,L,951,FA/86,SDB/86,941,1032,111,1xERF,ERF_8
762,L,966,SDB/86,FA/86,1124,1217,32,1xERF,ERF_8
1582,RV,2768,FA/86,OD/86,1230,1284,58,1xERF,ERF_8
720,L,910,SDB/86,FA/86,284,377,67,1xERF,ERF_9
9,L,10,FA/86,CPH/86,387,512,614,"1xERF, 3xICA",ERF_9
362,RØ,235,CPH/86,SG/86,545,615,72,1xERF,ERF_9
341,RØ,222,SG/86,CPH/86,644,714,74,1xERF,ERF_9
380,RØ,247,CPH/86,SG/86,725,795,42,1xERF,ERF_9
359,RØ,234,SG/86,CPH/86,824,894,134,1xERF,ERF_9
132,L,59,CPH/86,FA/86,926,1054,653,"1xERF, 3xICA",ERF_9
1267,IC,2356,FA/86,ES/86,1071,1134,82,1xERF,ERF_9
1288,IC,2369,ES/86,FA/86,1143,1207,55,1xERF,ERF_9
149,L,66,FA/86,CPH/86,1227,1352,182,"1xERF, 1xICA",ERF_9
1426,RØ,2495,KH/86,NÆ/86,17,77,22,1xICA,ICA_1
2467,RØ,4817,NÆ/86,NF/86,373,412,41,1xICA,ICA_1
2461,RØ,4812,NF/86,NÆ/86,427,466,29,1xICA,ICA_1
2497,RØ,4837,NÆ/86,NF/86,673,712,15,2xICA,ICA_1
826,RØ,1232,NF/86,KH/86,758,835,99,1xICA,ICA_1
871,RØ,1261,KH/86,NF/86,968,1043,417,3xICA,ICA_1
868,RØ,1260,NF/86,KH/86,1178,1255,69,1xICA,ICA_1
2689,M,9387,KH/86,CPH/86,1321,1334,0,3xICA,ICA_1
910,IC,1407,CPH/86,KH/86,132,145,15,4xICA,ICA_10
191,IC,107,KH/86,FA/86,155,295,53,"1xERF, 1xICA",ICA_10
192,IC,107,FA/86,AR/86,305,365,96,1xICA,ICA_10
17,L,14,AR/86,VJ/86,380,424,413,4xICA,ICA_10
18,L,14,VJ/86,FA/86,426,441,462,4xICA,ICA_10
19,L,14,FA/86,CPH/86,447,572,663,"1xERF, 4xICA",ICA_10
92,L,43,CPH/86,FA/86,686,814,324,"1xERF, 2xICA",ICA_10
93,L,43,FA/86,VJ/86,818,831,278,2xICA,ICA_10
94,L,43,VJ/86,AR/86,833,878,261,2xICA,ICA_10
2026,IC,4145,AR/86,ABL/86,915,1004,279,2xICA,ICA_10
1951,L,4062,ABL/86,AR/86,1006,1093,90,1xICA,ICA_10
1675,RV,2964,AR/86,FA/86,1118,1186,112,1xICA,ICA_10
1684,RV,2969,FA/86,AR/86,1214,1283,55,1xICA,ICA_10
910,IC,1407,CPH/86,KH/86,132,145,15,4xICA,ICA_11
1324,RØ,2419,KH/86,NÆ/86,317,382,19,1xICA,ICA_11
1318,RØ,2412,NÆ/86,KK/86,456,532,231,"1xERF, 1xICA",ICA_11
985,RØ,1537,KK/86,KB/86,593,685,71,1xICA,ICA_11
988,RØ,1540,KB/86,KK/86,877,967,282,2xICA,ICA_11
1027,RØ,1565,KK/86,KB/86,1013,1105,212,2xICA,ICA_11
1018,RØ,1560,KB/86,KK/86,1177,1266,100,1xICA,ICA_11
2617,M,6370,KK/86,KH/86,1311,1317,0,5xICA,ICA_11
316,IC,191,KH/86,FA/86,1370,1502,340,"1xERF, 2xICA",ICA_11
317,IC,191,FA/86,AR/86,1508,1578,170,2xICA,ICA_11
910,IC,1407,CPH/86,KH/86,132,145,15,4xICA,ICA_12
811,RØ,1221,KH/86,NF/86,364,449,79,1xICA,ICA_12
802,RØ,1212,NF/86,KH/86,458,535,258,2xICA,ICA_12
865,RØ,1257,KH/86,NF/86,908,983,320,3xICA,ICA_12
2518,RØ,4852,NF/86,NÆ/86,1027,1066,21,1xICA,ICA_12
2539,RØ,4869,NÆ/86,NF/86,1153,1192,24,1xICA,ICA_12
2710,M,9782,CPH/86,HGL/86,152,179,0,1xICA,ICA_13
961,RØ,1521,HGL/86,KB/86,347,445,151,1xICA,ICA_13
958,RØ,1520,KB/86,KK/86,577,667,99,1xICA,ICA_13
1009,RØ,1553,KK/86,KB/86,833,925,126,1xICA,ICA_13
994,RØ,1544,KB/86,KK/86,937,1027,220,2xICA,ICA_13
2617,M,6370,KK/86,KH/86,1311,1317,0,5xICA,ICA_13
1969,IC,4101,AR/86,ABL/86,255,344,69,1xICA,ICA_14
1987,IC,4120,ABL/86,AR/86,368,463,377,3xICA,ICA_14
207,IC,120,AR/86,FA/86,470,531,254,2xICA,ICA_14
208,IC,120,FA/86,KK/86,536,679,146,1xICA,ICA_14
1822,RØ,3555,KK/86,KB/86,866,960,206,2xICA,ICA_14
1000,RØ,1548,KB/86,KK/86,997,1087,144,1xICA,ICA_14
2617,M,6370,KK/86,KH/86,1311,1317,0,5xICA,ICA_14
316,IC,191,KH/86,FA/86,1370,1502,340,"1xERF, 2xICA",ICA_14
317,IC,191,FA/86,AR/86,1508,1578,170,2xICA,ICA_14
940,RØ,1500,KB/86,KK/86,270,376,115,1xICA,ICA_15
967,RØ,1525,KK/86,KB/86,413,505,219,2xICA,ICA_15
976,RØ,1532,KB/86,KK/86,757,847,142,1xICA,ICA_15
1021,RØ,1561,KK/86,KB/86,953,1045,280,2xICA,ICA_15
1012,RØ,1556,KB/86,HGL/86,1117,1214,49,1xICA,ICA_15
717,IC,883,HGL/86,OD/86,1276,1380,123,1xICA,ICA_15
587,IC,806,ES/86,OD/86,272,352,35,1xICA,ICA_16
588,IC,806,OD/86,HGL/86,360,463,529,"1xERF, 2xICA",ICA_16
269,IC,157,HGL/86,FA/86,874,1022,465,"1xERF, 2xICA",ICA_16
1666,RV,2957,FA/86,AR/86,1034,1103,243,2xICA,ICA_16
1948,L,4059,AR/86,AB/86,1125,1193,90,1xICA,ICA_16
2083,IC,4180,AB/86,AR/86,1285,1363,30,1xICA,ICA_16
1831,RØ,3802,NF/86,VO/86,283,304,8,1xICA,ICA_17
2653,M,9113,VO/86,NF/86,314,329,0,1xICA,ICA_17
796,RØ,1204,NF/86,KH/86,338,415,224,2xICA,ICA_17
829,RØ,1233,KH/86,NF/86,548,623,71,1xICA,ICA_17
820,RØ,1228,NF/86,KH/86,698,775,98,1xICA,ICA_17
871,RØ,1261,KH/86,NF/86,968,1043,417,3xICA,ICA_17
874,RØ,1264,NF/86,KH/86,1229,1315,77,1xICA,ICA_17
2689,M,9387,KH/86,CPH/86,1321,1334,0,3xICA,ICA_17
584,IC,802,OD/86,HGL/86,300,403,246,2xICA,ICA_18
678,IC,855,HGL/86,OD/86,856,960,314,"1xERF, 1xICA",ICA_18
1588,RV,2777,OD/86,FA/86,1296,1350,37,1xICA,ICA_18
584,IC,802,OD/86,HGL/86,300,403,246,2xICA,ICA_19
2626,M,6459,HGL/86,KK/86,754,757,0,"1xICA, 2xERF",ICA_19
1384,RØ,2459,KK/86,NÆ/86,908,982,235,"1xERF, 1xICA",ICA_19
1840,RØ,3863,NÆ/86,NF/86,1058,1097,49,1xICA,ICA_19
886,RØ,1272,NF/86,KH/86,1346,1434,21,1xICA,ICA_19
2092,IC,4192,AB/86,AR/86,25,103,4,1xICA,ICA_2
2,L,6,AR/86,VJ/86,254,304,54,1xICA,ICA_2
3,L,6,VJ/86,FA/86,306,321,58,1xICA,ICA_2
4,L,6,FA/86,CPH/86,327,452,246,2xICA,ICA_2
62,L,31,CPH/86,FA/86,506,634,350,"1xERF, 2xICA",ICA_2
63,L,31,FA/86,VJ/86,638,651,227,2xICA,ICA_2
64,L,31,VJ/86,AR/86,653,698,218,2xICA,ICA_2
1906,L,4031,AR/86,ABL/86,705,788,80,1xICA,ICA_2
2029,IC,4148,ABL/86,AR/86,788,883,112,1xICA,ICA_2
107,L,50,AR/86,VJ/86,920,964,306,3xICA,ICA_2
108,L,50,VJ/86,FA/86,966,981,360,3xICA,ICA_2
109,L,50,FA/86,CPH/86,987,1112,494,"1xERF, 3xICA",ICA_2
171,L,75,CPH/86,FA/86,1166,1294,248,2xICA,ICA_2
172,L,75,FA/86,VJ/86,1298,1311,161,2xICA,ICA_2
173,L,75,VJ/86,AR/86,1313,1358,131,1xICA,ICA_2
12,L,11,OD/86,FA/86,303,334,10,1xICA,ICA_20
2398,RR,4708,FA/86,OD/86,334,376,57,1xICA,ICA_20
551,L,608,OD/86,KH/86,379,458,368,"1xERF, 1xICA",ICA_20
991,RØ,1541,KH/86,KB/86,662,745,44,1xICA,ICA_20
1816,RØ,3542,KB/86,KK/86,907,994,212,2xICA,ICA_20
1036,RØ,1573,KK/86,KB/86,1133,1225,78,1xICA,ICA_20
1039,RØ,1574,KB/86,KH/86,1370,1470,21,1xICA,ICA_20
1804,RØ,3502,KB/86,KK/86,303,391,133,1xICA,ICA_21
979,RØ,1533,KK/86,KB/86,533,625,95,1xICA,ICA_21
988,RØ,1540,KB/86,KK/86,877,967,282,2xICA,ICA_21
1027,RØ,1565,KK/86,KB/86,1013,1105,212,2xICA,ICA_21
1033,RØ,1570,KB/86,KH/86,1310,1410,36,1xICA,ICA_21
1879,L,4014,AB/86,AR/86,303,372,74,1xICA,ICA_22
17,L,14,AR/86,VJ/86,380,424,413,4xICA,ICA_22
18,L,14,VJ/86,FA/86,426,441,462,4xICA,ICA_22
19,L,14,FA/86,CPH/86,447,572,663,"1xERF, 4xICA",ICA_22
92,L,43,CPH/86,FA/86,686,814,324,"1xERF, 2xICA",ICA_22
93,L,43,FA/86,VJ/86,818,831,278,2xICA,ICA_22
94,L,43,VJ/86,AR/86,833,878,261,2xICA,ICA_22
2026,IC,4145,AR/86,ABL/86,915,1004,279,2xICA,ICA_22
2053,IC,4164,ABL/86,AR/86,1028,1123,94,1xICA,ICA_22
1954,L,4063,AR/86,AB/86,1185,1253,78,1xICA,ICA_22
2062,RV,4169,AB/86,ABL/86,1354,1364,1,1xICA,ICA_22
2455,RØ,4804,NF/86,NÆ/86,307,346,18,1xICA,ICA_23
2473,RØ,4821,NÆ/86,NF/86,433,472,32,1xICA,ICA_23
2464,RØ,4816,NF/86,NÆ/86,487,526,25,1xICA,ICA_23
2509,RØ,4845,NÆ/86,NF/86,793,832,22,1xICA,ICA_23
838,RØ,1240,NF/86,KH/86,878,955,157,2xICA,ICA_23
877,RØ,1265,KH/86,NF/86,1028,1103,240,2xICA,ICA_23
1972,IC,4105,AR/86,ABL/86,312,404,21,1xICA,ICA_24
1891,L,4022,ABL/86,AR/86,406,493,234,2xICA,ICA_24
37,L,22,AR/86,VJ/86,500,544,280,2xICA,ICA_24
38,L,22,VJ/86,FA/86,546,561,268,2xICA,ICA_24
39,L,22,FA/86,CPH/86,567,692,337,"1xERF, 2xICA",ICA_24
122,L,55,CPH/86,FA/86,866,994,441,3xICA,ICA_24
123,L,55,FA/86,VJ/86,998,1011,379,3xICA,ICA_24
124,L,55,VJ/86,AR/86,1013,1058,330,3xICA,ICA_24
2044,IC,4157,AR/86,ABL/86,1095,1184,61,1xICA,ICA_24
2077,IC,4178,ABL/86,AB/86,1268,1280,10,3xICA,ICA_24
1594,RV,2909,FA/86,AR/86,314,383,41,1xICA,ICA_25
1603,RV,2916,AR/86,FA/86,398,466,117,1xICA,ICA_25
1207,IC,2316,FA/86,ES/86,471,534,132,1xICA,ICA_25
1258,IC,2349,ES/86,FA/86,843,907,88,1xICA,ICA_25
509,IC,449,FA/86,AR/86,909,968,286,2xICA,ICA_25
117,L,54,AR/86,VJ/86,980,1024,340,3xICA,ICA_25
118,L,54,VJ/86,FA/86,1026,1041,385,3xICA,ICA_25
119,L,54,FA/86,CPH/86,1047,1172,393,3xICA,ICA_25
7,L,10,AR/86,VJ/86,320,364,153,2xICA,ICA_26
8,L,10,VJ/86,FA/86,366,381,203,2xICA,ICA_26
9,L,10,FA/86,CPH/86,387,512,614,"1xERF, 3xICA",ICA_26
72,L,35,CPH/86,FA/86,566,694,237,2xICA,ICA_26
73,L,35,FA/86,VJ/86,698,711,160,2xICA,ICA_26
575,L,747,VJ/86,STR/86,899,1008,76,1xICA,ICA_26
578,L,762,STR/86,FA/86,1024,1154,52,1xICA,ICA_26
533,IC,469,FA/86,AR/86,1209,1268,94,1xICA,ICA_26
7,L,10,AR/86,VJ/86,320,364,153,2xICA,ICA_27
8,L,10,VJ/86,FA/86,366,381,203,2xICA,ICA_27
9,L,10,FA/86,CPH/86,387,512,614,"1xERF, 3xICA",ICA_27
82,L,39,CPH/86,FA/86,626,754,322,"1xERF, 2xICA",ICA_27
83,L,39,FA/86,VJ/86,758,771,295,2xICA,ICA_27
84,L,39,VJ/86,AR/86,773,818,263,2xICA,ICA_27
97,L,46,AR/86,VJ/86,860,904,247,2xICA,ICA_27
98,L,46,VJ/86,FA/86,906,921,264,2xICA,ICA_27
99,L,46,FA/86,CPH/86,927,1052,409,"1xERF, 2xICA",ICA_27
162,L,71,CPH/86,FA/86,1106,1234,232,2xICA,ICA_27
163,L,71,FA/86,VJ/86,1238,1251,208,2xICA,ICA_27
164,L,71,VJ/86,AR/86,1253,1298,205,2xICA,ICA_27
1981,IC,4116,AB/86,AR/86,325,403,137,1xICA,ICA_28
470,IC,416,AR/86,FA/86,410,469,239,2xICA,ICA_28
476,IC,421,FA/86,AR/86,489,548,138,1xICA,ICA_28
47,L,26,AR/86,VJ/86,560,604,226,2xICA,ICA_28
48,L,26,VJ/86,FA/86,606,621,257,2xICA,ICA_28
49,L,26,FA/86,CPH/86,627,752,373,"1xERF, 2xICA",ICA_28
122,L,55,CPH/86,FA/86,866,994,441,3xICA,ICA_28
123,L,55,FA/86,VJ/86,998,1011,379,3xICA,ICA_28
124,L,55,VJ/86,AR/86,1013,1058,330,3xICA,ICA_28
1942,L,4055,AR/86,AB/86,1065,1133,111,1xICA,ICA_28
1966,L,4074,AB/86,AR/86,1203,1273,28,1xICA,ICA_28
32,L,19,CPH/86,FA/86,326,454,332,"1xERF, 2xICA",ICA_29
33,L,19,FA/86,VJ/86,458,471,300,2xICA,ICA_29
34,L,19,VJ/86,AR/86,473,518,232,2xICA,ICA_29
479,IC,424,AR/86,FA/86,530,589,151,1xICA,ICA_29
1630,RV,2933,FA/86,AR/86,674,743,30,1xICA,ICA_29
1912,L,4035,AR/86,ABL/86,765,848,72,1xICA,ICA_29
2035,IC,4152,ABL/86,AR/86,848,943,108,1xICA,ICA_29
117,L,54,AR/86,VJ/86,980,1024,340,3xICA,ICA_29
118,L,54,VJ/86,FA/86,1026,1041,385,3xICA,ICA_29
119,L,54,FA/86,CPH/86,1047,1172,393,3xICA,ICA_29
312,IC,190,AR/86,FA/86,40,111,35,1xICA,ICA_3
313,IC,190,FA/86,KH/86,116,265,151,1xICA,ICA_3
2296,RØ,4500,KH/86,HG/86,382,437,26,1xICA,ICA_3
1747,RØ,3433,HG/86,KH/86,474,524,332,"1xERF, 1xICA",ICA_3
2707,M,9730,KH/86,HGL/86,820,830,0,1xICA,ICA_3
694,IC,863,HGL/86,OD/86,976,1080,583,"1xICA, 2xERF",ICA_3
32,L,19,CPH/86,FA/86,326,454,332,"1xERF, 2xICA",ICA_30
33,L,19,FA/86,VJ/86,458,471,300,2xICA,ICA_30
34,L,19,VJ/86,AR/86,473,518,232,2xICA,ICA_30
1888,L,4019,AR/86,ABL/86,525,608,63,1xICA,ICA_30
2011,IC,4136,ABL/86,AR/86,608,703,105,1xICA,ICA_30
2008,IC,4133,AR/86,ABL/86,735,824,106,1xICA,ICA_30
1933,L,4050,ABL/86,AR/86,826,913,123,1xICA,ICA_30
1930,L,4047,AR/86,ABL/86,945,1028,249,2xICA,ICA_30
2059,IC,4168,ABL/86,AR/86,1088,1183,26,1xICA,ICA_30
2065,IC,4171,AR/86,AB/86,1305,1379,49,1xICA,ICA_30
4,L,6,FA/86,CPH/86,327,452,246,2xICA,ICA_31
62,L,31,CPH/86,FA/86,506,634,350,"1xERF, 2xICA",ICA_31
63,L,31,FA/86,VJ/86,638,651,227,2xICA,ICA_31
64,L,31,VJ/86,AR/86,653,698,218,2xICA,ICA_31
233,IC,136,AR/86,FA/86,710,771,103,1xICA,ICA_31
234,IC,136,FA/86,HGL/86,776,929,250,"1xERF, 1xICA",ICA_31
298,IC,177,HGL/86,FA/86,1174,1322,125,1xICA,ICA_31
591,IC,810,ES/86,OD/86,332,412,141,"1xERF, 1xICA",ICA_32
592,IC,810,OD/86,HGL/86,420,523,558,"1xICA, 2xERF",ICA_32
1717,RØ,3359,HGL/86,RO/86,905,943,144,1xICA,ICA_32
413,RØ,270,RO/86,CPH/86,1400,1434,10,"1xERF, 1xICA",ICA_32
13,L,11,FA/86,VJ/86,338,351,15,1xICA,ICA_33
14,L,11,VJ/86,AR/86,353,398,69,1xICA,ICA_33
1876,L,4011,AR/86,ABL/86,405,488,125,1xICA,ICA_33
1999,IC,4128,ABL/86,AR/86,488,583,110,1xICA,ICA_33
57,L,30,AR/86,VJ/86,620,664,253,2xICA,ICA_33
58,L,30,VJ/86,FA/86,666,681,278,2xICA,ICA_33
59,L,30,FA/86,CPH/86,687,812,333,"1xERF, 2xICA",ICA_33
132,L,59,CPH/86,FA/86,926,1054,653,"1xERF, 3xICA",ICA_33
133,L,59,FA/86,VJ/86,1058,1071,407,3xICA,ICA_33
134,L,59,VJ/86,AR/86,1073,1118,355,3xICA,ICA_33
1681,RV,2968,AR/86,FA/86,1178,1246,38,1xICA,ICA_33
536,IC,471,FA/86,AR/86,1269,1328,49,1xICA,ICA_33
796,RØ,1204,NF/86,KH/86,338,415,224,2xICA,ICA_34
823,RØ,1229,KH/86,NF/86,488,563,128,1xICA,ICA_34
2476,RØ,4824,NF/86,NÆ/86,607,646,15,1xICA,ICA_34
2515,RØ,4849,NÆ/86,NF/86,853,892,38,1xICA,ICA_34
2506,RØ,4844,NF/86,NÆ/86,907,946,53,1xICA,ICA_34
2533,RØ,4861,NÆ/86,NF/86,1033,1072,25,1xICA,ICA_34
880,RØ,1268,NF/86,KH/86,1286,1374,44,1xICA,ICA_34
1597,RV,2912,AR/86,FA/86,338,406,85,1xICA,ICA_35
1201,IC,2312,FA/86,ES/86,411,474,81,1xICA,ICA_35
1228,IC,2329,ES/86,FA/86,543,607,30,1xICA,ICA_35
2422,RV,4732,FA/86,OD/86,690,736,8,1xICA,ICA_35
2431,RV,4745,OD/86,FA/86,820,866,28,1xICA,ICA_35
2581,IC,5761,FA/86,FLB/80,870,953,49,1xICA,ICA_35
2578,IC,5760,FLB/80,FA/86,965,1050,21,1xICA,ICA_35
521,IC,461,FA/86,AR/86,1089,1148,128,1xICA,ICA_35
530,IC,468,AR/86,FA/86,1190,1249,52,1xICA,ICA_35
771,L,975,FA/86,SDB/86,1301,1392,43,1xICA,ICA_35
1873,L,4007,AR/86,ABL/86,345,428,48,2xICA,ICA_36
1993,IC,4124,ABL/86,AR/86,428,523,233,2xICA,ICA_36
47,L,26,AR/86,VJ/86,560,604,226,2xICA,ICA_36
48,L,26,VJ/86,FA/86,606,621,257,2xICA,ICA_36
49,L,26,FA/86,CPH/86,627,752,373,"1xERF, 2xICA",ICA_36
122,L,55,CPH/86,FA/86,866,994,441,3xICA,ICA_36
123,L,55,FA/86,VJ/86,998,1011,379,3xICA,ICA_36
124,L,55,VJ/86,AR/86,1013,1058,330,3xICA,ICA_36
518,IC,460,AR/86,FA/86,1070,1129,87,1xICA,ICA_36
1279,IC,2364,FA/86,ES/86,1191,1254,73,1xICA,ICA_36
1873,L,4007,AR/86,ABL/86,345,428,48,2xICA,ICA_37
1993,IC,4124,ABL/86,AR/86,428,523,233,2xICA,ICA_37
1990,IC,4121,AR/86,ABL/86,555,644,47,1xICA,ICA_37
1915,L,4038,ABL/86,AR/86,646,733,106,1xICA,ICA_37
77,L,38,AR/86,VJ/86,740,784,221,2xICA,ICA_37
78,L,38,VJ/86,FA/86,786,801,229,2xICA,ICA_37
79,L,38,FA/86,CPH/86,807,932,388,"1xERF, 2xICA",ICA_37
142,L,63,CPH/86,FA/86,986,1114,589,"1xERF, 3xICA",ICA_37
143,L,63,FA/86,VJ/86,1118,1131,364,3xICA,ICA_37
144,L,63,VJ/86,AR/86,1133,1178,337,3xICA,ICA_37
1960,L,4067,AR/86,AB/86,1245,1313,87,1xICA,ICA_37
464,IC,412,AR/86,FA/86,350,409,162,2xICA,ICA_38
473,IC,417,FA/86,AR/86,429,488,213,2xICA,ICA_38
1984,IC,4117,AR/86,ABL/86,495,584,88,1xICA,ICA_38
1909,L,4034,ABL/86,AR/86,586,673,125,1xICA,ICA_38
67,L,34,AR/86,VJ/86,680,724,226,2xICA,ICA_38
68,L,34,VJ/86,FA/86,726,741,248,2xICA,ICA_38
69,L,34,FA/86,CPH/86,747,872,348,3xICA,ICA_38
404,IC,263,CPH/86,OD/86,965,1070,248,"1xERF, 1xICA",ICA_38
