TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Composition,UnitSpecificId
464,IC,412,AR/86,FA/86,350,409,162,2xICA,ICA_39
2404,RR,4714,FA/86,OD/86,422,468,70,1xICA,ICA_39
596,IC,814,OD/86,HGL/86,480,583,305,"1xERF, 1xICA",ICA_39
686,IC,859,HGL/86,OD/86,916,1020,561,"1xICA, 2xERF",ICA_39
2692,M,9676,KH/86,KK/86,64,70,0,5xICA,ICA_4
1813,RØ,3523,KK/86,KB/86,386,474,108,1xICA,ICA_4
964,RØ,1524,KB/86,KK/86,637,727,129,1xICA,ICA_4
1822,RØ,3555,KK/86,KB/86,866,960,206,2xICA,ICA_4
1819,RØ,3546,KB/86,KK/86,967,1054,142,1xICA,ICA_4
2617,M,6370,KK/86,KH/86,1311,1317,0,5xICA,ICA_4
901,RØ,1285,KH/86,NF/86,1327,1415,87,1xICA,ICA_4
1870,RV,4003,AB/86,ABL/86,358,368,3,2xICA,ICA_40
1987,IC,4120,ABL/86,AR/86,368,463,377,3xICA,ICA_40
207,IC,120,AR/86,FA/86,470,531,254,2xICA,ICA_40
1624,RV,2929,FA/86,AR/86,614,683,34,1xICA,ICA_40
1633,RV,2936,AR/86,FA/86,698,766,142,1xICA,ICA_40
1243,IC,2340,FA/86,ES/86,831,894,108,1xICA,ICA_40
1276,IC,2361,ES/86,FA/86,1023,1087,72,1xICA,ICA_40
581,L,763,FA/86,STR/86,1123,1248,97,1xICA,ICA_40
1870,RV,4003,AB/86,ABL/86,358,368,3,2xICA,ICA_41
1987,IC,4120,ABL/86,AR/86,368,463,377,3xICA,ICA_41
1882,L,4015,AR/86,ABL/86,465,548,81,1xICA,ICA_41
2005,IC,4132,ABL/86,AR/86,548,643,92,1xICA,ICA_41
488,IC,432,AR/86,FA/86,650,709,96,1xICA,ICA_41
1237,RV,2336,FA/86,ES/86,771,834,43,1xICA,ICA_41
1264,IC,2353,ES/86,FA/86,903,967,147,1xICA,ICA_41
512,IC,453,FA/86,AR/86,969,1028,231,2xICA,ICA_41
127,L,58,AR/86,VJ/86,1040,1084,251,2xICA,ICA_41
128,L,58,VJ/86,FA/86,1086,1101,280,2xICA,ICA_41
129,L,58,FA/86,CPH/86,1107,1232,309,"1xERF, 2xICA",ICA_41
588,IC,806,OD/86,HGL/86,360,463,529,"1xERF, 2xICA",ICA_42
269,IC,157,HGL/86,FA/86,874,1022,465,"1xERF, 2xICA",ICA_42
270,IC,157,FA/86,AR/86,1029,1088,151,1xICA,ICA_42
137,L,62,AR/86,VJ/86,1100,1144,147,1xICA,ICA_42
138,L,62,VJ/86,FA/86,1146,1161,139,1xICA,ICA_42
139,L,62,FA/86,CPH/86,1167,1292,205,"1xERF, 1xICA",ICA_42
1210,IC,2317,ES/86,FA/86,362,427,86,1xICA,ICA_43
473,IC,417,FA/86,AR/86,429,488,213,2xICA,ICA_43
1852,RV,3922,AR/86,FA/86,489,567,64,1xICA,ICA_43
566,L,731,FA/86,STR/86,643,768,72,1xICA,ICA_43
572,L,746,STR/86,FA/86,784,914,124,1xICA,ICA_43
1861,RV,3951,FA/86,AR/86,941,1009,98,1xICA,ICA_43
127,L,58,AR/86,VJ/86,1040,1084,251,2xICA,ICA_43
128,L,58,VJ/86,FA/86,1086,1101,280,2xICA,ICA_43
129,L,58,FA/86,CPH/86,1107,1232,309,"1xERF, 2xICA",ICA_43
1705,RØ,3206,NF/86,KH/86,363,437,173,2xICA,ICA_44
243,IC,141,KH/86,FA/86,650,782,121,1xICA,ICA_44
244,IC,141,FA/86,AR/86,789,848,111,1xICA,ICA_44
1651,RV,2948,AR/86,FA/86,878,946,230,2xICA,ICA_44
512,IC,453,FA/86,AR/86,969,1028,231,2xICA,ICA_44
1669,RV,2960,AR/86,FA/86,1058,1126,94,1xICA,ICA_44
1678,RV,2965,FA/86,AR/86,1154,1223,19,1xICA,ICA_44
1699,RV,2980,AR/86,FA/86,1358,1426,54,1xICA,ICA_44
1705,RØ,3206,NF/86,KH/86,363,437,173,2xICA,ICA_45
835,RØ,1237,KH/86,NF/86,608,683,71,1xICA,ICA_45
2488,RØ,4832,NF/86,NÆ/86,727,766,23,1xICA,ICA_45
2521,RØ,4853,NÆ/86,NF/86,913,952,53,1xICA,ICA_45
2512,RØ,4848,NF/86,NÆ/86,967,1006,34,1xICA,ICA_45
2536,RØ,4865,NÆ/86,NF/86,1093,1132,20,1xICA,ICA_45
1885,L,4018,AB/86,AR/86,363,433,197,2xICA,ICA_46
27,L,18,AR/86,VJ/86,440,484,485,4xICA,ICA_46
28,L,18,VJ/86,FA/86,486,501,467,4xICA,ICA_46
29,L,18,FA/86,CPH/86,507,632,492,4xICA,ICA_46
102,L,47,CPH/86,FA/86,746,874,365,3xICA,ICA_46
103,L,47,FA/86,VJ/86,878,891,383,3xICA,ICA_46
104,L,47,VJ/86,AR/86,893,938,305,3xICA,ICA_46
2032,IC,4149,AR/86,ABL/86,975,1064,302,2xICA,ICA_46
2068,IC,4172,ABL/86,AR/86,1148,1243,31,1xICA,ICA_46
1885,L,4018,AB/86,AR/86,363,433,197,2xICA,ICA_47
27,L,18,AR/86,VJ/86,440,484,485,4xICA,ICA_47
28,L,18,VJ/86,FA/86,486,501,467,4xICA,ICA_47
29,L,18,FA/86,CPH/86,507,632,492,4xICA,ICA_47
112,L,51,CPH/86,FA/86,806,934,386,3xICA,ICA_47
113,L,51,FA/86,VJ/86,938,951,322,3xICA,ICA_47
114,L,51,VJ/86,AR/86,953,998,298,3xICA,ICA_47
1936,L,4051,AR/86,ABL/86,1005,1088,156,2xICA,ICA_47
2077,IC,4178,ABL/86,AB/86,1268,1280,10,3xICA,ICA_47
2458,RØ,4808,NF/86,NÆ/86,366,405,16,1xICA,ICA_48
2479,RØ,4825,NÆ/86,NF/86,493,532,36,1xICA,ICA_48
808,RØ,1220,NF/86,KH/86,578,655,100,1xICA,ICA_48
865,RØ,1257,KH/86,NF/86,908,983,320,3xICA,ICA_48
856,RØ,1252,NF/86,KH/86,1058,1135,64,1xICA,ICA_48
1042,RØ,1577,KH/86,KB/86,1202,1285,75,1xICA,ICA_48
1540,RV,2710,FA/86,OD/86,371,436,29,1xICA,ICA_49
2413,RV,4721,OD/86,FA/86,460,506,30,1xICA,ICA_49
485,IC,429,FA/86,AR/86,609,668,92,1xICA,ICA_49
2002,IC,4129,AR/86,ABL/86,675,764,70,1xICA,ICA_49
1927,L,4046,ABL/86,AR/86,766,853,111,1xICA,ICA_49
1651,RV,2948,AR/86,FA/86,878,946,230,2xICA,ICA_49
1255,IC,2348,FA/86,ES/86,951,1014,109,1xICA,ICA_49
2692,M,9676,KH/86,KK/86,64,70,0,5xICA,ICA_5
955,RØ,1517,KK/86,KB/86,293,385,51,2xICA,ICA_5
949,RØ,1512,KB/86,KK/86,457,547,242,2xICA,ICA_5
1003,RØ,1549,KK/86,KB/86,773,865,89,1xICA,ICA_5
994,RØ,1544,KB/86,KK/86,937,1027,220,2xICA,ICA_5
1045,RØ,1581,KK/86,KB/86,1253,1346,123,1xICA,ICA_5
17,L,14,AR/86,VJ/86,380,424,413,4xICA,ICA_50
18,L,14,VJ/86,FA/86,426,441,462,4xICA,ICA_50
19,L,14,FA/86,CPH/86,447,572,663,"1xERF, 4xICA",ICA_50
82,L,39,CPH/86,FA/86,626,754,322,"1xERF, 2xICA",ICA_50
83,L,39,FA/86,VJ/86,758,771,295,2xICA,ICA_50
84,L,39,VJ/86,AR/86,773,818,263,2xICA,ICA_50
1918,L,4039,AR/86,ABL/86,825,908,141,1xICA,ICA_50
2041,IC,4156,ABL/86,AR/86,908,1003,142,1xICA,ICA_50
1867,RV,3958,AR/86,FA/86,1029,1097,75,1xICA,ICA_50
527,IC,465,FA/86,AR/86,1149,1208,106,1xICA,ICA_50
294,IC,176,AR/86,FA/86,1310,1371,82,1xICA,ICA_50
295,IC,176,FA/86,KH/86,1376,1510,68,1xICA,ICA_50
17,L,14,AR/86,VJ/86,380,424,413,4xICA,ICA_51
18,L,14,VJ/86,FA/86,426,441,462,4xICA,ICA_51
19,L,14,FA/86,CPH/86,447,572,663,"1xERF, 4xICA",ICA_51
102,L,47,CPH/86,FA/86,746,874,365,3xICA,ICA_51
103,L,47,FA/86,VJ/86,878,891,383,3xICA,ICA_51
104,L,47,VJ/86,AR/86,893,938,305,3xICA,ICA_51
2032,IC,4149,AR/86,ABL/86,975,1064,302,2xICA,ICA_51
2074,IC,4176,ABL/86,AR/86,1208,1303,63,1xICA,ICA_51
42,L,23,CPH/86,FA/86,386,514,414,"1xERF, 2xICA",ICA_52
43,L,23,FA/86,VJ/86,518,531,253,2xICA,ICA_52
44,L,23,VJ/86,AR/86,533,578,226,2xICA,ICA_52
1996,IC,4125,AR/86,ABL/86,615,704,77,1xICA,ICA_52
1921,L,4042,ABL/86,AR/86,706,793,109,1xICA,ICA_52
87,L,42,AR/86,VJ/86,800,844,267,2xICA,ICA_52
88,L,42,VJ/86,FA/86,846,861,298,2xICA,ICA_52
89,L,42,FA/86,CPH/86,867,992,419,"1xERF, 2xICA",ICA_52
152,L,67,CPH/86,FA/86,1047,1174,380,"1xERF, 2xICA",ICA_52
153,L,67,FA/86,VJ/86,1178,1191,270,2xICA,ICA_52
154,L,67,VJ/86,AR/86,1193,1238,233,2xICA,ICA_52
2080,IC,4179,AR/86,AB/86,1425,1499,11,1xICA,ICA_52
42,L,23,CPH/86,FA/86,386,514,414,"1xERF, 2xICA",ICA_53
43,L,23,FA/86,VJ/86,518,531,253,2xICA,ICA_53
44,L,23,VJ/86,AR/86,533,578,226,2xICA,ICA_53
482,IC,428,AR/86,FA/86,590,649,69,1xICA,ICA_53
1636,RV,2937,FA/86,AR/86,734,803,35,1xICA,ICA_53
1645,RV,2944,AR/86,FA/86,818,886,110,1xICA,ICA_53
509,IC,449,FA/86,AR/86,909,968,286,2xICA,ICA_53
117,L,54,AR/86,VJ/86,980,1024,340,3xICA,ICA_53
118,L,54,VJ/86,FA/86,1026,1041,385,3xICA,ICA_53
119,L,54,FA/86,CPH/86,1047,1172,393,3xICA,ICA_53
9,L,10,FA/86,CPH/86,387,512,614,"1xERF, 3xICA",ICA_54
72,L,35,CPH/86,FA/86,566,694,237,2xICA,ICA_54
73,L,35,FA/86,VJ/86,698,711,160,2xICA,ICA_54
74,L,35,VJ/86,AR/86,713,758,146,1xICA,ICA_54
497,IC,440,AR/86,FA/86,770,829,113,1xICA,ICA_54
1648,RV,2945,FA/86,AR/86,854,923,51,1xICA,ICA_54
1930,L,4047,AR/86,ABL/86,945,1028,249,2xICA,ICA_54
1957,L,4066,ABL/86,AR/86,1066,1153,56,1xICA,ICA_54
2056,IC,4165,AR/86,ABL/86,1215,1304,55,1xICA,ICA_54
2089,IC,4190,ABL/86,AR/86,1378,1473,20,1xICA,ICA_54
799,RØ,1208,NF/86,KH/86,398,475,395,3xICA,ICA_55
841,RØ,1241,KH/86,NF/86,668,743,67,1xICA,ICA_55
832,RØ,1236,NF/86,KH/86,818,895,120,1xICA,ICA_55
877,RØ,1265,KH/86,NF/86,1028,1103,240,2xICA,ICA_55
799,RØ,1208,NF/86,KH/86,398,475,395,3xICA,ICA_56
847,RØ,1245,KH/86,NF/86,728,803,76,1xICA,ICA_56
2500,RØ,4840,NF/86,NÆ/86,847,886,42,1xICA,ICA_56
1837,RØ,3859,NÆ/86,NF/86,998,1037,50,1xICA,ICA_56
862,RØ,1256,NF/86,KH/86,1118,1195,51,1xICA,ICA_56
898,RØ,1281,KH/86,NF/86,1267,1351,99,1xICA,ICA_56
799,RØ,1208,NF/86,KH/86,398,475,395,3xICA,ICA_57
853,RØ,1249,KH/86,NF/86,788,863,99,1xICA,ICA_57
838,RØ,1240,NF/86,KH/86,878,955,157,2xICA,ICA_57
883,RØ,1269,KH/86,NF/86,1088,1163,138,1xICA,ICA_57
1834,RØ,3810,NF/86,NÆ/86,403,442,47,1xICA,ICA_58
2497,RØ,4837,NÆ/86,NF/86,673,712,15,2xICA,ICA_58
2494,RØ,4836,NF/86,NÆ/86,787,826,29,1xICA,ICA_58
2527,RØ,4857,NÆ/86,NF/86,973,1012,48,1xICA,ICA_58
2524,RØ,4856,NF/86,NÆ/86,1087,1126,13,1xICA,ICA_58
2542,RØ,4873,NÆ/86,NF/86,1213,1252,29,1xICA,ICA_58
726,L,918,SDB/86,FA/86,404,497,87,1xICA,ICA_59
563,L,723,FA/86,STR/86,523,648,67,1xICA,ICA_59
569,L,738,STR/86,FA/86,664,794,82,1xICA,ICA_59
503,IC,445,FA/86,AR/86,849,908,217,2xICA,ICA_59
107,L,50,AR/86,VJ/86,920,964,306,3xICA,ICA_59
108,L,50,VJ/86,FA/86,966,981,360,3xICA,ICA_59
109,L,50,FA/86,CPH/86,987,1112,494,"1xERF, 3xICA",ICA_59
171,L,75,CPH/86,FA/86,1166,1294,248,2xICA,ICA_59
172,L,75,FA/86,VJ/86,1298,1311,161,2xICA,ICA_59
168,L,74,VJ/86,FA/86,1326,1341,15,2xICA,ICA_59
2692,M,9676,KH/86,KK/86,64,70,0,5xICA,ICA_6
967,RØ,1525,KK/86,KB/86,413,505,219,2xICA,ICA_6
970,RØ,1528,KB/86,KK/86,697,787,102,1xICA,ICA_6
1021,RØ,1561,KK/86,KB/86,953,1045,280,2xICA,ICA_6
1006,RØ,1552,KB/86,KK/86,1057,1147,80,1xICA,ICA_6
2617,M,6370,KK/86,KH/86,1311,1317,0,5xICA,ICA_6
904,RØ,1289,KH/86,NF/86,1387,1475,117,1xICA,ICA_6
1891,L,4022,ABL/86,AR/86,406,493,234,2xICA,ICA_60
37,L,22,AR/86,VJ/86,500,544,280,2xICA,ICA_60
38,L,22,VJ/86,FA/86,546,561,268,2xICA,ICA_60
39,L,22,FA/86,CPH/86,567,692,337,"1xERF, 2xICA",ICA_60
112,L,51,CPH/86,FA/86,806,934,386,3xICA,ICA_60
113,L,51,FA/86,VJ/86,938,951,322,3xICA,ICA_60
114,L,51,VJ/86,AR/86,953,998,298,3xICA,ICA_60
1936,L,4051,AR/86,ABL/86,1005,1088,156,2xICA,ICA_60
2077,IC,4178,ABL/86,AB/86,1268,1280,10,3xICA,ICA_60
470,IC,416,AR/86,FA/86,410,469,239,2xICA,ICA_61
1612,RV,2921,FA/86,AR/86,494,563,33,1xICA,ICA_61
1894,L,4023,AR/86,ABL/86,585,668,49,1xICA,ICA_61
2017,IC,4140,ABL/86,AR/86,668,763,103,1xICA,ICA_61
87,L,42,AR/86,VJ/86,800,844,267,2xICA,ICA_61
88,L,42,VJ/86,FA/86,846,861,298,2xICA,ICA_61
89,L,42,FA/86,CPH/86,867,992,419,"1xERF, 2xICA",ICA_61
152,L,67,CPH/86,FA/86,1047,1174,380,"1xERF, 2xICA",ICA_61
153,L,67,FA/86,VJ/86,1178,1191,270,2xICA,ICA_61
154,L,67,VJ/86,AR/86,1193,1238,233,2xICA,ICA_61
2071,IC,4175,AR/86,AB/86,1365,1439,25,1xICA,ICA_61
1216,IC,2321,ES/86,FA/86,422,487,67,1xICA,ICA_62
1546,RV,2720,FA/86,OD/86,510,564,27,1xICA,ICA_62
2425,RV,4737,OD/86,FA/86,704,750,15,1xICA,ICA_62
1642,RV,2941,FA/86,AR/86,794,863,43,1xICA,ICA_62
1858,RV,3950,AR/86,FA/86,909,977,118,1xICA,ICA_62
1666,RV,2957,FA/86,AR/86,1034,1103,243,2xICA,ICA_62
524,IC,464,AR/86,FA/86,1130,1189,100,1xICA,ICA_62
1285,IC,2368,FA/86,ES/86,1251,1314,55,1xICA,ICA_62
560,L,722,STR/86,FA/86,424,554,75,1xICA,ICA_63
1552,RV,2728,FA/86,OD/86,635,694,11,1xICA,ICA_63
1561,RV,2741,OD/86,FA/86,758,811,19,1xICA,ICA_63
503,IC,445,FA/86,AR/86,849,908,217,2xICA,ICA_63
107,L,50,AR/86,VJ/86,920,964,306,3xICA,ICA_63
108,L,50,VJ/86,FA/86,966,981,360,3xICA,ICA_63
109,L,50,FA/86,CPH/86,987,1112,494,"1xERF, 3xICA",ICA_63
176,L,79,CPH/86,FA/86,1226,1354,308,"1xERF, 1xICA",ICA_63
177,L,79,FA/86,VJ/86,1358,1371,116,1xICA,ICA_63
178,L,79,VJ/86,AR/86,1373,1418,115,1xICA,ICA_63
1606,RV,2917,FA/86,AR/86,432,500,104,1xICA,ICA_64
1615,RV,2924,AR/86,FA/86,518,586,139,1xICA,ICA_64
491,IC,433,FA/86,AR/86,669,728,119,1xICA,ICA_64
77,L,38,AR/86,VJ/86,740,784,221,2xICA,ICA_64
78,L,38,VJ/86,FA/86,786,801,229,2xICA,ICA_64
79,L,38,FA/86,CPH/86,807,932,388,"1xERF, 2xICA",ICA_64
142,L,63,CPH/86,FA/86,986,1114,589,"1xERF, 3xICA",ICA_64
143,L,63,FA/86,VJ/86,1118,1131,364,3xICA,ICA_64
144,L,63,VJ/86,AR/86,1133,1178,337,3xICA,ICA_64
167,L,74,AR/86,VJ/86,1280,1324,38,1xICA,ICA_64
168,L,74,VJ/86,FA/86,1326,1341,15,2xICA,ICA_64
27,L,18,AR/86,VJ/86,440,484,485,4xICA,ICA_65
28,L,18,VJ/86,FA/86,486,501,467,4xICA,ICA_65
29,L,18,FA/86,CPH/86,507,632,492,4xICA,ICA_65
102,L,47,CPH/86,FA/86,746,874,365,3xICA,ICA_65
103,L,47,FA/86,VJ/86,878,891,383,3xICA,ICA_65
104,L,47,VJ/86,AR/86,893,938,305,3xICA,ICA_65
259,IC,152,AR/86,FA/86,950,1011,149,1xICA,ICA_65
260,IC,152,FA/86,KH/86,1016,1150,145,1xICA,ICA_65
895,RØ,1277,KH/86,NF/86,1207,1291,94,1xICA,ICA_65
27,L,18,AR/86,VJ/86,440,484,485,4xICA,ICA_66
28,L,18,VJ/86,FA/86,486,501,467,4xICA,ICA_66
29,L,18,FA/86,CPH/86,507,632,492,4xICA,ICA_66
112,L,51,CPH/86,FA/86,806,934,386,3xICA,ICA_66
113,L,51,FA/86,VJ/86,938,951,322,3xICA,ICA_66
114,L,51,VJ/86,AR/86,953,998,298,3xICA,ICA_66
515,IC,456,AR/86,FA/86,1010,1069,151,1xICA,ICA_66
1672,RV,2961,FA/86,AR/86,1094,1163,30,1xICA,ICA_66
1687,RV,2972,AR/86,FA/86,1238,1306,61,1xICA,ICA_66
542,IC,477,FA/86,AR/86,1329,1400,48,1xICA,ICA_66
52,L,27,CPH/86,FA/86,446,574,482,"1xERF, 2xICA",ICA_67
53,L,27,FA/86,VJ/86,578,591,231,2xICA,ICA_67
54,L,27,VJ/86,AR/86,593,638,195,2xICA,ICA_67
1627,RV,2932,AR/86,FA/86,638,706,99,1xICA,ICA_67
69,L,34,FA/86,CPH/86,747,872,348,3xICA,ICA_67
132,L,59,CPH/86,FA/86,926,1054,653,"1xERF, 3xICA",ICA_67
133,L,59,FA/86,VJ/86,1058,1071,407,3xICA,ICA_67
134,L,59,VJ/86,AR/86,1073,1118,355,3xICA,ICA_67
2050,IC,4161,AR/86,ABL/86,1155,1244,55,1xICA,ICA_67
2086,IC,4184,ABL/86,AR/86,1328,1423,16,1xICA,ICA_67
52,L,27,CPH/86,FA/86,446,574,482,"1xERF, 2xICA",ICA_68
53,L,27,FA/86,VJ/86,578,591,231,2xICA,ICA_68
54,L,27,VJ/86,AR/86,593,638,195,2xICA,ICA_68
1900,L,4027,AR/86,ABL/86,645,728,65,1xICA,ICA_68
2023,IC,4144,ABL/86,AR/86,728,823,99,1xICA,ICA_68
97,L,46,AR/86,VJ/86,860,904,247,2xICA,ICA_68
98,L,46,VJ/86,FA/86,906,921,264,2xICA,ICA_68
99,L,46,FA/86,CPH/86,927,1052,409,"1xERF, 2xICA",ICA_68
162,L,71,CPH/86,FA/86,1106,1234,232,2xICA,ICA_68
163,L,71,FA/86,VJ/86,1238,1251,208,2xICA,ICA_68
164,L,71,VJ/86,AR/86,1253,1298,205,2xICA,ICA_68
802,RØ,1212,NF/86,KH/86,458,535,258,2xICA,ICA_69
865,RØ,1257,KH/86,NF/86,908,983,320,3xICA,ICA_69
850,RØ,1248,NF/86,KH/86,998,1075,104,1xICA,ICA_69
889,RØ,1273,KH/86,NF/86,1148,1223,88,1xICA,ICA_69
2692,M,9676,KH/86,KK/86,64,70,0,5xICA,ICA_7
217,IC,125,KK/86,FA/86,401,542,305,"1xERF, 1xICA",ICA_7
218,IC,125,FA/86,AR/86,549,608,115,1xICA,ICA_7
57,L,30,AR/86,VJ/86,620,664,253,2xICA,ICA_7
58,L,30,VJ/86,FA/86,666,681,278,2xICA,ICA_7
59,L,30,FA/86,CPH/86,687,812,333,"1xERF, 2xICA",ICA_7
132,L,59,CPH/86,FA/86,926,1054,653,"1xERF, 3xICA",ICA_7
133,L,59,FA/86,VJ/86,1058,1071,407,3xICA,ICA_7
134,L,59,VJ/86,AR/86,1073,1118,355,3xICA,ICA_7
147,L,66,AR/86,VJ/86,1160,1204,106,1xICA,ICA_7
148,L,66,VJ/86,FA/86,1206,1221,119,1xICA,ICA_7
149,L,66,FA/86,CPH/86,1227,1352,182,"1xERF, 1xICA",ICA_7
67,L,34,AR/86,VJ/86,680,724,226,2xICA,ICA_70
68,L,34,VJ/86,FA/86,726,741,248,2xICA,ICA_70
69,L,34,FA/86,CPH/86,747,872,348,3xICA,ICA_70
142,L,63,CPH/86,FA/86,986,1114,589,"1xERF, 3xICA",ICA_70
143,L,63,FA/86,VJ/86,1118,1131,364,3xICA,ICA_70
144,L,63,VJ/86,AR/86,1133,1178,337,3xICA,ICA_70
1696,RV,2976,AR/86,FA/86,1298,1366,45,1xICA,ICA_70
2692,M,9676,KH/86,KK/86,64,70,0,5xICA,ICA_8
955,RØ,1517,KK/86,KB/86,293,385,51,2xICA,ICA_8
949,RØ,1512,KB/86,KK/86,457,547,242,2xICA,ICA_8
997,RØ,1545,KK/86,KB/86,713,805,80,1xICA,ICA_8
1816,RØ,3542,KB/86,KK/86,907,994,212,2xICA,ICA_8
291,IC,173,KK/86,FA/86,1121,1262,130,1xICA,ICA_8
1294,IC,2374,FA/86,ES/86,1311,1374,35,1xICA,ICA_8
910,IC,1407,CPH/86,KH/86,132,145,15,4xICA,ICA_9
1330,RØ,2423,KH/86,NÆ/86,377,442,43,1xICA,ICA_9
2485,RØ,4829,NÆ/86,NF/86,553,592,33,1xICA,ICA_9
814,RØ,1224,NF/86,KH/86,638,715,103,1xICA,ICA_9
871,RØ,1261,KH/86,NF/86,968,1043,417,3xICA,ICA_9
2530,RØ,4860,NF/86,NÆ/86,1147,1186,9,1xICA,ICA_9
1393,RØ,2464,NÆ/86,KH/86,1236,1303,46,1xICA,ICA_9
2689,M,9387,KH/86,CPH/86,1321,1334,0,3xICA,ICA_9
548,IC,485,FA/86,AR/86,9,80,7,1xICU,ICU_1
1975,IC,4107,AR/86,ABL/86,372,464,143,1xICU,ICU_1
1897,L,4026,ABL/86,AR/86,466,553,141,1xICU,ICU_1
500,IC,444,AR/86,FA/86,830,889,230,2xICU,ICU_1
1249,IC,2344,FA/86,ES/86,891,954,124,1xICU,ICU_1
1270,RV,2357,ES/86,FA/86,964,1029,146,1xICU,ICU_1
1690,RV,2973,FA/86,AR/86,1274,1343,14,1xICU,ICU_1
545,IC,484,AR/86,KD/86,1430,1513,27,1xICU,ICU_1
2775,M,999991,KD/86,FA/86,1800,1800,0,1xICU,ICU_1
2545,RØ,4895,KH/86,NF/86,10,114,52,1xICU,ICU_2
2470,RØ,4820,NF/86,NÆ/86,547,586,19,1xICU,ICU_2
2491,RØ,4833,NÆ/86,NF/86,613,652,15,1xICU,ICU_2
2482,RØ,4828,NF/86,NÆ/86,667,706,14,1xICU,ICU_2
2503,RØ,4841,NÆ/86,NF/86,733,772,18,1xICU,ICU_2
892,RØ,1276,NF/86,KH/86,1406,1494,10,1xICU,ICU_2
184,IC,101,KH/86,FA/86,35,177,115,1xICU,ICU_3
185,IC,101,FA/86,AR/86,183,248,69,1xICU,ICU_3
1609,RV,2920,AR/86,FA/86,458,526,138,1xICU,ICU_3
1618,RV,2925,FA/86,AR/86,554,623,98,1xICU,ICU_3
500,IC,444,AR/86,FA/86,830,889,230,2xICU,ICU_3
1654,RV,2949,FA/86,AR/86,914,983,100,1xICU,ICU_3
539,IC,474,AR/86,FA/86,1250,1309,95,1xICU,ICU_3
1600,RV,2913,FA/86,AR/86,376,446,54,1xICU,ICU_4
1621,RV,2928,AR/86,FA/86,578,646,101,1xICU,ICU_4
494,IC,437,FA/86,AR/86,729,788,135,1xICU,ICU_4
506,IC,448,AR/86,FA/86,890,949,127,1xICU,ICU_4
1660,RV,2953,FA/86,AR/86,974,1043,102,1xICU,ICU_4
305,IC,182,AR/86,FA/86,1370,1431,53,1xICU,ICU_4
306,IC,182,FA/86,KH/86,1436,1585,84,1xICU,ICU_4
419,RØ,274,RO/86,CPH/86,20,54,13,1xMGA,MGA_1
928,IC,1485,CPH/86,KH/86,1286,1300,46,1xMGA,MGA_1
1054,RØ,1591,KH/86,KB/86,1410,1510,102,1xMGA,MGA_1
1843,RV,3915,FA/86,AR/86,401,469,85,1xMGA,MGA_10
2014,IC,4137,AR/86,ABL/86,795,884,127,1xMGA,MGA_10
1939,L,4054,ABL/86,AR/86,886,973,169,1xMGA,MGA_10
1663,RV,2956,AR/86,FA/86,998,1066,193,1xMGA,MGA_10
1810,RØ,3510,KB/86,KK/86,419,511,370,2xMGA,MGA_11
1828,RØ,3563,KK/86,KB/86,986,1080,361,2xMGA,MGA_11
1810,RØ,3510,KB/86,KK/86,419,511,370,2xMGA,MGA_12
1828,RØ,3563,KK/86,KB/86,986,1080,361,2xMGA,MGA_12
1846,RV,3918,AR/86,FA/86,424,492,153,1xMGA,MGA_13
1570,RV,2754,FA/86,OD/86,1000,1067,12,1xMGA,MGA_13
2410,RV,4719,OD/86,FA/86,432,477,29,1xMGA,MGA_14
1855,RV,3947,FA/86,AR/86,881,949,165,1xMGA,MGA_14
1864,RV,3954,AR/86,FA/86,969,1037,161,1xMGA,MGA_14
1708,RØ,3306,RO/86,KK/86,437,469,193,1xMGA,MGA_15
1825,RØ,3559,KK/86,KB/86,926,1020,343,2xMGA,MGA_15
1849,RV,3919,FA/86,AR/86,461,529,30,1xMGA,MGA_16
2020,IC,4141,AR/86,ABL/86,855,944,150,1xMGA,MGA_16
1945,L,4058,ABL/86,AR/86,946,1033,160,1xMGA,MGA_16
2038,IC,4153,AR/86,ABL/86,1035,1124,161,1xMGA,MGA_16
1963,L,4070,ABL/86,AR/86,1126,1213,37,1xMGA,MGA_16
952,RØ,1516,KB/86,KK/86,517,607,183,1xMGA,MGA_17
1030,RØ,1569,KK/86,KB/86,1073,1165,132,1xMGA,MGA_17
1657,RV,2952,AR/86,FA/86,938,1006,157,1xMGA,MGA_18
434,RØ,291,CPH/86,RO/86,1385,1419,35,1xMGA,MGA_19
2728,M,12191,HGL/86,KH/86,296,308,0,1xMGA,MGA_2
817,RØ,1225,KH/86,NF/86,428,503,165,1xMGA,MGA_2
805,RØ,1216,NF/86,KH/86,518,595,183,1xMGA,MGA_2
859,RØ,1253,KH/86,NF/86,848,923,161,1xMGA,MGA_2
844,RØ,1244,NF/86,KH/86,938,1015,179,1xMGA,MGA_2
301,IC,181,KH/86,FA/86,1250,1382,166,1xMGA,MGA_2
302,IC,181,FA/86,AR/86,1388,1458,31,1xMGA,MGA_2
943,RØ,1504,KB/86,KK/86,337,427,182,1xMGA,MGA_3
973,RØ,1529,KK/86,KB/86,473,565,166,1xMGA,MGA_3
982,RØ,1536,KB/86,KK/86,817,907,181,1xMGA,MGA_3
1048,RØ,1583,KK/86,KB/86,1274,1393,176,1xMGA,MGA_3
1807,RØ,3506,KB/86,KK/86,359,451,241,2xMGA,MGA_4
