TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Distance,Composition
979,RØ,1533,KK/86,KB/86,533,625,95,113.7,1xICA
982,RØ,1536,KB/86,KK/86,817,907,181,113.7,2xICA
985,RØ,1537,KK/86,KB/86,593,685,71,113.7,1xICU
988,RØ,1540,KB/86,KK/86,877,967,282,113.7,2xICA
991,RØ,1541,KH/86,KB/86,662,745,44,110.6,3xICA
994,RØ,1544,KB/86,KK/86,937,1027,220,113.7,2xICU
997,RØ,1545,KK/86,KB/86,713,805,80,113.7,1xICA
1000,RØ,1548,KB/86,KK/86,997,1087,144,113.7,1xICA
1003,RØ,1549,KK/86,KB/86,773,865,89,113.7,1xICA
1006,RØ,1552,KB/86,KK/86,1057,1147,80,113.7,1xMGA
1009,RØ,1553,KK/86,KB/86,833,925,126,113.7,1xICU
1012,RØ,1556,KB/86,HGL/86,1117,1214,49,115.8,1xICA
1015,RØ,1557,KK/86,KB/86,893,985,198,113.7,1xMGA
1018,RØ,1560,KB/86,KK/86,1177,1266,100,113.7,1xICA
1021,RØ,1561,KK/86,KB/86,953,1045,280,113.7,2xMGA
1024,RØ,1564,KB/86,KK/86,1237,1326,56,113.7,1xMGA
1027,RØ,1565,KK/86,KB/86,1013,1105,212,113.7,2xICA
1030,RØ,1569,KK/86,KB/86,1073,1165,132,113.7,1xICA
1033,RØ,1570,KB/86,KH/86,1310,1410,36,110.6,1xICU
1036,RØ,1573,KK/86,KB/86,1133,1225,78,113.7,1xICU
1039,RØ,1574,KB/86,KH/86,1370,1470,21,110.6,1xICU
1042,RØ,1577,KH/86,KB/86,1202,1285,75,110.6,1xMGA
1045,RØ,1581,KK/86,KB/86,1253,1346,123,113.7,1xICU
1048,RØ,1583,KK/86,KB/86,1274,1393,176,113.7,1xMGA
1051,RØ,1587,KK/86,KB/86,1343,1453,171,113.7,1xMGA
1054,RØ,1591,KH/86,KB/86,1410,1510,102,110.6,1xICA
1057,RØ,2085,HG/86,KH/86,1258,1313,48,46.2,1xEB15Talgo
1060,RØ,2089,HG/86,KH/86,1318,1373,36,46.2,1xEB4DD
1063,RØ,2093,HG/86,KH/86,1378,1433,20,46.2,1xEB5DD
1066,RØ,2200,KH/86,HG/86,307,362,29,46.2,1xEB5DD
1069,RØ,2202,KH/86,HG/86,367,422,19,46.2,1xEB4DD
1072,RØ,2204,NÆ/86,HG/86,358,482,229,136.9,1xERF
1075,RØ,2208,NÆ/86,HG/86,418,542,481,136.9,1xEB5DD
1078,RØ,2212,NÆ/86,HG/86,478,602,203,136.9,1xERF
1081,RØ,2216,NÆ/86,HG/86,538,662,199,136.9,1xERF
1084,RØ,2217,KH/86,NÆ/86,296,362,36,90.7,1xERF
1087,RØ,2219,HG/86,KH/86,298,353,57,46.2,1xERF
1090,RØ,2220,NÆ/86,HG/86,598,722,82,136.9,1xERF
1093,RØ,2221,KH/86,NÆ/86,356,422,55,90.7,1xERF
1096,RØ,2224,NÆ/86,HG/86,658,782,106,136.9,1xERF
1099,RØ,2225,HG/86,NÆ/86,358,482,192,136.9,1xERF
1102,RØ,2228,NÆ/86,HG/86,718,842,113,136.9,1xERF
1105,RØ,2229,HG/86,NÆ/86,418,542,398,136.9,1xEB4DD
1108,RØ,2232,NÆ/86,HG/86,778,902,143,136.9,1xEB5DD
1111,RØ,2233,HG/86,NÆ/86,478,602,377,136.9,1xEB4DD
1114,RØ,2236,NÆ/86,HG/86,838,962,323,136.9,1xEB4DD
1117,RØ,2237,HG/86,NÆ/86,538,662,99,136.9,1xEB4DD
1120,RØ,2240,NÆ/86,HG/86,898,1022,415,136.9,2xERF
1123,RØ,2241,HG/86,NÆ/86,598,722,106,136.9,1xEB5DD
1126,RØ,2244,NÆ/86,HG/86,958,1082,319,136.9,1xEB5DD
1129,RØ,2245,HG/86,NÆ/86,658,782,110,136.9,1xEB5DD
1132,RØ,2248,NÆ/86,HG/86,1018,1142,109,136.9,1xERF
1135,RØ,2249,HG/86,NÆ/86,718,842,109,136.9,1xEB4DD
1138,RØ,2252,NÆ/86,HG/86,1078,1202,89,136.9,1xEB5DD
1141,RØ,2253,HG/86,NÆ/86,778,902,197,136.9,1xERF
1144,RØ,2256,NÆ/86,HG/86,1138,1262,104,136.9,1xEB5DD
1147,RØ,2257,HG/86,NÆ/86,838,962,305,136.9,"1xERF, 1xICA"
1150,RØ,2260,NÆ/86,HG/86,1198,1322,88,136.9,1xERF
1153,RØ,2261,HG/86,NÆ/86,898,1022,437,136.9,1xEB15Talgo
1156,RØ,2264,NÆ/86,HG/86,1258,1382,125,136.9,1xEB4DD
1159,RØ,2265,HG/86,NÆ/86,958,1082,340,136.9,"1xERF, 1xICA"
1162,RØ,2268,NÆ/86,HG/86,1318,1442,94,136.9,1xERF
1165,RØ,2269,HG/86,NÆ/86,1018,1142,155,136.9,1xERF
1168,RØ,2270,NÆ/86,KH/86,1365,1430,20,90.7,1xICA
1171,RØ,2272,KH/86,HG/86,7,62,29,46.2,1xEB4DD
1174,RØ,2273,HG/86,NÆ/86,1078,1202,98,136.9,1xEB4DD
1177,RØ,2277,HG/86,NÆ/86,1138,1262,95,136.9,1xEB5DD
1180,RØ,2281,HG/86,NÆ/86,1198,1322,87,136.9,1xEB4DD
1183,RØ,2287,HG/86,NÆ/86,1273,1396,184,136.9,1xEB4DD
1186,RØ,2291,KH/86,NÆ/86,1390,1454,102,90.7,1xEB4DD
1189,RØ,2297,HG/86,KH/86,1438,1493,2,46.2,1xEB4DD
1192,RØ,2299,KH/86,NÆ/86,70,134,28,90.7,1xERF
1195,IC,2304,FA/86,ES/86,307,370,19,88.5,1xERF
1198,IC,2308,FA/86,ES/86,367,430,44,88.5,1xICU
1201,IC,2312,FA/86,ES/86,411,474,81,88.5,1xICA
1204,IC,2313,ES/86,FA/86,303,367,49,88.5,1xERF
1207,IC,2316,FA/86,ES/86,471,534,132,88.5,1xICA
1210,IC,2317,ES/86,FA/86,362,427,86,88.5,1xERF
1213,RV,2320,FA/86,ES/86,531,594,37,88.5,1xICA
1216,IC,2321,ES/86,FA/86,422,487,67,88.5,1xICA
1219,IC,2324,FA/86,ES/86,591,654,100,88.5,1xEB5DD
1222,RV,2325,ES/86,FA/86,484,549,54,88.5,1xERF
1225,IC,2328,FA/86,ES/86,651,714,37,88.5,1xERF
1228,IC,2329,ES/86,FA/86,543,607,30,88.5,1xICA
1231,IC,2332,FA/86,ES/86,711,774,82,88.5,1xERF
1234,IC,2333,ES/86,FA/86,603,667,59,88.5,1xICU
1237,RV,2336,FA/86,ES/86,771,834,43,88.5,1xICA
1240,IC,2337,ES/86,FA/86,663,727,69,88.5,1xEB5DD
1243,IC,2340,FA/86,ES/86,831,894,108,88.5,1xERF
1246,RV,2341,ES/86,FA/86,724,789,26,88.5,1xERF
1249,IC,2344,FA/86,ES/86,891,954,124,88.5,1xICA
1252,IC,2345,ES/86,FA/86,783,847,82,88.5,1xERF
1255,IC,2348,FA/86,ES/86,951,1014,109,88.5,1xICU
1258,IC,2349,ES/86,FA/86,843,907,88,88.5,1xICA
1261,RV,2352,FA/86,ES/86,1011,1074,55,88.5,1xERF
1264,IC,2353,ES/86,FA/86,903,967,147,88.5,1xERF
1267,IC,2356,FA/86,ES/86,1071,1134,82,88.5,1xERF
1270,RV,2357,ES/86,FA/86,964,1029,146,88.5,1xICA
1273,IC,2360,FA/86,ES/86,1131,1194,44,88.5,1xERF
1276,IC,2361,ES/86,FA/86,1023,1087,72,88.5,1xICU
1279,IC,2364,FA/86,ES/86,1191,1254,73,88.5,"1xERF, 1xICA"
1282,IC,2365,ES/86,FA/86,1083,1147,46,88.5,1xERF
1285,IC,2368,FA/86,ES/86,1251,1314,55,88.5,1xICA
1288,IC,2369,ES/86,FA/86,1143,1207,55,88.5,1xERF
1291,IC,2371,ES/86,FA/86,1203,1267,78,88.5,1xERF
1294,IC,2374,FA/86,ES/86,1311,1374,35,88.5,1xICA
1297,IC,2376,FA/86,ES/86,1392,1455,55,88.5,1xERF
1300,IC,2377,ES/86,FA/86,1263,1327,48,88.5,1xERF
1303,IC,2383,ES/86,FA/86,1361,1425,26,88.5,1xEB4DD
1306,IC,2387,ES/86,FA/86,1421,1485,3,88.5,1xERF
1309,RØ,2400,NÆ/86,KH/86,276,343,55,79.2,1xEB4DD
1312,RØ,2404,NÆ/86,KH/86,336,403,122,79.2,1xEB4DD
1315,RØ,2408,NÆ/86,KH/86,396,463,300,79.2,2xERF
1318,RØ,2412,NÆ/86,KK/86,456,532,231,82.3,"1xERF, 1xICA"
1321,RØ,2416,NÆ/86,KK/86,516,592,123,82.3,1xEB5DD
1324,RØ,2419,KH/86,NÆ/86,317,382,19,79.2,1xERF
1327,RØ,2420,NÆ/86,KK/86,576,652,64,82.3,1xEB15Talgo
1330,RØ,2423,KH/86,NÆ/86,377,442,43,79.2,1xICA
1333,RØ,2424,NÆ/86,KH/86,636,703,51,79.2,1xEB4DD
1336,RØ,2427,KH/86,NÆ/86,437,502,85,79.2,1xEB5DD
1339,RØ,2428,NÆ/86,KK/86,696,772,64,82.3,3xERF
1342,RØ,2431,KH/86,NÆ/86,497,562,63,79.2,1xERF
1345,RØ,2432,NÆ/86,KK/86,756,832,47,82.3,1xICU
1348,RØ,2435,KH/86,NÆ/86,557,622,45,79.2,1xERF
1351,RØ,2436,NÆ/86,KH/86,816,883,84,79.2,1xEB4DD
1354,RØ,2439,KK/86,NÆ/86,608,682,33,82.3,1xEB5DD
1357,RØ,2440,NÆ/86,KH/86,876,943,90,79.2,1xERF
1360,RØ,2443,KK/86,NÆ/86,668,742,42,82.3,1xEB15Talgo
1363,RØ,2444,NÆ/86,KH/86,936,1003,107,79.2,1xICA
1366,RØ,2447,KK/86,NÆ/86,728,802,55,82.3,1xERF
1369,RØ,2448,NÆ/86,KH/86,996,1063,56,79.2,1xEB5DD
1372,RØ,2451,KK/86,NÆ/86,788,862,78,82.3,1xERF
1375,RØ,2452,NÆ/86,KH/86,1056,1123,44,79.2,1xERF
1378,RØ,2455,KK/86,NÆ/86,848,922,132,82.3,1xEB4DD
1381,RØ,2456,NÆ/86,KK/86,1116,1192,33,82.3,1xEB5DD
1384,RØ,2459,KK/86,NÆ/86,908,982,235,82.3,2xICA
1387,RØ,2460,NÆ/86,KH/86,1176,1243,52,79.2,1xERF
1390,RØ,2463,KH/86,NÆ/86,977,1042,386,79.2,2xERF
1393,RØ,2464,NÆ/86,KH/86,1236,1303,46,79.2,1xERF
1396,RØ,2467,KH/86,NÆ/86,1037,1102,176,79.2,1xERF
1399,RØ,2468,NÆ/86,KH/86,1296,1363,24,79.2,1xERF
1402,RØ,2471,KH/86,NÆ/86,1097,1162,88,79.2,1xERF
1405,RØ,2474,NÆ/86,KK/86,1356,1440,25,82.3,1xMGA
1408,RØ,2475,KH/86,NÆ/86,1157,1222,71,79.2,1xEB4DD
1411,RØ,2476,NÆ/86,HGL/86,1416,1506,1,84.4,1xERF
1414,RØ,2479,KK/86,NÆ/86,1208,1282,75,82.3,1xEB5DD
1417,RØ,2483,KK/86,NÆ/86,1268,1342,71,82.3,1xICA
1420,RØ,2487,KK/86,NÆ/86,1328,1402,66,82.3,1xEB5DD
1423,RØ,2491,KH/86,NÆ/86,1397,1462,49,79.2,1xEB4DD
1426,RØ,2495,KH/86,NÆ/86,17,77,22,79.2,1xICU
1429,RØ,2500,KH/86,HG/86,352,407,13,46.2,1xEB15Talgo
1432,RØ,2502,HK/86,HG/86,353,467,206,113.3,1xERF
1435,RØ,2506,HK/86,HG/86,413,527,523,113.3,"1xICA, 2xERF"
1438,RØ,2510,HK/86,HG/86,473,587,424,113.3,1xEB5DD
1441,RØ,2514,HK/86,HG/86,533,647,279,113.3,1xEB4DD
1444,RØ,2518,HK/86,HG/86,593,707,131,113.3,1xEB5DD
1447,RØ,2519,KH/86,HK/86,312,367,18,67.1,"1xERF, 4xICA"
1450,RØ,2522,HK/86,HG/86,653,767,148,113.3,1xEB15Talgo
1453,RØ,2523,HGL/86,HK/86,356,427,55,72.3,1xERF
1456,RØ,2526,HK/86,HG/86,713,827,163,113.3,1xERF
1459,RØ,2527,HG/86,HK/86,373,487,360,113.3,1xEB5DD
1462,RØ,2530,HK/86,HG/86,773,887,161,113.3,1xERF
1465,RØ,2531,HG/86,HK/86,433,547,421,113.3,1xEB4DD
1468,RØ,2534,HK/86,HG/86,833,947,211,113.3,1xERF
1471,RØ,2535,HG/86,HK/86,493,607,259,113.3,"1xERF, 1xICA"
1474,RØ,2538,HK/86,HG/86,893,1007,354,113.3,"1xERF, 1xICA"
1477,RØ,2539,HG/86,HK/86,553,667,198,113.3,1xEB5DD
1480,RØ,2542,HK/86,HG/86,953,1067,315,113.3,"1xERF, 1xICA"
1483,RØ,2543,HG/86,HK/86,613,727,104,113.3,1xEB5DD
1486,RØ,2546,HK/86,HG/86,1013,1127,170,113.3,1xERF
1489,RØ,2547,HG/86,HK/86,673,787,122,113.3,1xERF
1492,RØ,2550,HK/86,HG/86,1073,1187,107,113.3,1xEB4DD
1495,RØ,2551,HG/86,HK/86,733,847,144,113.3,1xEB5DD
1498,RØ,2554,HK/86,HG/86,1133,1247,80,113.3,1xICA
1501,RØ,2555,HG/86,HK/86,793,907,233,113.3,1xEB15Talgo
1504,RØ,2558,HK/86,HG/86,1193,1307,135,113.3,1xERF
1507,RØ,2559,HG/86,HK/86,853,967,354,113.3,1xEB5DD
1510,RØ,2562,HK/86,HGL/86,1253,1324,52,72.3,1xERF
1513,RØ,2563,HG/86,HK/86,913,1027,431,113.3,1xEB5DD
1516,RØ,2566,HK/86,HGL/86,1313,1384,40,72.3,1xERF
1519,RØ,2567,HG/86,HK/86,973,1087,354,113.3,1xEB4DD
1522,RØ,2571,HG/86,HK/86,1033,1147,161,113.3,1xERF
1525,RØ,2575,HG/86,HK/86,1093,1207,106,113.3,1xEB5DD
1528,RØ,2579,HG/86,KH/86,1153,1208,52,46.2,1xICA
1531,RØ,2583,HG/86,RO/86,1213,1298,86,77.5,1xERF
1534,RØ,2595,HG/86,HK/86,1408,1525,33,113.3,1xERF
1537,RØ,2599,HG/86,KH/86,28,83,16,46.2,3xERF
1540,RV,2710,FA/86,OD/86,371,436,29,60.3,1xICA
1543,RV,2715,OD/86,FA/86,400,450,29,60.3,1xMGA
1546,RV,2720,FA/86,OD/86,510,564,27,60.3,1xICA
1549,RV,2727,OD/86,FA/86,526,588,10,60.3,1xERF
1552,RV,2728,FA/86,OD/86,635,694,11,60.3,1xERF
1555,RV,2733,OD/86,FA/86,639,689,8,60.3,1xERF
1558,RV,2736,FA/86,OD/86,750,801,15,60.3,1xERF
1561,RV,2741,OD/86,FA/86,758,811,19,60.3,1xICA
1564,RV,2742,FA/86,OD/86,873,934,30,60.3,1xERF
1567,RV,2751,OD/86,FA/86,885,948,52,60.3,1xICA
1570,RV,2754,FA/86,OD/86,1000,1067,12,60.3,1xMGA
1573,RV,2759,OD/86,FA/86,1005,1068,45,60.3,1xICA
1576,RV,2760,FA/86,OD/86,1110,1164,16,60.3,1xERF
1579,RV,2765,OD/86,FA/86,1116,1170,19,60.3,1xERF
1582,RV,2768,FA/86,OD/86,1230,1284,58,60.3,1xERF
1585,RR,2776,FA/86,OD/86,1347,1401,15,60.3,1xERF
1588,RV,2777,OD/86,FA/86,1296,1350,37,60.3,1xERF
1591,RV,2785,OD/86,FA/86,1416,1470,14,60.3,1xICA
1594,RV,2909,FA/86,AR/86,314,383,41,108.5,1xICA
1597,RV,2912,AR/86,FA/86,338,406,85,108.5,1xICA
1600,RV,2913,FA/86,AR/86,376,446,54,108.5,1xICA
1603,RV,2916,AR/86,FA/86,398,466,117,108.5,1xICA
1606,RV,2917,FA/86,AR/86,432,500,104,108.5,1xICA
1609,RV,2920,AR/86,FA/86,458,526,138,108.5,1xICA
1612,RV,2921,FA/86,AR/86,494,563,33,108.5,1xICA
1615,RV,2924,AR/86,FA/86,518,586,139,108.5,1xICA
1618,RV,2925,FA/86,AR/86,554,623,98,108.5,1xICA
1621,RV,2928,AR/86,FA/86,578,646,101,108.5,1xICA
1624,RV,2929,FA/86,AR/86,614,683,34,108.5,1xICA
1627,RV,2932,AR/86,FA/86,638,706,99,108.5,1xICA
1630,RV,2933,FA/86,AR/86,674,743,30,108.5,1xICA
1633,RV,2936,AR/86,FA/86,698,766,142,108.5,1xICA
1636,RV,2937,FA/86,AR/86,734,803,35,108.5,1xICA
1639,RV,2940,AR/86,FA/86,758,826,164,108.5,1xMGA
1642,RV,2941,FA/86,AR/86,794,863,43,108.5,1xICA
1645,RV,2944,AR/86,FA/86,818,886,110,108.5,1xICA
1648,RV,2945,FA/86,AR/86,854,923,51,108.5,1xICA
1651,RV,2948,AR/86,FA/86,878,946,230,108.5,2xICA
1654,RV,2949,FA/86,AR/86,914,983,100,108.5,1xICA
1657,RV,2952,AR/86,FA/86,938,1006,157,108.5,1xMGA
1660,RV,2953,FA/86,AR/86,974,1043,102,108.5,1xICA
1663,RV,2956,AR/86,FA/86,998,1066,193,108.5,1xMGA
1666,RV,2957,FA/86,AR/86,1034,1103,243,108.5,2xICA
1669,RV,2960,AR/86,FA/86,1058,1126,94,108.5,1xICA
1672,RV,2961,FA/86,AR/86,1094,1163,30,108.5,1xICA
1675,RV,2964,AR/86,FA/86,1118,1186,112,108.5,1xICA
1678,RV,2965,FA/86,AR/86,1154,1223,19,108.5,1xICA
1681,RV,2968,AR/86,FA/86,1178,1246,38,108.5,1xICA
1684,RV,2969,FA/86,AR/86,1214,1283,55,108.5,1xICA
1687,RV,2972,AR/86,FA/86,1238,1306,61,108.5,1xICA
1690,RV,2973,FA/86,AR/86,1274,1343,14,108.5,1xICA
1693,RV,2974,FA/86,KD/86,1348,1359,3,19.9,1xERF
1696,RV,2976,AR/86,FA/86,1298,1366,45,108.5,1xICA
1699,RV,2980,AR/86,FA/86,1358,1426,54,108.5,1xICA
1702,RV,2981,KD/86,FA/86,1369,1381,2,19.9,"1xERF, 1xICA"
1705,RØ,3206,NF/86,KH/86,363,437,173,144.7,2xICA
1708,RØ,3306,RO/86,KK/86,437,469,193,34.4,1xERF
1711,RØ,3310,RO/86,KK/86,497,529,164,34.4,1xMGA
1714,RØ,3327,KK/86,RO/86,446,478,187,34.4,1xMGA
1717,RØ,3359,HGL/86,RO/86,905,943,144,36.5,1xICA
1720,RØ,3363,HGL/86,RO/86,965,1003,177,36.5,1xMGA
1723,RØ,3400,KH/86,HG/86,346,396,24,46.2,1xEB4DD
1726,RØ,3402,KH/86,HG/86,376,426,38,46.2,1xEB4DD
1729,RØ,3404,KH/86,HG/86,406,456,50,46.2,1xEB4DD
1732,RØ,3406,KH/86,HG/86,436,486,134,46.2,1xERF
1735,RR,3408,KH/86,HG/86,466,516,109,46.2,1xEB4DD
1738,RØ,3427,HG/86,KH/86,384,434,140,46.2,1xERF
1741,RØ,3429,HG/86,KH/86,414,464,292,46.2,1xEB4DD
1744,RØ,3431,HG/86,KH/86,444,494,302,46.2,1xEB4DD
1747,RØ,3433,HG/86,KH/86,474,524,332,46.2,"1xERF, 1xICA"
1750,RØ,3434,KH/86,HG/86,856,906,194,46.2,1xEB5DD
1753,RØ,3435,HG/86,KH/86,504,554,198,46.2,1xERF
1756,RØ,3436,KH/86,HG/86,886,936,159,46.2,1xEB4DD
1759,RØ,3437,HG/86,KH/86,534,584,212,46.2,1xERF
1762,RØ,3438,KH/86,HG/86,916,966,187,46.2,1xERF
1765,RØ,3440,KH/86,HG/86,946,996,177,46.2,1xERF
1768,RØ,3442,KH/86,HG/86,976,1026,214,46.2,1xERF
1771,RØ,3444,KH/86,HG/86,1006,1056,177,46.2,1xERF
1774,RØ,3446,KH/86,HG/86,1036,1086,153,46.2,1xERF
1777,RØ,3448,KH/86,HG/86,1066,1116,100,46.2,1xERF
1780,RØ,3450,KH/86,HG/86,1096,1146,139,46.2,1xERF
1783,RØ,3463,HG/86,KH/86,924,974,191,46.2,2xERF
1786,RØ,3465,HG/86,KH/86,954,1004,180,46.2,1xERF
1789,RØ,3467,HG/86,KH/86,984,1034,86,46.2,1xERF
1792,RØ,3469,HG/86,KH/86,1014,1064,78,46.2,1xERF
1795,RØ,3471,HG/86,KH/86,1044,1094,62,46.2,2xERF
1798,RØ,3473,HG/86,KH/86,1074,1124,60,46.2,1xERF
1801,RØ,3475,HG/86,KH/86,1104,1154,41,46.2,1xICA
1804,RØ,3502,KB/86,KK/86,303,391,133,113.7,1xICA
1807,RØ,3506,KB/86,KK/86,359,451,241,113.7,2xMGA
1810,RØ,3510,KB/86,KK/86,419,511,370,113.7,2xMGA
1813,RØ,3523,KK/86,KB/86,386,474,108,113.7,1xMGA
1816,RØ,3542,KB/86,KK/86,907,994,212,113.7,2xMGA
1819,RØ,3546,KB/86,KK/86,967,1054,142,113.7,1xICA
1822,RØ,3555,KK/86,KB/86,866,960,206,113.7,2xICA
1825,RØ,3559,KK/86,KB/86,926,1020,343,113.7,2xMGA
1828,RØ,3563,KK/86,KB/86,986,1080,361,113.7,2xMGA
1831,RØ,3802,NF/86,VO/86,283,304,8,28.8,2xICA
1834,RØ,3810,NF/86,NÆ/86,403,442,47,56.2,1xICA
1837,RØ,3859,NÆ/86,NF/86,998,1037,50,56.2,1xICA
1840,RØ,3863,NÆ/86,NF/86,1058,1097,49,56.2,1xICA
1843,RV,3915,FA/86,AR/86,401,469,85,108.5,1xICA
1846,RV,3918,AR/86,FA/86,424,492,153,108.5,1xMGA
1849,RV,3919,FA/86,AR/86,461,529,30,108.5,1xICA
1852,RV,3922,AR/86,FA/86,489,567,64,108.5,1xICA
1855,RV,3947,FA/86,AR/86,881,949,165,108.5,1xMGA
1858,RV,3950,AR/86,FA/86,909,977,118,108.5,1xICA
1861,RV,3951,FA/86,AR/86,941,1009,98,108.5,1xICA
1864,RV,3954,AR/86,FA/86,969,1037,161,108.5,1xMGA
1867,RV,3958,AR/86,FA/86,1029,1097,75,108.5,1xICA
1870,RV,4003,AB/86,ABL/86,358,368,3,5.5,2xICA
1873,L,4007,AR/86,ABL/86,345,428,48,145.3,1xICA
1876,L,4011,AR/86,ABL/86,405,488,125,145.3,1xICU
1879,L,4014,AB/86,AR/86,303,372,74,139.8,1xICA
1882,L,4015,AR/86,ABL/86,465,548,81,145.3,1xICA
1885,L,4018,AB/86,AR/86,363,433,197,139.8,2xICA
1888,L,4019,AR/86,ABL/86,525,608,63,145.3,1xICA
1891,L,4022,ABL/86,AR/86,406,493,234,145.3,2xICA
1894,L,4023,AR/86,ABL/86,585,668,49,145.3,1xICA
1897,L,4026,ABL/86,AR/86,466,553,141,145.3,1xICA
1900,L,4027,AR/86,ABL/86,645,728,65,145.3,1xICA
1903,L,4030,ABL/86,AR/86,526,613,119,145.3,1xICA
1906,L,4031,AR/86,ABL/86,705,788,80,145.3,1xICA
1909,L,4034,ABL/86,AR/86,586,673,125,145.3,1xICA
1912,L,4035,AR/86,ABL/86,765,848,72,145.3,1xICA
1915,L,4038,ABL/86,AR/86,646,733,106,145.3,1xICA
1918,L,4039,AR/86,ABL/86,825,908,141,145.3,1xICU
1921,L,4042,ABL/86,AR/86,706,793,109,145.3,1xICA
1924,L,4043,AR/86,ABL/86,885,968,169,145.3,1xMGA
1927,L,4046,ABL/86,AR/86,766,853,111,145.3,1xICA
1930,L,4047,AR/86,ABL/86,945,1028,249,145.3,2xICA
1933,L,4050,ABL/86,AR/86,826,913,123,145.3,1xICA
1936,L,4051,AR/86,ABL/86,1005,1088,156,145.3,2xICA
1939,L,4054,ABL/86,AR/86,886,973,169,145.3,2xICA
1942,L,4055,AR/86,AB/86,1065,1133,111,139.8,1xICA
1945,L,4058,ABL/86,AR/86,946,1033,160,145.3,1xMGA
1948,L,4059,AR/86,AB/86,1125,1193,90,139.8,1xICA
1951,L,4062,ABL/86,AR/86,1006,1093,90,145.3,1xICA
1954,L,4063,AR/86,AB/86,1185,1253,78,139.8,1xICA
1957,L,4066,ABL/86,AR/86,1066,1153,56,145.3,1xICA
1960,L,4067,AR/86,AB/86,1245,1313,87,139.8,1xICA
1963,L,4070,ABL/86,AR/86,1126,1213,37,145.3,1xICA
1966,L,4074,AB/86,AR/86,1203,1273,28,139.8,1xICA
1969,IC,4101,AR/86,ABL/86,255,344,69,145.3,1xICA
1972,IC,4105,AR/86,ABL/86,312,404,21,145.3,2xICA
1975,IC,4107,AR/86,ABL/86,372,464,143,145.3,1xICA
1978,IC,4113,AR/86,ABL/86,435,524,178,145.3,2xICA
1981,IC,4116,AB/86,AR/86,325,403,137,139.8,1xICA
1984,IC,4117,AR/86,ABL/86,495,584,88,145.3,1xICA
1987,IC,4120,ABL/86,AR/86,368,463,377,145.3,3xICA
1990,IC,4121,AR/86,ABL/86,555,644,47,145.3,1xICA
1993,IC,4124,ABL/86,AR/86,428,523,233,145.3,2xICA
1996,IC,4125,AR/86,ABL/86,615,704,77,145.3,1xICA
1999,IC,4128,ABL/86,AR/86,488,583,110,145.3,1xICU
2002,IC,4129,AR/86,ABL/86,675,764,70,145.3,1xICA
2005,IC,4132,ABL/86,AR/86,548,643,92,145.3,1xICA
2008,IC,4133,AR/86,ABL/86,735,824,106,145.3,1xICA
2011,IC,4136,ABL/86,AR/86,608,703,105,145.3,1xICA
2014,IC,4137,AR/86,ABL/86,795,884,127,145.3,1xICA
2017,IC,4140,ABL/86,AR/86,668,763,103,145.3,1xICA
2020,IC,4141,AR/86,ABL/86,855,944,150,145.3,1xMGA
2023,IC,4144,ABL/86,AR/86,728,823,99,145.3,1xICA
2026,IC,4145,AR/86,ABL/86,915,1004,279,145.3,2xICA
2029,IC,4148,ABL/86,AR/86,788,883,112,145.3,1xICA
2032,IC,4149,AR/86,ABL/86,975,1064,302,145.3,2xICA
2035,IC,4152,ABL/86,AR/86,848,943,108,145.3,1xICA
2038,IC,4153,AR/86,ABL/86,1035,1124,161,145.3,1xMGA
2041,IC,4156,ABL/86,AR/86,908,1003,142,145.3,1xICU
2044,IC,4157,AR/86,ABL/86,1095,1184,61,145.3,1xICA
2047,IC,4160,ABL/86,AR/86,968,1063,113,145.3,1xMGA
2050,IC,4161,AR/86,ABL/86,1155,1244,55,145.3,1xICA
2053,IC,4164,ABL/86,AR/86,1028,1123,94,145.3,1xICA
2056,IC,4165,AR/86,ABL/86,1215,1304,55,145.3,1xICA
2059,IC,4168,ABL/86,AR/86,1088,1183,26,145.3,1xICA
2062,RV,4169,AB/86,ABL/86,1354,1364,1,5.5,1xICA
2065,IC,4171,AR/86,AB/86,1305,1379,49,139.8,1xICA
2068,IC,4172,ABL/86,AR/86,1148,1243,31,145.3,1xMGA
2071,IC,4175,AR/86,AB/86,1365,1439,25,139.8,1xICA
2074,IC,4176,ABL/86,AR/86,1208,1303,63,145.3,1xICA
2077,IC,4178,ABL/86,AB/86,1268,1280,10,5.5,3xICA
2080,IC,4179,AR/86,AB/86,1425,1499,11,139.8,1xICA
2083,IC,4180,AB/86,AR/86,1285,1363,30,139.8,1xICA
2086,IC,4184,ABL/86,AR/86,1328,1423,16,145.3,1xICA
2089,IC,4190,ABL/86,AR/86,1378,1473,20,145.3,1xICA
2092,IC,4192,AB/86,AR/86,25,103,4,139.8,1xICA
2095,RØ,4202,NÆ/86,HG/86,265,392,106,136.9,1xEB4DD
2098,RØ,4204,VO/86,HG/86,310,452,222,164.3,2xICA
2101,RØ,4206,VO/86,HG/86,370,512,463,164.3,1xEB15Talgo
2104,RØ,4210,NÆ/86,HG/86,448,572,520,136.9,1xEB5DD
2107,RØ,4214,NÆ/86,HG/86,508,632,265,136.9,1xEB5DD
2110,RØ,4218,NÆ/86,HG/86,568,692,128,136.9,1xERF
2113,RØ,4219,HG/86,KH/86,268,323,60,46.2,1xEB15Talgo
