TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Distance,UnitSpecificId,UnitType
2002,IC,4129,AR/86,ABL/86,675,764,70,145.3,ICA_67,ICA
1927,L,4046,ABL/86,AR/86,766,853,111,145.3,ICA_67,ICA
1651,RV,2948,AR/86,FA/86,878,946,230,108.5,ICA_67,ICA
512,IC,453,FA/86,AR/86,969,1028,231,108.5,ICA_67,ICA
127,L,58,AR/86,VJ/86,1040,1084,251,82.8,ICA_67,ICA
128,L,58,VJ/86,FA/86,1086,1101,280,25.7,ICA_67,ICA
129,L,58,FA/86,CPH/86,1107,1232,309,230.2,ICA_67,ICA
52,L,27,CPH/86,FA/86,446,574,482,230.2,ICA_68,ICA
53,L,27,FA/86,VJ/86,578,591,231,25.7,ICA_68,ICA
54,L,27,VJ/86,AR/86,593,638,195,82.8,ICA_68,ICA
67,L,34,AR/86,VJ/86,680,724,226,82.8,ICA_68,ICA
68,L,34,VJ/86,FA/86,726,741,248,25.7,ICA_68,ICA
69,L,34,FA/86,CPH/86,747,872,348,230.2,ICA_68,ICA
404,IC,263,CPH/86,OD/86,965,1070,248,166.9,ICA_68,ICA
52,L,27,CPH/86,FA/86,446,574,482,230.2,ICA_69,ICA
53,L,27,FA/86,VJ/86,578,591,231,25.7,ICA_69,ICA
54,L,27,VJ/86,AR/86,593,638,195,82.8,ICA_69,ICA
67,L,34,AR/86,VJ/86,680,724,226,82.8,ICA_69,ICA
68,L,34,VJ/86,FA/86,726,741,248,25.7,ICA_69,ICA
69,L,34,FA/86,CPH/86,747,872,348,230.2,ICA_69,ICA
142,L,63,CPH/86,FA/86,986,1114,589,230.2,ICA_69,ICA
143,L,63,FA/86,VJ/86,1118,1131,364,25.7,ICA_69,ICA
144,L,63,VJ/86,AR/86,1133,1178,337,82.8,ICA_69,ICA
1687,RV,2972,AR/86,FA/86,1238,1306,61,108.5,ICA_69,ICA
2710,M,9782,CPH/86,HGL/86,152,179,0,17.0,ICA_7,ICA
961,RØ,1521,HGL/86,KB/86,347,445,151,115.8,ICA_7,ICA
949,RØ,1512,KB/86,KK/86,457,547,242,113.7,ICA_7,ICA
1003,RØ,1549,KK/86,KB/86,773,865,89,113.7,ICA_7,ICA
994,RØ,1544,KB/86,KK/86,937,1027,220,113.7,ICA_7,ICA
1036,RØ,1573,KK/86,KB/86,1133,1225,78,113.7,ICA_7,ICA
802,RØ,1212,NF/86,KH/86,458,535,258,144.7,ICA_70,ICA
865,RØ,1257,KH/86,NF/86,908,983,320,144.7,ICA_70,ICA
856,RØ,1252,NF/86,KH/86,1058,1135,64,144.7,ICA_70,ICA
889,RØ,1273,KH/86,NF/86,1148,1223,88,144.7,ICA_70,ICA
37,L,22,AR/86,VJ/86,500,544,280,82.8,ICA_71,ICA
38,L,22,VJ/86,FA/86,546,561,268,25.7,ICA_71,ICA
39,L,22,FA/86,CPH/86,567,692,337,230.2,ICA_71,ICA
112,L,51,CPH/86,FA/86,806,934,386,230.2,ICA_71,ICA
113,L,51,FA/86,VJ/86,938,951,322,25.7,ICA_71,ICA
114,L,51,VJ/86,AR/86,953,998,298,82.8,ICA_71,ICA
515,IC,456,AR/86,FA/86,1010,1069,151,108.5,ICA_71,ICA
581,L,763,FA/86,STR/86,1123,1248,97,155.4,ICA_71,ICA
838,RØ,1240,NF/86,KH/86,878,955,157,144.7,ICA_72,ICA
877,RØ,1265,KH/86,NF/86,1028,1103,240,144.7,ICA_72,ICA
316,IC,191,KH/86,FA/86,1370,1502,340,220.6,ICA_73,ICA
317,IC,191,FA/86,AR/86,1508,1578,170,108.5,ICA_73,ICA
913,IC,1413,CPH/86,KH/86,206,219,4,11.8,ICA_8,ICA
2227,RØ,4421,KH/86,NÆ/86,347,412,28,79.2,ICA_8,ICA
1318,RØ,2412,NÆ/86,KK/86,456,532,231,82.3,ICA_8,ICA
979,RØ,1533,KK/86,KB/86,533,625,95,113.7,ICA_8,ICA
976,RØ,1532,KB/86,KK/86,757,847,142,113.7,ICA_8,ICA
1021,RØ,1561,KK/86,KB/86,953,1045,280,113.7,ICA_8,ICA
1006,RØ,1552,KB/86,KK/86,1057,1147,80,113.7,ICA_8,ICA
2617,M,6370,KK/86,KH/86,1311,1317,0,3.1,ICA_8,ICA
2689,M,9387,KH/86,CPH/86,1321,1334,0,11.8,ICA_8,ICA
913,IC,1413,CPH/86,KH/86,206,219,4,11.8,ICA_9,ICA
811,RØ,1221,KH/86,NF/86,364,449,79,144.7,ICA_9,ICA
802,RØ,1212,NF/86,KH/86,458,535,258,144.7,ICA_9,ICA
2758,M,12398,KH/86,HGL/86,823,835,0,5.2,ICA_9,ICA
686,IC,859,HGL/86,OD/86,916,1020,561,163.3,ICA_9,ICA
1588,RV,2777,OD/86,FA/86,1296,1350,37,60.3,ICA_9,ICA
548,IC,485,FA/86,AR/86,9,80,7,108.5,ICU_1,ICU
1975,IC,4107,AR/86,ABL/86,372,464,143,145.3,ICU_1,ICU
1897,L,4026,ABL/86,AR/86,466,553,141,145.3,ICU_1,ICU
2014,IC,4137,AR/86,ABL/86,795,884,127,145.3,ICU_1,ICU
1939,L,4054,ABL/86,AR/86,886,973,169,145.3,ICU_1,ICU
2032,IC,4149,AR/86,ABL/86,975,1064,302,145.3,ICU_1,ICU
1957,L,4066,ABL/86,AR/86,1066,1153,56,145.3,ICU_1,ICU
539,IC,474,AR/86,FA/86,1250,1309,95,108.5,ICU_1,ICU
2632,M,7087,KD/86,FA/86,83,102,0,19.9,ICU_2,ICU
1594,RV,2909,FA/86,AR/86,314,383,41,108.5,ICU_2,ICU
470,IC,416,AR/86,FA/86,410,469,239,108.5,ICU_2,ICU
476,IC,421,FA/86,AR/86,489,548,138,108.5,ICU_2,ICU
1990,IC,4121,AR/86,ABL/86,555,644,47,145.3,ICU_2,ICU
1939,L,4054,ABL/86,AR/86,886,973,169,145.3,ICU_2,ICU
2032,IC,4149,AR/86,ABL/86,975,1064,302,145.3,ICU_2,ICU
2068,IC,4172,ABL/86,AR/86,1148,1243,31,145.3,ICU_2,ICU
1699,RV,2980,AR/86,FA/86,1358,1426,54,108.5,ICU_2,ICU
2677,M,9303,KH/86,CPH/86,85,97,0,11.8,ICU_3,ICU
2683,M,9360,CPH/86,KH/86,1243,1256,0,11.8,ICU_3,ICU
191,IC,107,KH/86,FA/86,155,295,53,220.6,ICU_4,ICU
192,IC,107,FA/86,AR/86,305,365,96,108.5,ICU_4,ICU
470,IC,416,AR/86,FA/86,410,469,239,108.5,ICU_4,ICU
1552,RV,2728,FA/86,OD/86,635,694,11,60.3,ICU_4,ICU
2431,RV,4745,OD/86,FA/86,820,866,28,60.3,ICU_4,ICU
1690,RV,2973,FA/86,AR/86,1274,1343,14,108.5,ICU_4,ICU
545,IC,484,AR/86,KD/86,1430,1513,27,128.4,ICU_4,ICU
723,L,911,FA/86,SDB/86,341,432,13,136.5,ICU_5,ICU
732,L,926,SDB/86,FA/86,524,617,87,136.5,ICU_5,ICU
533,IC,469,FA/86,AR/86,1209,1268,94,108.5,ICU_5,ICU
305,IC,182,AR/86,FA/86,1370,1431,53,108.5,ICU_5,ICU
306,IC,182,FA/86,KH/86,1436,1585,84,220.6,ICU_5,ICU
2722,M,9795,HGL/86,KH/86,9,20,0,5.2,MGA_1,MGA
2695,M,9700,KH/86,HGL/86,373,382,0,5.2,MGA_1,MGA
1717,RØ,3359,HGL/86,RO/86,905,943,144,36.5,MGA_1,MGA
946,RØ,1508,KB/86,HGL/86,397,493,402,115.8,MGA_10,MGA
946,RØ,1508,KB/86,HGL/86,397,493,402,115.8,MGA_11,MGA
1843,RV,3915,FA/86,AR/86,401,469,85,108.5,MGA_12,MGA
2020,IC,4141,AR/86,ABL/86,855,944,150,145.3,MGA_12,MGA
1945,L,4058,ABL/86,AR/86,946,1033,160,145.3,MGA_12,MGA
2038,IC,4153,AR/86,ABL/86,1035,1124,161,145.3,MGA_12,MGA
1963,L,4070,ABL/86,AR/86,1126,1213,37,145.3,MGA_12,MGA
1810,RØ,3510,KB/86,KK/86,419,511,370,113.7,MGA_13,MGA
1828,RØ,3563,KK/86,KB/86,986,1080,361,113.7,MGA_13,MGA
1810,RØ,3510,KB/86,KK/86,419,511,370,113.7,MGA_14,MGA
1828,RØ,3563,KK/86,KB/86,986,1080,361,113.7,MGA_14,MGA
1846,RV,3918,AR/86,FA/86,424,492,153,108.5,MGA_15,MGA
1855,RV,3947,FA/86,AR/86,881,949,165,108.5,MGA_15,MGA
1864,RV,3954,AR/86,FA/86,969,1037,161,108.5,MGA_15,MGA
2410,RV,4719,OD/86,FA/86,432,477,29,60.3,MGA_16,MGA
1648,RV,2945,FA/86,AR/86,854,923,51,108.5,MGA_16,MGA
1657,RV,2952,AR/86,FA/86,938,1006,157,108.5,MGA_16,MGA
1606,RV,2917,FA/86,AR/86,432,500,104,108.5,MGA_17,MGA
1924,L,4043,AR/86,ABL/86,885,968,169,145.3,MGA_17,MGA
2047,IC,4160,ABL/86,AR/86,968,1063,113,145.3,MGA_17,MGA
147,L,66,AR/86,VJ/86,1160,1204,106,82.8,MGA_17,MGA
148,L,66,VJ/86,FA/86,1206,1221,119,25.7,MGA_17,MGA
149,L,66,FA/86,CPH/86,1227,1352,182,230.2,MGA_17,MGA
434,RØ,291,CPH/86,RO/86,1385,1419,35,37.9,MGA_17,MGA
1708,RØ,3306,RO/86,KK/86,437,469,193,34.4,MGA_18,MGA
1825,RØ,3559,KK/86,KB/86,926,1020,343,113.7,MGA_18,MGA
2407,RV,4716,FA/86,OD/86,450,496,45,60.3,MGA_19,MGA
419,RØ,274,RO/86,CPH/86,20,54,13,37.9,MGA_2,MGA
2686,M,9362,CPH/86,KH/86,1239,1252,0,11.8,MGA_2,MGA
1054,RØ,1591,KH/86,KB/86,1410,1510,102,110.6,MGA_2,MGA
982,RØ,1536,KB/86,KK/86,817,907,181,113.7,MGA_20,MGA
1051,RØ,1587,KK/86,KB/86,1343,1453,171,113.7,MGA_20,MGA
2728,M,12191,HGL/86,KH/86,296,308,0,5.2,MGA_3,MGA
817,RØ,1225,KH/86,NF/86,428,503,165,144.7,MGA_3,MGA
805,RØ,1216,NF/86,KH/86,518,595,183,144.7,MGA_3,MGA
859,RØ,1253,KH/86,NF/86,848,923,161,144.7,MGA_3,MGA
844,RØ,1244,NF/86,KH/86,938,1015,179,144.7,MGA_3,MGA
301,IC,181,KH/86,FA/86,1250,1382,166,220.6,MGA_3,MGA
302,IC,181,FA/86,AR/86,1388,1458,31,108.5,MGA_3,MGA
943,RØ,1504,KB/86,KK/86,337,427,182,113.7,MGA_4,MGA
973,RØ,1529,KK/86,KB/86,473,565,166,113.7,MGA_4,MGA
970,RØ,1528,KB/86,KK/86,697,787,102,113.7,MGA_4,MGA
1048,RØ,1583,KK/86,KB/86,1274,1393,176,113.7,MGA_4,MGA
464,IC,412,AR/86,FA/86,350,409,162,108.5,MGA_5,MGA
2404,RR,4714,FA/86,OD/86,422,468,70,60.3,MGA_5,MGA
1807,RØ,3506,KB/86,KK/86,359,451,241,113.7,MGA_6,MGA
1015,RØ,1557,KK/86,KB/86,893,985,198,113.7,MGA_6,MGA
1024,RØ,1564,KB/86,KK/86,1237,1326,56,113.7,MGA_6,MGA
1807,RØ,3506,KB/86,KK/86,359,451,241,113.7,MGA_7,MGA
1825,RØ,3559,KK/86,KB/86,926,1020,343,113.7,MGA_7,MGA
22,L,15,OD/86,FA/86,366,394,92,60.3,MGA_8,MGA
23,L,15,FA/86,VJ/86,396,409,126,25.7,MGA_8,MGA
24,L,15,VJ/86,AR/86,411,455,182,82.8,MGA_8,MGA
1639,RV,2940,AR/86,FA/86,758,826,164,108.5,MGA_8,MGA
1654,RV,2949,FA/86,AR/86,914,983,100,108.5,MGA_8,MGA
1663,RV,2956,AR/86,FA/86,998,1066,193,108.5,MGA_8,MGA
1813,RØ,3523,KK/86,KB/86,386,474,108,113.7,MGA_9,MGA
952,RØ,1516,KB/86,KK/86,517,607,183,113.7,MGA_9,MGA
1045,RØ,1581,KK/86,KB/86,1253,1346,123,113.7,MGA_9,MGA
