TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Distance,UnitSpecificId
1588,RV,2777,OD/86,FA/86,1296,1350,37,60.3,ICA_2
1804,RØ,3502,KB/86,KK/86,303,391,133,113.7,ICA_20
973,RØ,1529,KK/86,KB/86,473,565,166,113.7,ICA_20
976,RØ,1532,KB/86,KK/86,757,847,142,113.7,ICA_20
1021,RØ,1561,KK/86,KB/86,953,1045,280,113.7,ICA_20
1012,RØ,1556,KB/86,HGL/86,1117,1214,49,115.8,ICA_20
717,IC,883,HGL/86,OD/86,1276,1380,123,163.3,ICA_20
1879,L,4014,AB/86,AR/86,303,372,74,139.8,ICA_21
17,L,14,AR/86,VJ/86,380,424,413,82.8,ICA_21
18,L,14,VJ/86,FA/86,426,441,462,25.7,ICA_21
19,L,14,FA/86,CPH/86,447,572,663,230.2,ICA_21
92,L,43,CPH/86,FA/86,686,814,324,230.2,ICA_21
93,L,43,FA/86,VJ/86,818,831,278,25.7,ICA_21
94,L,43,VJ/86,AR/86,833,878,261,82.8,ICA_21
2026,IC,4145,AR/86,ABL/86,915,1004,279,145.3,ICA_21
2053,IC,4164,ABL/86,AR/86,1028,1123,94,145.3,ICA_21
147,L,66,AR/86,VJ/86,1160,1204,106,82.8,ICA_21
148,L,66,VJ/86,FA/86,1206,1221,119,25.7,ICA_21
149,L,66,FA/86,CPH/86,1227,1352,182,230.2,ICA_21
192,IC,107,FA/86,AR/86,305,365,96,108.5,ICA_22
1975,IC,4107,AR/86,ABL/86,372,464,143,145.3,ICA_22
1999,IC,4128,ABL/86,AR/86,488,583,110,145.3,ICA_22
57,L,30,AR/86,VJ/86,620,664,253,82.8,ICA_22
58,L,30,VJ/86,FA/86,666,681,278,25.7,ICA_22
59,L,30,FA/86,CPH/86,687,812,333,230.2,ICA_22
142,L,63,CPH/86,FA/86,986,1114,589,230.2,ICA_22
143,L,63,FA/86,VJ/86,1118,1131,364,25.7,ICA_22
144,L,63,VJ/86,AR/86,1133,1178,337,82.8,ICA_22
1687,RV,2972,AR/86,FA/86,1238,1306,61,108.5,ICA_22
542,IC,477,FA/86,AR/86,1329,1400,48,108.5,ICA_22
2455,RØ,4804,NF/86,NÆ/86,307,346,18,56.2,ICA_23
2467,RØ,4817,NÆ/86,NF/86,373,412,41,56.2,ICA_23
2461,RØ,4812,NF/86,NÆ/86,427,466,29,56.2,ICA_23
2485,RØ,4829,NÆ/86,NF/86,553,592,33,56.2,ICA_23
814,RØ,1224,NF/86,KH/86,638,715,103,144.7,ICA_23
865,RØ,1257,KH/86,NF/86,908,983,320,144.7,ICA_23
2518,RØ,4852,NF/86,NÆ/86,1027,1066,21,56.2,ICA_23
2539,RØ,4869,NÆ/86,NF/86,1153,1192,24,56.2,ICA_23
1972,IC,4105,AR/86,ABL/86,312,404,21,145.3,ICA_24
1891,L,4022,ABL/86,AR/86,406,493,234,145.3,ICA_24
37,L,22,AR/86,VJ/86,500,544,280,82.8,ICA_24
38,L,22,VJ/86,FA/86,546,561,268,25.7,ICA_24
39,L,22,FA/86,CPH/86,567,692,337,230.2,ICA_24
122,L,55,CPH/86,FA/86,866,994,441,230.2,ICA_24
123,L,55,FA/86,VJ/86,998,1011,379,25.7,ICA_24
124,L,55,VJ/86,AR/86,1013,1058,330,82.8,ICA_24
518,IC,460,AR/86,FA/86,1070,1129,87,108.5,ICA_24
1678,RV,2965,FA/86,AR/86,1154,1223,19,108.5,ICA_24
1696,RV,2976,AR/86,FA/86,1298,1366,45,108.5,ICA_24
1972,IC,4105,AR/86,ABL/86,312,404,21,145.3,ICA_25
1891,L,4022,ABL/86,AR/86,406,493,234,145.3,ICA_25
37,L,22,AR/86,VJ/86,500,544,280,82.8,ICA_25
38,L,22,VJ/86,FA/86,546,561,268,25.7,ICA_25
39,L,22,FA/86,CPH/86,567,692,337,230.2,ICA_25
112,L,51,CPH/86,FA/86,806,934,386,230.2,ICA_25
113,L,51,FA/86,VJ/86,938,951,322,25.7,ICA_25
114,L,51,VJ/86,AR/86,953,998,298,82.8,ICA_25
1936,L,4051,AR/86,ABL/86,1005,1088,156,145.3,ICA_25
2077,IC,4178,ABL/86,AB/86,1268,1280,10,5.5,ICA_25
1972,IC,4105,AR/86,ABL/86,312,404,21,145.3,ICA_26
1897,L,4026,ABL/86,AR/86,466,553,141,145.3,ICA_26
47,L,26,AR/86,VJ/86,560,604,226,82.8,ICA_26
48,L,26,VJ/86,FA/86,606,621,257,25.7,ICA_26
49,L,26,FA/86,CPH/86,627,752,373,230.2,ICA_26
132,L,59,CPH/86,FA/86,926,1054,653,230.2,ICA_26
133,L,59,FA/86,VJ/86,1058,1071,407,25.7,ICA_26
134,L,59,VJ/86,AR/86,1073,1118,355,82.8,ICA_26
2050,IC,4161,AR/86,ABL/86,1155,1244,55,145.3,ICA_26
2086,IC,4184,ABL/86,AR/86,1328,1423,16,145.3,ICA_26
7,L,10,AR/86,VJ/86,320,364,153,82.8,ICA_27
8,L,10,VJ/86,FA/86,366,381,203,25.7,ICA_27
9,L,10,FA/86,CPH/86,387,512,614,230.2,ICA_27
82,L,39,CPH/86,FA/86,626,754,322,230.2,ICA_27
83,L,39,FA/86,VJ/86,758,771,295,25.7,ICA_27
84,L,39,VJ/86,AR/86,773,818,263,82.8,ICA_27
500,IC,444,AR/86,FA/86,830,889,230,108.5,ICA_27
1861,RV,3951,FA/86,AR/86,941,1009,98,108.5,ICA_27
127,L,58,AR/86,VJ/86,1040,1084,251,82.8,ICA_27
128,L,58,VJ/86,FA/86,1086,1101,280,25.7,ICA_27
129,L,58,FA/86,CPH/86,1107,1232,309,230.2,ICA_27
7,L,10,AR/86,VJ/86,320,364,153,82.8,ICA_28
8,L,10,VJ/86,FA/86,366,381,203,25.7,ICA_28
9,L,10,FA/86,CPH/86,387,512,614,230.2,ICA_28
72,L,35,CPH/86,FA/86,566,694,237,230.2,ICA_28
73,L,35,FA/86,VJ/86,698,711,160,25.7,ICA_28
74,L,35,VJ/86,AR/86,713,758,146,82.8,ICA_28
497,IC,440,AR/86,FA/86,770,829,113,108.5,ICA_28
503,IC,445,FA/86,AR/86,849,908,217,108.5,ICA_28
107,L,50,AR/86,VJ/86,920,964,306,82.8,ICA_28
108,L,50,VJ/86,FA/86,966,981,360,25.7,ICA_28
109,L,50,FA/86,CPH/86,987,1112,494,230.2,ICA_28
1981,IC,4116,AB/86,AR/86,325,403,137,139.8,ICA_29
470,IC,416,AR/86,FA/86,410,469,239,108.5,ICA_29
476,IC,421,FA/86,AR/86,489,548,138,108.5,ICA_29
47,L,26,AR/86,VJ/86,560,604,226,82.8,ICA_29
48,L,26,VJ/86,FA/86,606,621,257,25.7,ICA_29
49,L,26,FA/86,CPH/86,627,752,373,230.2,ICA_29
132,L,59,CPH/86,FA/86,926,1054,653,230.2,ICA_29
133,L,59,FA/86,VJ/86,1058,1071,407,25.7,ICA_29
134,L,59,VJ/86,AR/86,1073,1118,355,82.8,ICA_29
147,L,66,AR/86,VJ/86,1160,1204,106,82.8,ICA_29
148,L,66,VJ/86,FA/86,1206,1221,119,25.7,ICA_29
149,L,66,FA/86,CPH/86,1227,1352,182,230.2,ICA_29
2692,M,9676,KH/86,KK/86,64,70,0,3.1,ICA_3
967,RØ,1525,KK/86,KB/86,413,505,219,113.7,ICA_3
964,RØ,1524,KB/86,KK/86,637,727,129,113.7,ICA_3
1822,RØ,3555,KK/86,KB/86,866,960,206,113.7,ICA_3
1819,RØ,3546,KB/86,KK/86,967,1054,142,113.7,ICA_3
2617,M,6370,KK/86,KH/86,1311,1317,0,3.1,ICA_3
316,IC,191,KH/86,FA/86,1370,1502,340,220.6,ICA_3
317,IC,191,FA/86,AR/86,1508,1578,170,108.5,ICA_3
32,L,19,CPH/86,FA/86,326,454,332,230.2,ICA_30
33,L,19,FA/86,VJ/86,458,471,300,25.7,ICA_30
34,L,19,VJ/86,AR/86,473,518,232,82.8,ICA_30
1888,L,4019,AR/86,ABL/86,525,608,63,145.3,ICA_30
1915,L,4038,ABL/86,AR/86,646,733,106,145.3,ICA_30
77,L,38,AR/86,VJ/86,740,784,221,82.8,ICA_30
78,L,38,VJ/86,FA/86,786,801,229,25.7,ICA_30
79,L,38,FA/86,CPH/86,807,932,388,230.2,ICA_30
152,L,67,CPH/86,FA/86,1047,1174,380,230.2,ICA_30
153,L,67,FA/86,VJ/86,1178,1191,270,25.7,ICA_30
154,L,67,VJ/86,AR/86,1193,1238,233,82.8,ICA_30
2065,IC,4171,AR/86,AB/86,1305,1379,49,139.8,ICA_30
32,L,19,CPH/86,FA/86,326,454,332,230.2,ICA_31
33,L,19,FA/86,VJ/86,458,471,300,25.7,ICA_31
34,L,19,VJ/86,AR/86,473,518,232,82.8,ICA_31
1990,IC,4121,AR/86,ABL/86,555,644,47,145.3,ICA_31
2017,IC,4140,ABL/86,AR/86,668,763,103,145.3,ICA_31
87,L,42,AR/86,VJ/86,800,844,267,82.8,ICA_31
88,L,42,VJ/86,FA/86,846,861,298,25.7,ICA_31
89,L,42,FA/86,CPH/86,867,992,419,230.2,ICA_31
171,L,75,CPH/86,FA/86,1166,1294,248,230.2,ICA_31
172,L,75,FA/86,VJ/86,1298,1311,161,25.7,ICA_31
173,L,75,VJ/86,AR/86,1313,1358,131,82.8,ICA_31
32,L,19,CPH/86,FA/86,326,454,332,230.2,ICA_32
33,L,19,FA/86,VJ/86,458,471,300,25.7,ICA_32
34,L,19,VJ/86,AR/86,473,518,232,82.8,ICA_32
1615,RV,2924,AR/86,FA/86,518,586,139,108.5,ICA_32
1624,RV,2929,FA/86,AR/86,614,683,34,108.5,ICA_32
1906,L,4031,AR/86,ABL/86,705,788,80,145.3,ICA_32
1933,L,4050,ABL/86,AR/86,826,913,123,145.3,ICA_32
107,L,50,AR/86,VJ/86,920,964,306,82.8,ICA_32
108,L,50,VJ/86,FA/86,966,981,360,25.7,ICA_32
109,L,50,FA/86,CPH/86,987,1112,494,230.2,ICA_32
591,IC,810,ES/86,OD/86,332,412,141,142.3,ICA_33
592,IC,810,OD/86,HGL/86,420,523,558,163.3,ICA_33
269,IC,157,HGL/86,FA/86,874,1022,465,225.8,ICA_33
521,IC,461,FA/86,AR/86,1089,1148,128,108.5,ICA_33
1681,RV,2968,AR/86,FA/86,1178,1246,38,108.5,ICA_33
771,L,975,FA/86,SDB/86,1301,1392,43,136.5,ICA_33
13,L,11,FA/86,VJ/86,338,351,15,25.7,ICA_34
14,L,11,VJ/86,AR/86,353,398,69,82.8,ICA_34
1876,L,4011,AR/86,ABL/86,405,488,125,145.3,ICA_34
2005,IC,4132,ABL/86,AR/86,548,643,92,145.3,ICA_34
67,L,34,AR/86,VJ/86,680,724,226,82.8,ICA_34
68,L,34,VJ/86,FA/86,726,741,248,25.7,ICA_34
69,L,34,FA/86,CPH/86,747,872,348,230.2,ICA_34
142,L,63,CPH/86,FA/86,986,1114,589,230.2,ICA_34
143,L,63,FA/86,VJ/86,1118,1131,364,25.7,ICA_34
144,L,63,VJ/86,AR/86,1133,1178,337,82.8,ICA_34
1960,L,4067,AR/86,AB/86,1245,1313,87,139.8,ICA_34
796,RØ,1204,NF/86,KH/86,338,415,224,144.7,ICA_35
823,RØ,1229,KH/86,NF/86,488,563,128,144.7,ICA_35
2476,RØ,4824,NF/86,NÆ/86,607,646,15,56.2,ICA_35
2503,RØ,4841,NÆ/86,NF/86,733,772,18,56.2,ICA_35
832,RØ,1236,NF/86,KH/86,818,895,120,144.7,ICA_35
871,RØ,1261,KH/86,NF/86,968,1043,417,144.7,ICA_35
2530,RØ,4860,NF/86,NÆ/86,1147,1186,9,56.2,ICA_35
2542,RØ,4873,NÆ/86,NF/86,1213,1252,29,56.2,ICA_35
1597,RV,2912,AR/86,FA/86,338,406,85,108.5,ICA_36
473,IC,417,FA/86,AR/86,429,488,213,108.5,ICA_36
1852,RV,3922,AR/86,FA/86,489,567,64,108.5,ICA_36
485,IC,429,FA/86,AR/86,609,668,92,108.5,ICA_36
67,L,34,AR/86,VJ/86,680,724,226,82.8,ICA_36
68,L,34,VJ/86,FA/86,726,741,248,25.7,ICA_36
69,L,34,FA/86,CPH/86,747,872,348,230.2,ICA_36
142,L,63,CPH/86,FA/86,986,1114,589,230.2,ICA_36
143,L,63,FA/86,VJ/86,1118,1131,364,25.7,ICA_36
144,L,63,VJ/86,AR/86,1133,1178,337,82.8,ICA_36
2056,IC,4165,AR/86,ABL/86,1215,1304,55,145.3,ICA_36
2089,IC,4190,ABL/86,AR/86,1378,1473,20,145.3,ICA_36
1870,RV,4003,AB/86,ABL/86,358,368,3,5.5,ICA_37
1987,IC,4120,ABL/86,AR/86,368,463,377,145.3,ICA_37
207,IC,120,AR/86,FA/86,470,531,254,108.5,ICA_37
208,IC,120,FA/86,KK/86,536,679,146,223.7,ICA_37
1009,RØ,1553,KK/86,KB/86,833,925,126,113.7,ICA_37
994,RØ,1544,KB/86,KK/86,937,1027,220,113.7,ICA_37
2617,M,6370,KK/86,KH/86,1311,1317,0,3.1,ICA_37
316,IC,191,KH/86,FA/86,1370,1502,340,220.6,ICA_37
317,IC,191,FA/86,AR/86,1508,1578,170,108.5,ICA_37
1870,RV,4003,AB/86,ABL/86,358,368,3,5.5,ICA_38
1987,IC,4120,ABL/86,AR/86,368,463,377,145.3,ICA_38
207,IC,120,AR/86,FA/86,470,531,254,108.5,ICA_38
208,IC,120,FA/86,KK/86,536,679,146,223.7,ICA_38
1822,RØ,3555,KK/86,KB/86,866,960,206,113.7,ICA_38
1000,RØ,1548,KB/86,KK/86,997,1087,144,113.7,ICA_38
2617,M,6370,KK/86,KH/86,1311,1317,0,3.1,ICA_38
1210,IC,2317,ES/86,FA/86,362,427,86,88.5,ICA_39
473,IC,417,FA/86,AR/86,429,488,213,108.5,ICA_39
1984,IC,4117,AR/86,ABL/86,495,584,88,145.3,ICA_39
2011,IC,4136,ABL/86,AR/86,608,703,105,145.3,ICA_39
77,L,38,AR/86,VJ/86,740,784,221,82.8,ICA_39
78,L,38,VJ/86,FA/86,786,801,229,25.7,ICA_39
79,L,38,FA/86,CPH/86,807,932,388,230.2,ICA_39
152,L,67,CPH/86,FA/86,1047,1174,380,230.2,ICA_39
153,L,67,FA/86,VJ/86,1178,1191,270,25.7,ICA_39
154,L,67,VJ/86,AR/86,1193,1238,233,82.8,ICA_39
1696,RV,2976,AR/86,FA/86,1298,1366,45,108.5,ICA_39
2692,M,9676,KH/86,KK/86,64,70,0,3.1,ICA_4
217,IC,125,KK/86,FA/86,401,542,305,223.7,ICA_4
218,IC,125,FA/86,AR/86,549,608,115,108.5,ICA_4
57,L,30,AR/86,VJ/86,620,664,253,82.8,ICA_4
58,L,30,VJ/86,FA/86,666,681,278,25.7,ICA_4
59,L,30,FA/86,CPH/86,687,812,333,230.2,ICA_4
404,IC,263,CPH/86,OD/86,965,1070,248,166.9,ICA_4
1705,RØ,3206,NF/86,KH/86,363,437,173,144.7,ICA_40
835,RØ,1237,KH/86,NF/86,608,683,71,144.7,ICA_40
2488,RØ,4832,NF/86,NÆ/86,727,766,23,56.2,ICA_40
2515,RØ,4849,NÆ/86,NF/86,853,892,38,56.2,ICA_40
2506,RØ,4844,NF/86,NÆ/86,907,946,53,56.2,ICA_40
1837,RØ,3859,NÆ/86,NF/86,998,1037,50,56.2,ICA_40
862,RØ,1256,NF/86,KH/86,1118,1195,51,144.7,ICA_40
895,RØ,1277,KH/86,NF/86,1207,1291,94,144.7,ICA_40
1705,RØ,3206,NF/86,KH/86,363,437,173,144.7,ICA_41
2614,M,6348,KH/86,HGL/86,580,590,0,5.2,ICA_41
269,IC,157,HGL/86,FA/86,874,1022,465,225.8,ICA_41
270,IC,157,FA/86,AR/86,1029,1088,151,108.5,ICA_41
137,L,62,AR/86,VJ/86,1100,1144,147,82.8,ICA_41
138,L,62,VJ/86,FA/86,1146,1161,139,25.7,ICA_41
139,L,62,FA/86,CPH/86,1167,1292,205,230.2,ICA_41
1885,L,4018,AB/86,AR/86,363,433,197,139.8,ICA_42
27,L,18,AR/86,VJ/86,440,484,485,82.8,ICA_42
28,L,18,VJ/86,FA/86,486,501,467,25.7,ICA_42
29,L,18,FA/86,CPH/86,507,632,492,230.2,ICA_42
112,L,51,CPH/86,FA/86,806,934,386,230.2,ICA_42
113,L,51,FA/86,VJ/86,938,951,322,25.7,ICA_42
114,L,51,VJ/86,AR/86,953,998,298,82.8,ICA_42
1936,L,4051,AR/86,ABL/86,1005,1088,156,145.3,ICA_42
2077,IC,4178,ABL/86,AB/86,1268,1280,10,5.5,ICA_42
1885,L,4018,AB/86,AR/86,363,433,197,139.8,ICA_43
27,L,18,AR/86,VJ/86,440,484,485,82.8,ICA_43
28,L,18,VJ/86,FA/86,486,501,467,25.7,ICA_43
29,L,18,FA/86,CPH/86,507,632,492,230.2,ICA_43
112,L,51,CPH/86,FA/86,806,934,386,230.2,ICA_43
113,L,51,FA/86,VJ/86,938,951,322,25.7,ICA_43
114,L,51,VJ/86,AR/86,953,998,298,82.8,ICA_43
515,IC,456,AR/86,FA/86,1010,1069,151,108.5,ICA_43
1672,RV,2961,FA/86,AR/86,1094,1163,30,108.5,ICA_43
530,IC,468,AR/86,FA/86,1190,1249,52,108.5,ICA_43
1294,IC,2374,FA/86,ES/86,1311,1374,35,88.5,ICA_43
2458,RØ,4808,NF/86,NÆ/86,366,405,16,56.2,ICA_44
2473,RØ,4821,NÆ/86,NF/86,433,472,32,56.2,ICA_44
2464,RØ,4816,NF/86,NÆ/86,487,526,25,56.2,ICA_44
2491,RØ,4833,NÆ/86,NF/86,613,652,15,56.2,ICA_44
820,RØ,1228,NF/86,KH/86,698,775,98,144.7,ICA_44
871,RØ,1261,KH/86,NF/86,968,1043,417,144.7,ICA_44
874,RØ,1264,NF/86,KH/86,1229,1315,77,144.7,ICA_44
901,RØ,1285,KH/86,NF/86,1327,1415,87,144.7,ICA_44
1987,IC,4120,ABL/86,AR/86,368,463,377,145.3,ICA_45
1882,L,4015,AR/86,ABL/86,465,548,81,145.3,ICA_45
1909,L,4034,ABL/86,AR/86,586,673,125,145.3,ICA_45
1633,RV,2936,AR/86,FA/86,698,766,142,108.5,ICA_45
2428,RV,4740,FA/86,OD/86,810,856,37,60.3,ICA_45
1567,RV,2751,OD/86,FA/86,885,948,52,60.3,ICA_45
1666,RV,2957,FA/86,AR/86,1034,1103,243,108.5,ICA_45
1675,RV,2964,AR/86,FA/86,1118,1186,112,108.5,ICA_45
1684,RV,2969,FA/86,AR/86,1214,1283,55,108.5,ICA_45
329,IC,206,OD/86,CPH/86,369,474,249,166.9,ICA_46
62,L,31,CPH/86,FA/86,506,634,350,230.2,ICA_46
63,L,31,FA/86,VJ/86,638,651,227,25.7,ICA_46
64,L,31,VJ/86,AR/86,653,698,218,82.8,ICA_46
233,IC,136,AR/86,FA/86,710,771,103,108.5,ICA_46
234,IC,136,FA/86,HGL/86,776,929,250,225.8,ICA_46
298,IC,177,HGL/86,FA/86,1174,1322,125,225.8,ICA_46
1540,RV,2710,FA/86,OD/86,371,436,29,60.3,ICA_47
2413,RV,4721,OD/86,FA/86,460,506,30,60.3,ICA_47
563,L,723,FA/86,STR/86,523,648,67,155.4,ICA_47
569,L,738,STR/86,FA/86,664,794,82,155.4,ICA_47
503,IC,445,FA/86,AR/86,849,908,217,108.5,ICA_47
107,L,50,AR/86,VJ/86,920,964,306,82.8,ICA_47
108,L,50,VJ/86,FA/86,966,981,360,25.7,ICA_47
109,L,50,FA/86,CPH/86,987,1112,494,230.2,ICA_47
1600,RV,2913,FA/86,AR/86,376,446,54,108.5,ICA_48
1609,RV,2920,AR/86,FA/86,458,526,138,108.5,ICA_48
1618,RV,2925,FA/86,AR/86,554,623,98,108.5,ICA_48
1900,L,4027,AR/86,ABL/86,645,728,65,145.3,ICA_48
1927,L,4046,ABL/86,AR/86,766,853,111,145.3,ICA_48
97,L,46,AR/86,VJ/86,860,904,247,82.8,ICA_48
98,L,46,VJ/86,FA/86,906,921,264,25.7,ICA_48
99,L,46,FA/86,CPH/86,927,1052,409,230.2,ICA_48
425,RØ,279,CPH/86,SG/86,1205,1275,64,99.5,ICA_48
2665,M,9179,SG/86,OD/86,1279,1312,0,67.4,ICA_48
17,L,14,AR/86,VJ/86,380,424,413,82.8,ICA_49
18,L,14,VJ/86,FA/86,426,441,462,25.7,ICA_49
19,L,14,FA/86,CPH/86,447,572,663,230.2,ICA_49
82,L,39,CPH/86,FA/86,626,754,322,230.2,ICA_49
83,L,39,FA/86,VJ/86,758,771,295,25.7,ICA_49
84,L,39,VJ/86,AR/86,773,818,263,82.8,ICA_49
1918,L,4039,AR/86,ABL/86,825,908,141,145.3,ICA_49
2041,IC,4156,ABL/86,AR/86,908,1003,142,145.3,ICA_49
1867,RV,3958,AR/86,FA/86,1029,1097,75,108.5,ICA_49
581,L,763,FA/86,STR/86,1123,1248,97,155.4,ICA_49
2692,M,9676,KH/86,KK/86,64,70,0,3.1,ICA_5
955,RØ,1517,KK/86,KB/86,293,385,51,113.7,ICA_5
949,RØ,1512,KB/86,KK/86,457,547,242,113.7,ICA_5
985,RØ,1537,KK/86,KB/86,593,685,71,113.7,ICA_5
988,RØ,1540,KB/86,KK/86,877,967,282,113.7,ICA_5
1027,RØ,1565,KK/86,KB/86,1013,1105,212,113.7,ICA_5
1033,RØ,1570,KB/86,KH/86,1310,1410,36,110.6,ICA_5
17,L,14,AR/86,VJ/86,380,424,413,82.8,ICA_50
18,L,14,VJ/86,FA/86,426,441,462,25.7,ICA_50
19,L,14,FA/86,CPH/86,447,572,663,230.2,ICA_50
92,L,43,CPH/86,FA/86,686,814,324,230.2,ICA_50
93,L,43,FA/86,VJ/86,818,831,278,25.7,ICA_50
94,L,43,VJ/86,AR/86,833,878,261,82.8,ICA_50
1651,RV,2948,AR/86,FA/86,878,946,230,108.5,ICA_50
512,IC,453,FA/86,AR/86,969,1028,231,108.5,ICA_50
127,L,58,AR/86,VJ/86,1040,1084,251,82.8,ICA_50
128,L,58,VJ/86,FA/86,1086,1101,280,25.7,ICA_50
129,L,58,FA/86,CPH/86,1107,1232,309,230.2,ICA_50
17,L,14,AR/86,VJ/86,380,424,413,82.8,ICA_51
18,L,14,VJ/86,FA/86,426,441,462,25.7,ICA_51
19,L,14,FA/86,CPH/86,447,572,663,230.2,ICA_51
102,L,47,CPH/86,FA/86,746,874,365,230.2,ICA_51
103,L,47,FA/86,VJ/86,878,891,383,25.7,ICA_51
104,L,47,VJ/86,AR/86,893,938,305,82.8,ICA_51
259,IC,152,AR/86,FA/86,950,1011,149,108.5,ICA_51
260,IC,152,FA/86,KH/86,1016,1150,145,220.6,ICA_51
1042,RØ,1577,KH/86,KB/86,1202,1285,75,110.6,ICA_51
17,L,14,AR/86,VJ/86,380,424,413,82.8,ICA_52
18,L,14,VJ/86,FA/86,426,441,462,25.7,ICA_52
19,L,14,FA/86,CPH/86,447,572,663,230.2,ICA_52
92,L,43,CPH/86,FA/86,686,814,324,230.2,ICA_52
93,L,43,FA/86,VJ/86,818,831,278,25.7,ICA_52
94,L,43,VJ/86,AR/86,833,878,261,82.8,ICA_52
506,IC,448,AR/86,FA/86,890,949,127,108.5,ICA_52
1666,RV,2957,FA/86,AR/86,1034,1103,243,108.5,ICA_52
1948,L,4059,AR/86,AB/86,1125,1193,90,139.8,ICA_52
2083,IC,4180,AB/86,AR/86,1285,1363,30,139.8,ICA_52
2680,M,9323,KH/86,CPH/86,382,396,0,11.8,ICA_53
52,L,27,CPH/86,FA/86,446,574,482,230.2,ICA_53
53,L,27,FA/86,VJ/86,578,591,231,25.7,ICA_53
54,L,27,VJ/86,AR/86,593,638,195,82.8,ICA_53
2002,IC,4129,AR/86,ABL/86,675,764,70,145.3,ICA_53
2029,IC,4148,ABL/86,AR/86,788,883,112,145.3,ICA_53
2026,IC,4145,AR/86,ABL/86,915,1004,279,145.3,ICA_53
1951,L,4062,ABL/86,AR/86,1006,1093,90,145.3,ICA_53
137,L,62,AR/86,VJ/86,1100,1144,147,82.8,ICA_53
138,L,62,VJ/86,FA/86,1146,1161,139,25.7,ICA_53
139,L,62,FA/86,CPH/86,1167,1292,205,230.2,ICA_53
42,L,23,CPH/86,FA/86,386,514,414,230.2,ICA_54
43,L,23,FA/86,VJ/86,518,531,253,25.7,ICA_54
44,L,23,VJ/86,AR/86,533,578,226,82.8,ICA_54
1894,L,4023,AR/86,ABL/86,585,668,49,145.3,ICA_54
1921,L,4042,ABL/86,AR/86,706,793,109,145.3,ICA_54
87,L,42,AR/86,VJ/86,800,844,267,82.8,ICA_54
88,L,42,VJ/86,FA/86,846,861,298,25.7,ICA_54
89,L,42,FA/86,CPH/86,867,992,419,230.2,ICA_54
162,L,71,CPH/86,FA/86,1106,1234,232,230.2,ICA_54
163,L,71,FA/86,VJ/86,1238,1251,208,25.7,ICA_54
164,L,71,VJ/86,AR/86,1253,1298,205,82.8,ICA_54
42,L,23,CPH/86,FA/86,386,514,414,230.2,ICA_55
43,L,23,FA/86,VJ/86,518,531,253,25.7,ICA_55
44,L,23,VJ/86,AR/86,533,578,226,82.8,ICA_55
482,IC,428,AR/86,FA/86,590,649,69,108.5,ICA_55
1630,RV,2933,FA/86,AR/86,674,743,30,108.5,ICA_55
1912,L,4035,AR/86,ABL/86,765,848,72,145.3,ICA_55
1939,L,4054,ABL/86,AR/86,886,973,169,145.3,ICA_55
117,L,54,AR/86,VJ/86,980,1024,340,82.8,ICA_55
118,L,54,VJ/86,FA/86,1026,1041,385,25.7,ICA_55
119,L,54,FA/86,CPH/86,1047,1172,393,230.2,ICA_55
42,L,23,CPH/86,FA/86,386,514,414,230.2,ICA_56
43,L,23,FA/86,VJ/86,518,531,253,25.7,ICA_56
44,L,23,VJ/86,AR/86,533,578,226,82.8,ICA_56
1996,IC,4125,AR/86,ABL/86,615,704,77,145.3,ICA_56
2023,IC,4144,ABL/86,AR/86,728,823,99,145.3,ICA_56
97,L,46,AR/86,VJ/86,860,904,247,82.8,ICA_56
98,L,46,VJ/86,FA/86,906,921,264,25.7,ICA_56
99,L,46,FA/86,CPH/86,927,1052,409,230.2,ICA_56
176,L,79,CPH/86,FA/86,1226,1354,308,230.2,ICA_56
177,L,79,FA/86,VJ/86,1358,1371,116,25.7,ICA_56
178,L,79,VJ/86,AR/86,1373,1418,115,82.8,ICA_56
9,L,10,FA/86,CPH/86,387,512,614,230.2,ICA_57
72,L,35,CPH/86,FA/86,566,694,237,230.2,ICA_57
73,L,35,FA/86,VJ/86,698,711,160,25.7,ICA_57
74,L,35,VJ/86,AR/86,713,758,146,82.8,ICA_57
2014,IC,4137,AR/86,ABL/86,795,884,127,145.3,ICA_57
1939,L,4054,ABL/86,AR/86,886,973,169,145.3,ICA_57
117,L,54,AR/86,VJ/86,980,1024,340,82.8,ICA_57
118,L,54,VJ/86,FA/86,1026,1041,385,25.7,ICA_57
119,L,54,FA/86,CPH/86,1047,1172,393,230.2,ICA_57
799,RØ,1208,NF/86,KH/86,398,475,395,144.7,ICA_58
2611,M,6343,KH/86,CPH/86,730,744,0,11.8,ICA_58
122,L,55,CPH/86,FA/86,866,994,441,230.2,ICA_58
123,L,55,FA/86,VJ/86,998,1011,379,25.7,ICA_58
124,L,55,VJ/86,AR/86,1013,1058,330,82.8,ICA_58
2044,IC,4157,AR/86,ABL/86,1095,1184,61,145.3,ICA_58
2077,IC,4178,ABL/86,AB/86,1268,1280,10,5.5,ICA_58
799,RØ,1208,NF/86,KH/86,398,475,395,144.7,ICA_59
841,RØ,1241,KH/86,NF/86,668,743,67,144.7,ICA_59
2494,RØ,4836,NF/86,NÆ/86,787,826,29,56.2,ICA_59
2521,RØ,4853,NÆ/86,NF/86,913,952,53,56.2,ICA_59
