TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Composition
1321,RØ,2416,NÆ/86,KK/86,516,592,123,1xEB15Talgo
1324,RØ,2419,KH/86,NÆ/86,317,382,19,1xICA
1327,RØ,2420,NÆ/86,KK/86,576,652,64,1xEB4DD
1330,RØ,2423,KH/86,NÆ/86,377,442,43,1xERF
1333,RØ,2424,NÆ/86,KH/86,636,703,51,1xERF
1336,RØ,2427,KH/86,NÆ/86,437,502,85,1xEB4DD
1339,RØ,2428,NÆ/86,KK/86,696,772,64,1xERF
1342,RØ,2431,KH/86,NÆ/86,497,562,63,1xERF
1345,RØ,2432,NÆ/86,KK/86,756,832,47,1xERF
1348,RØ,2435,KH/86,NÆ/86,557,622,45,1xERF
1351,RØ,2436,NÆ/86,KH/86,816,883,84,1xEB5DD
1354,RØ,2439,KK/86,NÆ/86,608,682,33,1xERF
1357,RØ,2440,NÆ/86,KH/86,876,943,90,1xERF
1360,RØ,2443,KK/86,NÆ/86,668,742,42,1xERF
1363,RØ,2444,NÆ/86,KH/86,936,1003,107,1xICA
1366,RØ,2447,KK/86,NÆ/86,728,802,55,1xERF
1369,RØ,2448,NÆ/86,KH/86,996,1063,56,1xEB5DD
1372,RØ,2451,KK/86,NÆ/86,788,862,78,1xERF
1375,RØ,2452,NÆ/86,KH/86,1056,1123,44,1xEB5DD
1378,RØ,2455,KK/86,NÆ/86,848,922,132,1xERF
1381,RØ,2456,NÆ/86,KK/86,1116,1192,33,1xEB4DD
1384,RØ,2459,KK/86,NÆ/86,908,982,235,2xICA
1387,RØ,2460,NÆ/86,KH/86,1176,1243,52,1xICA
1390,RØ,2463,KH/86,NÆ/86,977,1042,386,2xERF
1393,RØ,2464,NÆ/86,KH/86,1236,1303,46,1xERF
1396,RØ,2467,KH/86,NÆ/86,1037,1102,176,1xERF
1399,RØ,2468,NÆ/86,KH/86,1296,1363,24,1xICA
1402,RØ,2471,KH/86,NÆ/86,1097,1162,88,1xEB4DD
1405,RØ,2474,NÆ/86,KK/86,1356,1440,25,1xERF
1408,RØ,2475,KH/86,NÆ/86,1157,1222,71,1xEB4DD
1411,RØ,2476,NÆ/86,HGL/86,1416,1506,1,1xERF
1414,RØ,2479,KK/86,NÆ/86,1208,1282,75,1xERF
1417,RØ,2483,KK/86,NÆ/86,1268,1342,71,1xEB5DD
1420,RØ,2487,KK/86,NÆ/86,1328,1402,66,1xEB4DD
1423,RØ,2491,KH/86,NÆ/86,1397,1462,49,1xEB4DD
1426,RØ,2495,KH/86,NÆ/86,17,77,22,1xEB5DD
1429,RØ,2500,KH/86,HG/86,352,407,13,1xEB5DD
1432,RØ,2502,HK/86,HG/86,353,467,206,1xERF
1435,RØ,2506,HK/86,HG/86,413,527,523,1xEB5DD
1438,RØ,2510,HK/86,HG/86,473,587,424,1xEB4DD
1441,RØ,2514,HK/86,HG/86,533,647,279,1xEB15Talgo
1444,RØ,2518,HK/86,HG/86,593,707,131,1xEB5DD
1447,RØ,2519,KH/86,HK/86,312,367,18,1xEB4DD
1450,RØ,2522,HK/86,HG/86,653,767,148,1xERF
1453,RØ,2523,HGL/86,HK/86,356,427,55,1xEB5DD
1456,RØ,2526,HK/86,HG/86,713,827,163,1xEB5DD
1459,RØ,2527,HG/86,HK/86,373,487,360,1xEB5DD
1462,RØ,2530,HK/86,HG/86,773,887,161,1xEB5DD
1465,RØ,2531,HG/86,HK/86,433,547,421,1xEB5DD
1468,RØ,2534,HK/86,HG/86,833,947,211,1xERF
1471,RØ,2535,HG/86,HK/86,493,607,259,1xEB4DD
1474,RØ,2538,HK/86,HG/86,893,1007,354,2xERF
1477,RØ,2539,HG/86,HK/86,553,667,198,1xERF
1480,RØ,2542,HK/86,HG/86,953,1067,315,1xEB5DD
1483,RØ,2543,HG/86,HK/86,613,727,104,1xEB5DD
1486,RØ,2546,HK/86,HG/86,1013,1127,170,1xEB5DD
1489,RØ,2547,HG/86,HK/86,673,787,122,1xEB5DD
1492,RØ,2550,HK/86,HG/86,1073,1187,107,1xEB4DD
1495,RØ,2551,HG/86,HK/86,733,847,144,1xEB4DD
1498,RØ,2554,HK/86,HG/86,1133,1247,80,1xEB5DD
1501,RØ,2555,HG/86,HK/86,793,907,233,1xEB5DD
1504,RØ,2558,HK/86,HG/86,1193,1307,135,1xEB5DD
1507,RØ,2559,HG/86,HK/86,853,967,354,1xEB4DD
1510,RØ,2562,HK/86,HGL/86,1253,1324,52,1xERF
1513,RØ,2563,HG/86,HK/86,913,1027,431,2xERF
1516,RØ,2566,HK/86,HGL/86,1313,1384,40,1xERF
1519,RØ,2567,HG/86,HK/86,973,1087,354,1xEB4DD
1522,RØ,2571,HG/86,HK/86,1033,1147,161,1xERF
1525,RØ,2575,HG/86,HK/86,1093,1207,106,1xEB4DD
1528,RØ,2579,HG/86,KH/86,1153,1208,52,1xERF
1531,RØ,2583,HG/86,RO/86,1213,1298,86,1xEB15Talgo
1534,RØ,2595,HG/86,HK/86,1408,1525,33,1xERF
1537,RØ,2599,HG/86,KH/86,28,83,16,2xERF
1540,RV,2710,FA/86,OD/86,371,436,29,1xICA
1543,RV,2715,OD/86,FA/86,400,450,29,1xERF
1546,RV,2720,FA/86,OD/86,510,564,27,1xICA
1549,RV,2727,OD/86,FA/86,526,588,10,1xERF
1552,RV,2728,FA/86,OD/86,635,694,11,1xICA
1555,RV,2733,OD/86,FA/86,639,689,8,1xERF
1558,RV,2736,FA/86,OD/86,750,801,15,1xERF
1561,RV,2741,OD/86,FA/86,758,811,19,1xEB4DD
1564,RV,2742,FA/86,OD/86,873,934,30,1xICA
1567,RV,2751,OD/86,FA/86,885,948,52,1xERF
1570,RV,2754,FA/86,OD/86,1000,1067,12,1xICA
1573,RV,2759,OD/86,FA/86,1005,1068,45,1xICA
1576,RV,2760,FA/86,OD/86,1110,1164,16,1xMGA
1579,RV,2765,OD/86,FA/86,1116,1170,19,1xERF
1582,RV,2768,FA/86,OD/86,1230,1284,58,1xERF
1585,RR,2776,FA/86,OD/86,1347,1401,15,1xEB15Talgo
1588,RV,2777,OD/86,FA/86,1296,1350,37,1xICU
1591,RV,2785,OD/86,FA/86,1416,1470,14,1xEB15Talgo
1594,RV,2909,FA/86,AR/86,314,383,41,1xICU
1597,RV,2912,AR/86,FA/86,338,406,85,1xICA
1600,RV,2913,FA/86,AR/86,376,446,54,1xICA
1603,RV,2916,AR/86,FA/86,398,466,117,1xICA
1606,RV,2917,FA/86,AR/86,432,500,104,1xICA
1609,RV,2920,AR/86,FA/86,458,526,138,1xICA
1612,RV,2921,FA/86,AR/86,494,563,33,1xICA
1615,RV,2924,AR/86,FA/86,518,586,139,1xICA
1618,RV,2925,FA/86,AR/86,554,623,98,1xICA
1621,RV,2928,AR/86,FA/86,578,646,101,1xICA
1624,RV,2929,FA/86,AR/86,614,683,34,1xICA
1627,RV,2932,AR/86,FA/86,638,706,99,1xICA
1630,RV,2933,FA/86,AR/86,674,743,30,1xICA
1633,RV,2936,AR/86,FA/86,698,766,142,1xICA
1636,RV,2937,FA/86,AR/86,734,803,35,1xICA
1639,RV,2940,AR/86,FA/86,758,826,164,1xMGA
1642,RV,2941,FA/86,AR/86,794,863,43,1xICA
1645,RV,2944,AR/86,FA/86,818,886,110,1xICA
1648,RV,2945,FA/86,AR/86,854,923,51,1xMGA
1651,RV,2948,AR/86,FA/86,878,946,230,2xICA
1654,RV,2949,FA/86,AR/86,914,983,100,1xICA
1657,RV,2952,AR/86,FA/86,938,1006,157,1xMGA
1660,RV,2953,FA/86,AR/86,974,1043,102,1xICU
1663,RV,2956,AR/86,FA/86,998,1066,193,1xMGA
1666,RV,2957,FA/86,AR/86,1034,1103,243,2xICA
1669,RV,2960,AR/86,FA/86,1058,1126,94,1xICA
1672,RV,2961,FA/86,AR/86,1094,1163,30,1xICA
1675,RV,2964,AR/86,FA/86,1118,1186,112,1xICA
1678,RV,2965,FA/86,AR/86,1154,1223,19,1xICA
1681,RV,2968,AR/86,FA/86,1178,1246,38,1xICU
1684,RV,2969,FA/86,AR/86,1214,1283,55,1xICA
1687,RV,2972,AR/86,FA/86,1238,1306,61,1xICA
1690,RV,2973,FA/86,AR/86,1274,1343,14,1xICA
1693,RV,2974,FA/86,KD/86,1348,1359,3,1xERF
1696,RV,2976,AR/86,FA/86,1298,1366,45,1xICA
1699,RV,2980,AR/86,FA/86,1358,1426,54,1xICU
1702,RV,2981,KD/86,FA/86,1369,1381,2,1xERF
1705,RØ,3206,NF/86,KH/86,363,437,173,2xICA
1708,RØ,3306,RO/86,KK/86,437,469,193,1xMGA
1711,RØ,3310,RO/86,KK/86,497,529,164,1xERF
1714,RØ,3327,KK/86,RO/86,446,478,187,1xERF
1717,RØ,3359,HGL/86,RO/86,905,943,144,1xICU
1720,RØ,3363,HGL/86,RO/86,965,1003,177,1xMGA
1723,RØ,3400,KH/86,HG/86,346,396,24,1xEB15Talgo
1726,RØ,3402,KH/86,HG/86,376,426,38,1xEB4DD
1729,RØ,3404,KH/86,HG/86,406,456,50,1xEB4DD
1732,RØ,3406,KH/86,HG/86,436,486,134,1xERF
1735,RR,3408,KH/86,HG/86,466,516,109,1xERF
1738,RØ,3427,HG/86,KH/86,384,434,140,1xERF
1741,RØ,3429,HG/86,KH/86,414,464,292,2xICA
1744,RØ,3431,HG/86,KH/86,444,494,302,2xICU
1747,RØ,3433,HG/86,KH/86,474,524,332,1xEB4DD
1750,RØ,3434,KH/86,HG/86,856,906,194,1xERF
1753,RØ,3435,HG/86,KH/86,504,554,198,1xERF
1756,RØ,3436,KH/86,HG/86,886,936,159,1xEB5DD
1759,RØ,3437,HG/86,KH/86,534,584,212,1xEB5DD
1762,RØ,3438,KH/86,HG/86,916,966,187,1xERF
1765,RØ,3440,KH/86,HG/86,946,996,177,1xERF
1768,RØ,3442,KH/86,HG/86,976,1026,214,1xERF
1771,RØ,3444,KH/86,HG/86,1006,1056,177,1xERF
1774,RØ,3446,KH/86,HG/86,1036,1086,153,1xEB5DD
1777,RØ,3448,KH/86,HG/86,1066,1116,100,1xERF
1780,RØ,3450,KH/86,HG/86,1096,1146,139,1xEB5DD
1783,RØ,3463,HG/86,KH/86,924,974,191,1xERF
1786,RØ,3465,HG/86,KH/86,954,1004,180,1xERF
1789,RØ,3467,HG/86,KH/86,984,1034,86,1xERF
1792,RØ,3469,HG/86,KH/86,1014,1064,78,1xERF
1795,RØ,3471,HG/86,KH/86,1044,1094,62,1xEB15Talgo
1798,RØ,3473,HG/86,KH/86,1074,1124,60,1xERF
1801,RØ,3475,HG/86,KH/86,1104,1154,41,1xEB4DD
1804,RØ,3502,KB/86,KK/86,303,391,133,1xICA
1807,RØ,3506,KB/86,KK/86,359,451,241,2xMGA
1810,RØ,3510,KB/86,KK/86,419,511,370,2xMGA
1813,RØ,3523,KK/86,KB/86,386,474,108,1xICA
1816,RØ,3542,KB/86,KK/86,907,994,212,2xICA
1819,RØ,3546,KB/86,KK/86,967,1054,142,1xICA
1822,RØ,3555,KK/86,KB/86,866,960,206,2xICA
1825,RØ,3559,KK/86,KB/86,926,1020,343,2xMGA
1828,RØ,3563,KK/86,KB/86,986,1080,361,2xMGA
1831,RØ,3802,NF/86,VO/86,283,304,8,1xICA
1834,RØ,3810,NF/86,NÆ/86,403,442,47,1xICA
1837,RØ,3859,NÆ/86,NF/86,998,1037,50,1xICA
1840,RØ,3863,NÆ/86,NF/86,1058,1097,49,1xICA
1843,RV,3915,FA/86,AR/86,401,469,85,1xMGA
1846,RV,3918,AR/86,FA/86,424,492,153,1xMGA
1849,RV,3919,FA/86,AR/86,461,529,30,1xICA
1852,RV,3922,AR/86,FA/86,489,567,64,1xICA
1855,RV,3947,FA/86,AR/86,881,949,165,1xMGA
1858,RV,3950,AR/86,FA/86,909,977,118,1xICA
1861,RV,3951,FA/86,AR/86,941,1009,98,1xICA
1864,RV,3954,AR/86,FA/86,969,1037,161,1xMGA
1867,RV,3958,AR/86,FA/86,1029,1097,75,1xICA
1870,RV,4003,AB/86,ABL/86,358,368,3,2xICA
1873,L,4007,AR/86,ABL/86,345,428,48,2xICA
1876,L,4011,AR/86,ABL/86,405,488,125,1xICU
1879,L,4014,AB/86,AR/86,303,372,74,1xICA
1882,L,4015,AR/86,ABL/86,465,548,81,1xICA
1885,L,4018,AB/86,AR/86,363,433,197,2xICA
1888,L,4019,AR/86,ABL/86,525,608,63,1xICA
1891,L,4022,ABL/86,AR/86,406,493,234,2xICA
1894,L,4023,AR/86,ABL/86,585,668,49,1xICA
1897,L,4026,ABL/86,AR/86,466,553,141,1xICA
1900,L,4027,AR/86,ABL/86,645,728,65,1xICA
1903,L,4030,ABL/86,AR/86,526,613,119,1xICA
1906,L,4031,AR/86,ABL/86,705,788,80,1xICA
1909,L,4034,ABL/86,AR/86,586,673,125,1xICA
1912,L,4035,AR/86,ABL/86,765,848,72,1xICA
1915,L,4038,ABL/86,AR/86,646,733,106,1xICA
1918,L,4039,AR/86,ABL/86,825,908,141,1xICU
1921,L,4042,ABL/86,AR/86,706,793,109,1xICU
1924,L,4043,AR/86,ABL/86,885,968,169,1xMGA
1927,L,4046,ABL/86,AR/86,766,853,111,1xICA
1930,L,4047,AR/86,ABL/86,945,1028,249,2xICA
1933,L,4050,ABL/86,AR/86,826,913,123,1xICA
1936,L,4051,AR/86,ABL/86,1005,1088,156,2xICA
1939,L,4054,ABL/86,AR/86,886,973,169,2xICA
1942,L,4055,AR/86,AB/86,1065,1133,111,1xICA
1945,L,4058,ABL/86,AR/86,946,1033,160,1xMGA
1948,L,4059,AR/86,AB/86,1125,1193,90,1xICA
1951,L,4062,ABL/86,AR/86,1006,1093,90,1xICA
1954,L,4063,AR/86,AB/86,1185,1253,78,1xICA
1957,L,4066,ABL/86,AR/86,1066,1153,56,1xICA
1960,L,4067,AR/86,AB/86,1245,1313,87,1xICA
1963,L,4070,ABL/86,AR/86,1126,1213,37,1xICA
1966,L,4074,AB/86,AR/86,1203,1273,28,1xICA
1969,IC,4101,AR/86,ABL/86,255,344,69,1xICA
1972,IC,4105,AR/86,ABL/86,312,404,21,1xICA
1975,IC,4107,AR/86,ABL/86,372,464,143,1xICA
1978,IC,4113,AR/86,ABL/86,435,524,178,2xICA
1981,IC,4116,AB/86,AR/86,325,403,137,1xICA
1984,IC,4117,AR/86,ABL/86,495,584,88,1xICA
1987,IC,4120,ABL/86,AR/86,368,463,377,3xICA
1990,IC,4121,AR/86,ABL/86,555,644,47,1xICA
1993,IC,4124,ABL/86,AR/86,428,523,233,2xICA
1996,IC,4125,AR/86,ABL/86,615,704,77,1xICU
1999,IC,4128,ABL/86,AR/86,488,583,110,1xICU
2002,IC,4129,AR/86,ABL/86,675,764,70,1xICA
2005,IC,4132,ABL/86,AR/86,548,643,92,1xICA
2008,IC,4133,AR/86,ABL/86,735,824,106,1xICA
2011,IC,4136,ABL/86,AR/86,608,703,105,1xICA
2014,IC,4137,AR/86,ABL/86,795,884,127,1xICA
2017,IC,4140,ABL/86,AR/86,668,763,103,1xICA
2020,IC,4141,AR/86,ABL/86,855,944,150,1xMGA
2023,IC,4144,ABL/86,AR/86,728,823,99,1xICA
2026,IC,4145,AR/86,ABL/86,915,1004,279,2xICA
2029,IC,4148,ABL/86,AR/86,788,883,112,1xICA
2032,IC,4149,AR/86,ABL/86,975,1064,302,2xICA
2035,IC,4152,ABL/86,AR/86,848,943,108,1xICA
2038,IC,4153,AR/86,ABL/86,1035,1124,161,1xMGA
2041,IC,4156,ABL/86,AR/86,908,1003,142,1xICU
2044,IC,4157,AR/86,ABL/86,1095,1184,61,1xICA
2047,IC,4160,ABL/86,AR/86,968,1063,113,1xMGA
2050,IC,4161,AR/86,ABL/86,1155,1244,55,1xICA
2053,IC,4164,ABL/86,AR/86,1028,1123,94,1xICA
2056,IC,4165,AR/86,ABL/86,1215,1304,55,1xICA
2059,IC,4168,ABL/86,AR/86,1088,1183,26,1xICA
2062,RV,4169,AB/86,ABL/86,1354,1364,1,1xICA
2065,IC,4171,AR/86,AB/86,1305,1379,49,1xICA
2068,IC,4172,ABL/86,AR/86,1148,1243,31,1xMGA
2071,IC,4175,AR/86,AB/86,1365,1439,25,1xICA
2074,IC,4176,ABL/86,AR/86,1208,1303,63,1xICA
2077,IC,4178,ABL/86,AB/86,1268,1280,10,3xICA
2080,IC,4179,AR/86,AB/86,1425,1499,11,1xICA
2083,IC,4180,AB/86,AR/86,1285,1363,30,1xICA
2086,IC,4184,ABL/86,AR/86,1328,1423,16,1xICA
2089,IC,4190,ABL/86,AR/86,1378,1473,20,1xICA
2092,IC,4192,AB/86,AR/86,25,103,4,1xICA
2095,RØ,4202,NÆ/86,HG/86,265,392,106,1xEB4DD
2098,RØ,4204,VO/86,HG/86,310,452,222,1xEB4DD
2101,RØ,4206,VO/86,HG/86,370,512,463,1xEB5DD
2104,RØ,4210,NÆ/86,HG/86,448,572,520,1xEB5DD
2107,RØ,4214,NÆ/86,HG/86,508,632,265,1xEB4DD
2110,RØ,4218,NÆ/86,HG/86,568,692,128,1xERF
2113,RØ,4219,HG/86,KH/86,268,323,60,1xERF
2116,RØ,4222,NÆ/86,HG/86,628,752,133,1xERF
2119,RØ,4223,HG/86,NÆ/86,328,452,106,1xERF
2122,RØ,4226,NÆ/86,HG/86,688,812,154,1xEB5DD
2125,RØ,4227,HG/86,NÆ/86,388,512,473,1xEB15Talgo
2128,RØ,4230,NÆ/86,HG/86,748,872,137,1xEB5DD
2131,RØ,4231,HG/86,NÆ/86,448,572,413,1xEB4DD
2134,RØ,4234,NÆ/86,HG/86,808,932,192,1xEB4DD
2137,RØ,4235,HG/86,NÆ/86,508,632,296,1xEB4DD
2140,RØ,4238,NÆ/86,HG/86,868,992,352,1xEB5DD
2143,RØ,4239,HG/86,NÆ/86,568,692,139,1xEB5DD
2146,RØ,4242,NÆ/86,HG/86,928,1052,411,2xERF
2149,RØ,4243,HG/86,NÆ/86,628,752,165,1xERF
2152,RØ,4246,NÆ/86,HG/86,988,1112,208,1xERF
2155,RØ,4247,HG/86,NÆ/86,688,812,150,1xEB5DD
2158,RØ,4250,NÆ/86,HG/86,1048,1172,110,1xERF
2161,RØ,4251,HG/86,NÆ/86,748,872,181,1xERF
2164,RØ,4254,RO/86,HG/86,1147,1232,83,1xERF
2167,RØ,4255,HG/86,NÆ/86,808,932,306,1xEB4DD
2170,RØ,4258,RO/86,HG/86,1207,1292,133,1xEB5DD
2173,RØ,4259,HG/86,NÆ/86,868,992,435,1xEB5DD
2176,RØ,4262,RO/86,HG/86,1267,1352,92,1xEB5DD
2179,RØ,4263,HG/86,NÆ/86,928,1052,484,1xEB5DD
2182,RØ,4266,RO/86,HG/86,1327,1412,137,1xERF
2185,RØ,4267,HG/86,NÆ/86,988,1112,349,1xEB4DD
2188,RØ,4270,KH/86,HG/86,1417,1472,137,3xERF
2191,RØ,4271,HG/86,RO/86,1048,1133,135,1xERF
2194,RØ,4274,KH/86,HG/86,37,92,32,1xICA
2197,RØ,4275,HG/86,RO/86,1108,1193,84,1xEB5DD
2200,RØ,4279,HG/86,RO/86,1168,1253,163,1xEB5DD
2203,RØ,4283,HG/86,KH/86,1228,1283,78,1xERF
2206,RØ,4287,HG/86,KH/86,1288,1343,26,1xEB5DD
2209,RØ,4291,HG/86,KH/86,1348,1403,36,1xEB4DD
2212,RØ,4402,NÆ/86,KH/86,306,373,81,1xEB4DD
2215,RØ,4406,NÆ/86,KH/86,366,433,253,1xEB4DD
2218,RØ,4410,NÆ/86,KH/86,426,493,307,1xEB4DD
2221,RØ,4414,NÆ/86,KK/86,486,562,124,1xICA
2224,RØ,4418,NÆ/86,KK/86,546,622,85,1xEB4DD
2227,RØ,4421,KH/86,NÆ/86,347,412,28,1xICA
2230,RØ,4422,NÆ/86,KK/86,606,682,61,1xEB4DD
2233,RØ,4425,KK/86,NÆ/86,398,472,74,1xMGA
2236,RØ,4426,NÆ/86,KK/86,666,742,54,1xEB4DD
2239,RØ,4429,KH/86,NÆ/86,467,532,66,1xEB5DD
2242,RØ,4430,NÆ/86,KK/86,726,802,44,1xEB4DD
2245,RØ,4433,KH/86,NÆ/86,527,592,39,1xEB4DD
2248,RØ,4434,NÆ/86,KH/86,786,853,58,1xEB15Talgo
2251,RØ,4437,KH/86,NÆ/86,587,652,32,1xEB5DD
2254,RØ,4438,NÆ/86,KH/86,846,913,63,1xERF
2257,RØ,4441,KK/86,NÆ/86,638,712,35,1xEB4DD
2260,RØ,4442,NÆ/86,KH/86,906,973,90,1xERF
2263,RØ,4445,KK/86,NÆ/86,698,772,46,1xEB4DD
2266,RØ,4446,NÆ/86,KH/86,966,1033,79,1xEB5DD
2269,RØ,4449,KK/86,NÆ/86,758,832,59,1xEB4DD
2272,RØ,4450,NÆ/86,KH/86,1026,1093,54,1xEB5DD
2275,RØ,4453,KK/86,NÆ/86,818,892,93,1xEB15Talgo
2278,RØ,4454,NÆ/86,KK/86,1086,1162,34,1xEB5DD
2281,RØ,4457,KK/86,NÆ/86,878,952,169,1xERF
2284,RØ,4461,KH/86,NÆ/86,947,1012,209,1xERF
2287,RØ,4465,KH/86,NÆ/86,1007,1072,237,1xEB15Talgo
2290,RØ,4469,KH/86,NÆ/86,1067,1132,93,1xEB5DD
2293,RØ,4473,KH/86,NÆ/86,1127,1192,59,1xEB5DD
2296,RØ,4500,KH/86,HG/86,382,437,26,1xICU
2299,RØ,4504,HK/86,HG/86,383,497,314,1xEB4DD
2302,RØ,4508,HK/86,HG/86,443,557,507,1xEB5DD
2305,RØ,4512,HK/86,HG/86,503,617,259,1xEB5DD
2308,RØ,4516,HK/86,HG/86,563,677,144,1xEB5DD
2311,RØ,4520,HK/86,HG/86,623,737,126,1xERF
2314,RØ,4521,KK/86,HK/86,332,397,50,1xEB5DD
2317,RØ,4524,HK/86,HG/86,683,797,135,1xEB4DD
2320,RØ,4525,HG/86,HK/86,343,457,108,1xEB4DD
2323,RØ,4528,HK/86,HG/86,743,857,147,1xEB5DD
2326,RØ,4529,HG/86,HK/86,403,517,324,1xEB15Talgo
2329,RØ,4532,HK/86,HG/86,803,917,169,1xEB5DD
2332,RØ,4533,HG/86,HK/86,463,577,475,1xEB5DD
2335,RØ,4536,HK/86,HG/86,863,977,267,1xEB4DD
2338,RØ,4537,HG/86,HK/86,523,637,148,1xERF
2341,RØ,4540,HK/86,HG/86,923,1037,316,1xEB5DD
2344,RØ,4541,HG/86,HK/86,583,697,119,1xEB5DD
2347,RØ,4544,HK/86,HG/86,983,1097,194,1xEB4DD
2350,RØ,4545,HG/86,HK/86,643,757,137,1xEB5DD
2353,RØ,4548,HK/86,HG/86,1043,1157,121,1xERF
2356,RØ,4549,HG/86,HK/86,703,817,138,1xERF
2359,RØ,4552,HK/86,HG/86,1103,1217,100,1xEB4DD
2362,RØ,4553,HG/86,HK/86,763,877,182,1xERF
2365,RØ,4556,HK/86,HG/86,1163,1277,118,1xERF
2368,RØ,4557,HG/86,HK/86,823,937,216,1xEB5DD
2371,RØ,4560,HK/86,HG/86,1223,1337,95,1xEB4DD
2374,RØ,4561,HG/86,HK/86,883,997,340,1xEB5DD
2377,RØ,4565,HG/86,HK/86,943,1057,352,1xEB4DD
2380,RØ,4569,HG/86,HK/86,1003,1117,287,1xEB5DD
2383,RØ,4573,HG/86,HK/86,1063,1177,156,1xEB5DD
2386,RØ,4577,HG/86,HK/86,1123,1237,122,1xERF
2389,RØ,4581,HG/86,HK/86,1183,1297,184,1xERF
2392,RØ,4585,HG/86,KH/86,1243,1298,87,1xERF
2395,RØ,4589,HG/86,KH/86,1303,1358,65,1xEB5DD
2398,RR,4708,FA/86,OD/86,334,376,57,2xICA
2401,RV,4713,OD/86,FA/86,340,386,17,1xERF
2404,RR,4714,FA/86,OD/86,422,468,70,1xMGA
2407,RV,4716,FA/86,OD/86,450,496,45,1xERF
2410,RV,4719,OD/86,FA/86,432,477,29,1xMGA
2413,RV,4721,OD/86,FA/86,460,506,30,1xICA
2416,RV,4724,FA/86,OD/86,570,616,16,1xERF
2419,RV,4729,OD/86,FA/86,580,626,10,1xERF
2422,RV,4732,FA/86,OD/86,690,736,8,1xEB4DD
2425,RV,4737,OD/86,FA/86,704,750,15,1xICA
2428,RV,4740,FA/86,OD/86,810,856,37,1xERF
2431,RV,4745,OD/86,FA/86,820,866,28,1xICA
2434,RV,4748,FA/86,OD/86,930,976,31,1xICA
2437,RV,4753,OD/86,FA/86,943,989,72,1xICA
2440,RV,4756,FA/86,OD/86,1050,1096,31,1xERF
2443,RV,4761,OD/86,FA/86,1063,1109,24,1xERF
2446,RV,4764,FA/86,OD/86,1170,1216,14,1xICU
2449,RV,4769,OD/86,FA/86,1180,1226,40,1xERF
2452,RV,4772,FA/86,OD/86,1290,1336,9,2xERF
2455,RØ,4804,NF/86,NÆ/86,307,346,18,1xICA
2458,RØ,4808,NF/86,NÆ/86,366,405,16,1xICA
2461,RØ,4812,NF/86,NÆ/86,427,466,29,1xICA
2464,RØ,4816,NF/86,NÆ/86,487,526,25,1xICA
2467,RØ,4817,NÆ/86,NF/86,373,412,41,1xICA
2470,RØ,4820,NF/86,NÆ/86,547,586,19,1xICA
2473,RØ,4821,NÆ/86,NF/86,433,472,32,1xICA
2476,RØ,4824,NF/86,NÆ/86,607,646,15,1xICA
2479,RØ,4825,NÆ/86,NF/86,493,532,36,1xMGA
2482,RØ,4828,NF/86,NÆ/86,667,706,14,1xICA
2485,RØ,4829,NÆ/86,NF/86,553,592,33,1xICA
2488,RØ,4832,NF/86,NÆ/86,727,766,23,1xICA
2491,RØ,4833,NÆ/86,NF/86,613,652,15,1xICA
2494,RØ,4836,NF/86,NÆ/86,787,826,29,1xICA
2497,RØ,4837,NÆ/86,NF/86,673,712,15,1xICA
2500,RØ,4840,NF/86,NÆ/86,847,886,42,1xICA
2503,RØ,4841,NÆ/86,NF/86,733,772,18,1xICA
2506,RØ,4844,NF/86,NÆ/86,907,946,53,1xICA
2509,RØ,4845,NÆ/86,NF/86,793,832,22,1xICA
2512,RØ,4848,NF/86,NÆ/86,967,1006,34,1xICA
2515,RØ,4849,NÆ/86,NF/86,853,892,38,1xICA
2518,RØ,4852,NF/86,NÆ/86,1027,1066,21,1xICA
2521,RØ,4853,NÆ/86,NF/86,913,952,53,1xICA
2524,RØ,4856,NF/86,NÆ/86,1087,1126,13,1xICA
2527,RØ,4857,NÆ/86,NF/86,973,1012,48,1xICA
2530,RØ,4860,NF/86,NÆ/86,1147,1186,9,1xICA
2533,RØ,4861,NÆ/86,NF/86,1033,1072,25,1xICA
2536,RØ,4865,NÆ/86,NF/86,1093,1132,20,1xICA
2539,RØ,4869,NÆ/86,NF/86,1153,1192,24,1xICA
2542,RØ,4873,NÆ/86,NF/86,1213,1252,29,1xICU
2545,RØ,4895,KH/86,NF/86,10,114,52,1xICA
2548,IC,5750,FLB/80,FA/86,365,450,31,1xERF
2551,IC,5751,FA/86,FLB/80,270,353,9,1xERF
2554,IC,5752,FLB/80,FA/86,485,570,30,1xERF
2557,IC,5753,FA/86,FLB/80,390,473,17,1xERF
2560,IC,5754,FLB/80,FA/86,605,690,16,1xEB4DD
2563,IC,5755,FA/86,FLB/80,510,593,65,1xEB4DD
2566,IC,5756,FLB/80,FA/86,723,810,38,1xERF
2569,IC,5757,FA/86,FLB/80,630,713,17,1xERF
2572,IC,5758,FLB/80,FA/86,845,930,37,1xERF
2575,IC,5759,FA/86,FLB/80,750,833,30,1xERF
2578,IC,5760,FLB/80,FA/86,965,1050,21,1xERF
2581,IC,5761,FA/86,FLB/80,870,953,49,1xERF
2584,IC,5762,FLB/80,FA/86,1085,1170,15,1xEB4DD
2587,IC,5763,FA/86,FLB/80,990,1073,74,1xEB4DD
