TrainId,FromStation,ConnectionStation,ToStation,ArrivalAtConnection,DepartureFromConnection
1521,HGL/86,KB/86,End,445,445
1524,Start,KB/86,KK/86,637,637
1524,KB/86,KK/86,End,727,727
1525,Start,KK/86,KB/86,413,413
1525,KK/86,KB/86,End,505,505
1528,Start,KB/86,KK/86,697,697
1528,KB/86,KK/86,End,787,787
1529,Start,KK/86,KB/86,473,473
1529,KK/86,KB/86,End,565,565
1532,Start,KB/86,KK/86,757,757
1532,KB/86,KK/86,End,847,847
1533,Start,KK/86,KB/86,533,533
1533,KK/86,KB/86,End,625,625
1536,Start,KB/86,KK/86,817,817
1536,KB/86,KK/86,End,907,907
1537,Start,KK/86,KB/86,593,593
1537,KK/86,KB/86,End,685,685
1540,Start,KB/86,KK/86,877,877
1540,KB/86,KK/86,End,967,967
1541,Start,KH/86,KB/86,662,662
1541,KH/86,KB/86,End,745,745
1544,Start,KB/86,KK/86,937,937
1544,KB/86,KK/86,End,1027,1027
1545,Start,KK/86,KB/86,713,713
1545,KK/86,KB/86,End,805,805
1548,Start,KB/86,KK/86,997,997
1548,KB/86,KK/86,End,1087,1087
1549,Start,KK/86,KB/86,773,773
1549,KK/86,KB/86,End,865,865
1552,Start,KB/86,KK/86,1057,1057
1552,KB/86,KK/86,End,1147,1147
1553,Start,KK/86,KB/86,833,833
1553,KK/86,KB/86,End,925,925
1556,Start,KB/86,HGL/86,1117,1117
1556,KB/86,HGL/86,End,1214,1214
1557,Start,KK/86,KB/86,893,893
1557,KK/86,KB/86,End,985,985
1560,Start,KB/86,KK/86,1177,1177
1560,KB/86,KK/86,End,1266,1266
1561,Start,KK/86,KB/86,953,953
1561,KK/86,KB/86,End,1045,1045
1564,Start,KB/86,KK/86,1237,1237
1564,KB/86,KK/86,End,1326,1326
1565,Start,KK/86,KB/86,1013,1013
1565,KK/86,KB/86,End,1105,1105
1569,Start,KK/86,KB/86,1073,1073
1569,KK/86,KB/86,End,1165,1165
1570,Start,KB/86,KH/86,1310,1310
1570,KB/86,KH/86,End,1410,1410
1573,Start,KK/86,KB/86,1133,1133
1573,KK/86,KB/86,End,1225,1225
1574,Start,KB/86,KH/86,1370,1370
1574,KB/86,KH/86,End,1470,1470
1577,Start,KH/86,KB/86,1202,1202
1577,KH/86,KB/86,End,1285,1285
1581,Start,KK/86,KB/86,1253,1253
1581,KK/86,KB/86,End,1346,1346
1583,Start,KK/86,KB/86,1274,1274
1583,KK/86,KB/86,End,1393,1393
1587,Start,KK/86,KB/86,1343,1343
1587,KK/86,KB/86,End,1453,1453
1591,Start,KH/86,KB/86,1410,1410
1591,KH/86,KB/86,End,1510,1510
2085,Start,HG/86,KH/86,1258,1258
2085,HG/86,KH/86,End,1313,1313
2089,Start,HG/86,KH/86,1318,1318
2089,HG/86,KH/86,End,1373,1373
2093,Start,HG/86,KH/86,1378,1378
2093,HG/86,KH/86,End,1433,1433
2200,Start,KH/86,HG/86,307,307
2200,KH/86,HG/86,End,362,362
2202,Start,KH/86,HG/86,367,367
2202,KH/86,HG/86,End,422,422
2204,Start,NÆ/86,HG/86,358,358
2204,NÆ/86,HG/86,End,482,482
2208,Start,NÆ/86,HG/86,418,418
2208,NÆ/86,HG/86,End,542,542
2212,Start,NÆ/86,HG/86,478,478
2212,NÆ/86,HG/86,End,602,602
2216,Start,NÆ/86,HG/86,538,538
2216,NÆ/86,HG/86,End,662,662
2217,Start,KH/86,NÆ/86,296,296
2217,KH/86,NÆ/86,End,362,362
2219,Start,HG/86,KH/86,298,298
2219,HG/86,KH/86,End,353,353
2220,Start,NÆ/86,HG/86,598,598
2220,NÆ/86,HG/86,End,722,722
2221,Start,KH/86,NÆ/86,356,356
2221,KH/86,NÆ/86,End,422,422
2224,Start,NÆ/86,HG/86,658,658
2224,NÆ/86,HG/86,End,782,782
2225,Start,HG/86,NÆ/86,358,358
2225,HG/86,NÆ/86,End,482,482
2228,Start,NÆ/86,HG/86,718,718
2228,NÆ/86,HG/86,End,842,842
2229,Start,HG/86,NÆ/86,418,418
2229,HG/86,NÆ/86,End,542,542
2232,Start,NÆ/86,HG/86,778,778
2232,NÆ/86,HG/86,End,902,902
2233,Start,HG/86,NÆ/86,478,478
2233,HG/86,NÆ/86,End,602,602
2236,Start,NÆ/86,HG/86,838,838
2236,NÆ/86,HG/86,End,962,962
2237,Start,HG/86,NÆ/86,538,538
2237,HG/86,NÆ/86,End,662,662
2240,Start,NÆ/86,HG/86,898,898
2240,NÆ/86,HG/86,End,1022,1022
2241,Start,HG/86,NÆ/86,598,598
2241,HG/86,NÆ/86,End,722,722
2244,Start,NÆ/86,HG/86,958,958
2244,NÆ/86,HG/86,End,1082,1082
2245,Start,HG/86,NÆ/86,658,658
2245,HG/86,NÆ/86,End,782,782
2248,Start,NÆ/86,HG/86,1018,1018
2248,NÆ/86,HG/86,End,1142,1142
2249,Start,HG/86,NÆ/86,718,718
2249,HG/86,NÆ/86,End,842,842
2252,Start,NÆ/86,HG/86,1078,1078
2252,NÆ/86,HG/86,End,1202,1202
2253,Start,HG/86,NÆ/86,778,778
2253,HG/86,NÆ/86,End,902,902
2256,Start,NÆ/86,HG/86,1138,1138
2256,NÆ/86,HG/86,End,1262,1262
2257,Start,HG/86,NÆ/86,838,838
2257,HG/86,NÆ/86,End,962,962
2260,Start,NÆ/86,HG/86,1198,1198
2260,NÆ/86,HG/86,End,1322,1322
2261,Start,HG/86,NÆ/86,898,898
2261,HG/86,NÆ/86,End,1022,1022
2264,Start,NÆ/86,HG/86,1258,1258
2264,NÆ/86,HG/86,End,1382,1382
2265,Start,HG/86,NÆ/86,958,958
2265,HG/86,NÆ/86,End,1082,1082
2268,Start,NÆ/86,HG/86,1318,1318
2268,NÆ/86,HG/86,End,1442,1442
2269,Start,HG/86,NÆ/86,1018,1018
2269,HG/86,NÆ/86,End,1142,1142
2270,Start,NÆ/86,KH/86,1365,1365
2270,NÆ/86,KH/86,End,1430,1430
2272,Start,KH/86,HG/86,7,7
2272,KH/86,HG/86,End,62,62
2273,Start,HG/86,NÆ/86,1078,1078
2273,HG/86,NÆ/86,End,1202,1202
2277,Start,HG/86,NÆ/86,1138,1138
2277,HG/86,NÆ/86,End,1262,1262
2281,Start,HG/86,NÆ/86,1198,1198
2281,HG/86,NÆ/86,End,1322,1322
2287,Start,HG/86,NÆ/86,1273,1273
2287,HG/86,NÆ/86,End,1396,1396
2291,Start,KH/86,NÆ/86,1390,1390
2291,KH/86,NÆ/86,End,1454,1454
2297,Start,HG/86,KH/86,1438,1438
2297,HG/86,KH/86,End,1493,1493
2299,Start,KH/86,NÆ/86,70,70
2299,KH/86,NÆ/86,End,134,134
2304,Start,FA/86,ES/86,307,307
2304,FA/86,ES/86,End,370,370
2308,Start,FA/86,ES/86,367,367
2308,FA/86,ES/86,End,430,430
2312,Start,FA/86,ES/86,411,411
2312,FA/86,ES/86,End,474,474
2313,Start,ES/86,FA/86,303,303
2313,ES/86,FA/86,End,367,367
2316,Start,FA/86,ES/86,471,471
2316,FA/86,ES/86,End,534,534
2317,Start,ES/86,FA/86,362,362
2317,ES/86,FA/86,End,427,427
2320,Start,FA/86,ES/86,531,531
2320,FA/86,ES/86,End,594,594
2321,Start,ES/86,FA/86,422,422
2321,ES/86,FA/86,End,487,487
2324,Start,FA/86,ES/86,591,591
2324,FA/86,ES/86,End,654,654
2325,Start,ES/86,FA/86,484,484
2325,ES/86,FA/86,End,549,549
2328,Start,FA/86,ES/86,651,651
2328,FA/86,ES/86,End,714,714
2329,Start,ES/86,FA/86,543,543
2329,ES/86,FA/86,End,607,607
2332,Start,FA/86,ES/86,711,711
2332,FA/86,ES/86,End,774,774
2333,Start,ES/86,FA/86,603,603
2333,ES/86,FA/86,End,667,667
2336,Start,FA/86,ES/86,771,771
2336,FA/86,ES/86,End,834,834
2337,Start,ES/86,FA/86,663,663
2337,ES/86,FA/86,End,727,727
2340,Start,FA/86,ES/86,831,831
2340,FA/86,ES/86,End,894,894
2341,Start,ES/86,FA/86,724,724
2341,ES/86,FA/86,End,789,789
2344,Start,FA/86,ES/86,891,891
2344,FA/86,ES/86,End,954,954
2345,Start,ES/86,FA/86,783,783
2345,ES/86,FA/86,End,847,847
2348,Start,FA/86,ES/86,951,951
2348,FA/86,ES/86,End,1014,1014
2349,Start,ES/86,FA/86,843,843
2349,ES/86,FA/86,End,907,907
2352,Start,FA/86,ES/86,1011,1011
2352,FA/86,ES/86,End,1074,1074
2353,Start,ES/86,FA/86,903,903
2353,ES/86,FA/86,End,967,967
2356,Start,FA/86,ES/86,1071,1071
2356,FA/86,ES/86,End,1134,1134
2357,Start,ES/86,FA/86,964,964
2357,ES/86,FA/86,End,1029,1029
2360,Start,FA/86,ES/86,1131,1131
2360,FA/86,ES/86,End,1194,1194
2361,Start,ES/86,FA/86,1023,1023
2361,ES/86,FA/86,End,1087,1087
2364,Start,FA/86,ES/86,1191,1191
2364,FA/86,ES/86,End,1254,1254
2365,Start,ES/86,FA/86,1083,1083
2365,ES/86,FA/86,End,1147,1147
2368,Start,FA/86,ES/86,1251,1251
2368,FA/86,ES/86,End,1314,1314
2369,Start,ES/86,FA/86,1143,1143
2369,ES/86,FA/86,End,1207,1207
2371,Start,ES/86,FA/86,1203,1203
2371,ES/86,FA/86,End,1267,1267
2374,Start,FA/86,ES/86,1311,1311
2374,FA/86,ES/86,End,1374,1374
2376,Start,FA/86,ES/86,1392,1392
2376,FA/86,ES/86,End,1455,1455
2377,Start,ES/86,FA/86,1263,1263
2377,ES/86,FA/86,End,1327,1327
2383,Start,ES/86,FA/86,1361,1361
2383,ES/86,FA/86,End,1425,1425
2387,Start,ES/86,FA/86,1421,1421
2387,ES/86,FA/86,End,1485,1485
2400,Start,NÆ/86,KH/86,276,276
2400,NÆ/86,KH/86,End,343,343
2404,Start,NÆ/86,KH/86,336,336
2404,NÆ/86,KH/86,End,403,403
2408,Start,NÆ/86,KH/86,396,396
2408,NÆ/86,KH/86,End,463,463
2412,Start,NÆ/86,KK/86,456,456
2412,NÆ/86,KK/86,End,532,532
2416,Start,NÆ/86,KK/86,516,516
2416,NÆ/86,KK/86,End,592,592
2419,Start,KH/86,NÆ/86,317,317
2419,KH/86,NÆ/86,End,382,382
2420,Start,NÆ/86,KK/86,576,576
2420,NÆ/86,KK/86,End,652,652
2423,Start,KH/86,NÆ/86,377,377
2423,KH/86,NÆ/86,End,442,442
2424,Start,NÆ/86,KH/86,636,636
2424,NÆ/86,KH/86,End,703,703
2427,Start,KH/86,NÆ/86,437,437
2427,KH/86,NÆ/86,End,502,502
2428,Start,NÆ/86,KK/86,696,696
2428,NÆ/86,KK/86,End,772,772
2431,Start,KH/86,NÆ/86,497,497
2431,KH/86,NÆ/86,End,562,562
2432,Start,NÆ/86,KK/86,756,756
2432,NÆ/86,KK/86,End,832,832
2435,Start,KH/86,NÆ/86,557,557
2435,KH/86,NÆ/86,End,622,622
2436,Start,NÆ/86,KH/86,816,816
2436,NÆ/86,KH/86,End,883,883
2439,Start,KK/86,NÆ/86,608,608
2439,KK/86,NÆ/86,End,682,682
2440,Start,NÆ/86,KH/86,876,876
2440,NÆ/86,KH/86,End,943,943
2443,Start,KK/86,NÆ/86,668,668
2443,KK/86,NÆ/86,End,742,742
2444,Start,NÆ/86,KH/86,936,936
2444,NÆ/86,KH/86,End,1003,1003
2447,Start,KK/86,NÆ/86,728,728
2447,KK/86,NÆ/86,End,802,802
2448,Start,NÆ/86,KH/86,996,996
2448,NÆ/86,KH/86,End,1063,1063
2451,Start,KK/86,NÆ/86,788,788
2451,KK/86,NÆ/86,End,862,862
2452,Start,NÆ/86,KH/86,1056,1056
2452,NÆ/86,KH/86,End,1123,1123
2455,Start,KK/86,NÆ/86,848,848
2455,KK/86,NÆ/86,End,922,922
2456,Start,NÆ/86,KK/86,1116,1116
2456,NÆ/86,KK/86,End,1192,1192
2459,Start,KK/86,NÆ/86,908,908
2459,KK/86,NÆ/86,End,982,982
2460,Start,NÆ/86,KH/86,1176,1176
2460,NÆ/86,KH/86,End,1243,1243
2463,Start,KH/86,NÆ/86,977,977
2463,KH/86,NÆ/86,End,1042,1042
2464,Start,NÆ/86,KH/86,1236,1236
2464,NÆ/86,KH/86,End,1303,1303
2467,Start,KH/86,NÆ/86,1037,1037
2467,KH/86,NÆ/86,End,1102,1102
2468,Start,NÆ/86,KH/86,1296,1296
2468,NÆ/86,KH/86,End,1363,1363
2471,Start,KH/86,NÆ/86,1097,1097
2471,KH/86,NÆ/86,End,1162,1162
2474,Start,NÆ/86,KK/86,1356,1356
2474,NÆ/86,KK/86,End,1440,1440
2475,Start,KH/86,NÆ/86,1157,1157
2475,KH/86,NÆ/86,End,1222,1222
2476,Start,NÆ/86,HGL/86,1416,1416
2476,NÆ/86,HGL/86,End,1506,1506
2479,Start,KK/86,NÆ/86,1208,1208
2479,KK/86,NÆ/86,End,1282,1282
2483,Start,KK/86,NÆ/86,1268,1268
2483,KK/86,NÆ/86,End,1342,1342
2487,Start,KK/86,NÆ/86,1328,1328
2487,KK/86,NÆ/86,End,1402,1402
2491,Start,KH/86,NÆ/86,1397,1397
2491,KH/86,NÆ/86,End,1462,1462
2495,Start,KH/86,NÆ/86,17,17
2495,KH/86,NÆ/86,End,77,77
2500,Start,KH/86,HG/86,352,352
2500,KH/86,HG/86,End,407,407
2502,Start,HK/86,HG/86,353,353
2502,HK/86,HG/86,End,467,467
2506,Start,HK/86,HG/86,413,413
2506,HK/86,HG/86,End,527,527
2510,Start,HK/86,HG/86,473,473
2510,HK/86,HG/86,End,587,587
2514,Start,HK/86,HG/86,533,533
2514,HK/86,HG/86,End,647,647
2518,Start,HK/86,HG/86,593,593
2518,HK/86,HG/86,End,707,707
2519,Start,KH/86,HK/86,312,312
2519,KH/86,HK/86,End,367,367
2522,Start,HK/86,HG/86,653,653
2522,HK/86,HG/86,End,767,767
2523,Start,HGL/86,HK/86,356,356
2523,HGL/86,HK/86,End,427,427
2526,Start,HK/86,HG/86,713,713
2526,HK/86,HG/86,End,827,827
2527,Start,HG/86,HK/86,373,373
2527,HG/86,HK/86,End,487,487
2530,Start,HK/86,HG/86,773,773
2530,HK/86,HG/86,End,887,887
2531,Start,HG/86,HK/86,433,433
2531,HG/86,HK/86,End,547,547
2534,Start,HK/86,HG/86,833,833
2534,HK/86,HG/86,End,947,947
2535,Start,HG/86,HK/86,493,493
2535,HG/86,HK/86,End,607,607
2538,Start,HK/86,HG/86,893,893
2538,HK/86,HG/86,End,1007,1007
2539,Start,HG/86,HK/86,553,553
2539,HG/86,HK/86,End,667,667
2542,Start,HK/86,HG/86,953,953
2542,HK/86,HG/86,End,1067,1067
2543,Start,HG/86,HK/86,613,613
2543,HG/86,HK/86,End,727,727
2546,Start,HK/86,HG/86,1013,1013
2546,HK/86,HG/86,End,1127,1127
2547,Start,HG/86,HK/86,673,673
2547,HG/86,HK/86,End,787,787
2550,Start,HK/86,HG/86,1073,1073
2550,HK/86,HG/86,End,1187,1187
2551,Start,HG/86,HK/86,733,733
2551,HG/86,HK/86,End,847,847
2554,Start,HK/86,HG/86,1133,1133
2554,HK/86,HG/86,End,1247,1247
2555,Start,HG/86,HK/86,793,793
2555,HG/86,HK/86,End,907,907
2558,Start,HK/86,HG/86,1193,1193
2558,HK/86,HG/86,End,1307,1307
2559,Start,HG/86,HK/86,853,853
2559,HG/86,HK/86,End,967,967
2562,Start,HK/86,HGL/86,1253,1253
2562,HK/86,HGL/86,End,1324,1324
2563,Start,HG/86,HK/86,913,913
2563,HG/86,HK/86,End,1027,1027
2566,Start,HK/86,HGL/86,1313,1313
2566,HK/86,HGL/86,End,1384,1384
2567,Start,HG/86,HK/86,973,973
2567,HG/86,HK/86,End,1087,1087
2571,Start,HG/86,HK/86,1033,1033
2571,HG/86,HK/86,End,1147,1147
2575,Start,HG/86,HK/86,1093,1093
2575,HG/86,HK/86,End,1207,1207
2579,Start,HG/86,KH/86,1153,1153
2579,HG/86,KH/86,End,1208,1208
2583,Start,HG/86,RO/86,1213,1213
2583,HG/86,RO/86,End,1298,1298
2595,Start,HG/86,HK/86,1408,1408
2595,HG/86,HK/86,End,1525,1525
2599,Start,HG/86,KH/86,28,28
2599,HG/86,KH/86,End,83,83
2710,Start,FA/86,OD/86,371,371
2710,FA/86,OD/86,End,436,436
2715,Start,OD/86,FA/86,400,400
2715,OD/86,FA/86,End,450,450
2720,Start,FA/86,OD/86,510,510
2720,FA/86,OD/86,End,564,564
2727,Start,OD/86,FA/86,526,526
2727,OD/86,FA/86,End,588,588
2728,Start,FA/86,OD/86,635,635
2728,FA/86,OD/86,End,694,694
2733,Start,OD/86,FA/86,639,639
2733,OD/86,FA/86,End,689,689
2736,Start,FA/86,OD/86,750,750
2736,FA/86,OD/86,End,801,801
2741,Start,OD/86,FA/86,758,758
2741,OD/86,FA/86,End,811,811
2742,Start,FA/86,OD/86,873,873
2742,FA/86,OD/86,End,934,934
2751,Start,OD/86,FA/86,885,885
2751,OD/86,FA/86,End,948,948
2754,Start,FA/86,OD/86,1000,1000
2754,FA/86,OD/86,End,1067,1067
2759,Start,OD/86,FA/86,1005,1005
2759,OD/86,FA/86,End,1068,1068
2760,Start,FA/86,OD/86,1110,1110
2760,FA/86,OD/86,End,1164,1164
2765,Start,OD/86,FA/86,1116,1116
2765,OD/86,FA/86,End,1170,1170
2768,Start,FA/86,OD/86,1230,1230
2768,FA/86,OD/86,End,1284,1284
2776,Start,FA/86,OD/86,1347,1347
2776,FA/86,OD/86,End,1401,1401
2777,Start,OD/86,FA/86,1296,1296
2777,OD/86,FA/86,End,1350,1350
2785,Start,OD/86,FA/86,1416,1416
2785,OD/86,FA/86,End,1470,1470
2909,Start,FA/86,AR/86,314,314
2909,FA/86,AR/86,End,383,383
2912,Start,AR/86,FA/86,338,338
2912,AR/86,FA/86,End,406,406
2913,Start,FA/86,AR/86,376,376
2913,FA/86,AR/86,End,446,446
2916,Start,AR/86,FA/86,398,398
2916,AR/86,FA/86,End,466,466
2917,Start,FA/86,AR/86,432,432
2917,FA/86,AR/86,End,500,500
2920,Start,AR/86,FA/86,458,458
2920,AR/86,FA/86,End,526,526
2921,Start,FA/86,AR/86,494,494
2921,FA/86,AR/86,End,563,563
2924,Start,AR/86,FA/86,518,518
2924,AR/86,FA/86,End,586,586
2925,Start,FA/86,AR/86,554,554
2925,FA/86,AR/86,End,623,623
2928,Start,AR/86,FA/86,578,578
2928,AR/86,FA/86,End,646,646
2929,Start,FA/86,AR/86,614,614
2929,FA/86,AR/86,End,683,683
2932,Start,AR/86,FA/86,638,638
2932,AR/86,FA/86,End,706,706
2933,Start,FA/86,AR/86,674,674
2933,FA/86,AR/86,End,743,743
2936,Start,AR/86,FA/86,698,698
2936,AR/86,FA/86,End,766,766
2937,Start,FA/86,AR/86,734,734
2937,FA/86,AR/86,End,803,803
2940,Start,AR/86,FA/86,758,758
2940,AR/86,FA/86,End,826,826
2941,Start,FA/86,AR/86,794,794
2941,FA/86,AR/86,End,863,863
2944,Start,AR/86,FA/86,818,818
2944,AR/86,FA/86,End,886,886
2945,Start,FA/86,AR/86,854,854
2945,FA/86,AR/86,End,923,923
2948,Start,AR/86,FA/86,878,878
2948,AR/86,FA/86,End,946,946
2949,Start,FA/86,AR/86,914,914
2949,FA/86,AR/86,End,983,983
2952,Start,AR/86,FA/86,938,938
2952,AR/86,FA/86,End,1006,1006
2953,Start,FA/86,AR/86,974,974
2953,FA/86,AR/86,End,1043,1043
2956,Start,AR/86,FA/86,998,998
2956,AR/86,FA/86,End,1066,1066
2957,Start,FA/86,AR/86,1034,1034
2957,FA/86,AR/86,End,1103,1103
2960,Start,AR/86,FA/86,1058,1058
2960,AR/86,FA/86,End,1126,1126
2961,Start,FA/86,AR/86,1094,1094
2961,FA/86,AR/86,End,1163,1163
2964,Start,AR/86,FA/86,1118,1118
2964,AR/86,FA/86,End,1186,1186
2965,Start,FA/86,AR/86,1154,1154
2965,FA/86,AR/86,End,1223,1223
2968,Start,AR/86,FA/86,1178,1178
2968,AR/86,FA/86,End,1246,1246
2969,Start,FA/86,AR/86,1214,1214
2969,FA/86,AR/86,End,1283,1283
2972,Start,AR/86,FA/86,1238,1238
2972,AR/86,FA/86,End,1306,1306
2973,Start,FA/86,AR/86,1274,1274
2973,FA/86,AR/86,End,1343,1343
2974,Start,FA/86,KD/86,1348,1348
2974,FA/86,KD/86,End,1359,1359
2976,Start,AR/86,FA/86,1298,1298
2976,AR/86,FA/86,End,1366,1366
2980,Start,AR/86,FA/86,1358,1358
2980,AR/86,FA/86,End,1426,1426
2981,Start,KD/86,FA/86,1369,1369
2981,KD/86,FA/86,End,1381,1381
3206,Start,NF/86,KH/86,363,363
3206,NF/86,KH/86,End,437,437
3306,Start,RO/86,KK/86,437,437
3306,RO/86,KK/86,End,469,469
3310,Start,RO/86,KK/86,497,497
3310,RO/86,KK/86,End,529,529
3327,Start,KK/86,RO/86,446,446
3327,KK/86,RO/86,End,478,478
3359,Start,HGL/86,RO/86,905,905
3359,HGL/86,RO/86,End,943,943
3363,Start,HGL/86,RO/86,965,965
3363,HGL/86,RO/86,End,1003,1003
3400,Start,KH/86,HG/86,346,346
3400,KH/86,HG/86,End,396,396
3402,Start,KH/86,HG/86,376,376
3402,KH/86,HG/86,End,426,426
3404,Start,KH/86,HG/86,406,406
3404,KH/86,HG/86,End,456,456
3406,Start,KH/86,HG/86,436,436
3406,KH/86,HG/86,End,486,486
3408,Start,KH/86,HG/86,466,466
3408,KH/86,HG/86,End,516,516
3427,Start,HG/86,KH/86,384,384
3427,HG/86,KH/86,End,434,434
3429,Start,HG/86,KH/86,414,414
3429,HG/86,KH/86,End,464,464
3431,Start,HG/86,KH/86,444,444
3431,HG/86,KH/86,End,494,494
3433,Start,HG/86,KH/86,474,474
3433,HG/86,KH/86,End,524,524
3434,Start,KH/86,HG/86,856,856
3434,KH/86,HG/86,End,906,906
3435,Start,HG/86,KH/86,504,504
3435,HG/86,KH/86,End,554,554
3436,Start,KH/86,HG/86,886,886
3436,KH/86,HG/86,End,936,936
3437,Start,HG/86,KH/86,534,534
3437,HG/86,KH/86,End,584,584
3438,Start,KH/86,HG/86,916,916
3438,KH/86,HG/86,End,966,966
3440,Start,KH/86,HG/86,946,946
3440,KH/86,HG/86,End,996,996
3442,Start,KH/86,HG/86,976,976
3442,KH/86,HG/86,End,1026,1026
3444,Start,KH/86,HG/86,1006,1006
3444,KH/86,HG/86,End,1056,1056
3446,Start,KH/86,HG/86,1036,1036
3446,KH/86,HG/86,End,1086,1086
3448,Start,KH/86,HG/86,1066,1066
3448,KH/86,HG/86,End,1116,1116
3450,Start,KH/86,HG/86,1096,1096
3450,KH/86,HG/86,End,1146,1146
3463,Start,HG/86,KH/86,924,924
3463,HG/86,KH/86,End,974,974
3465,Start,HG/86,KH/86,954,954
3465,HG/86,KH/86,End,1004,1004
3467,Start,HG/86,KH/86,984,984
3467,HG/86,KH/86,End,1034,1034
3469,Start,HG/86,KH/86,1014,1014
3469,HG/86,KH/86,End,1064,1064
3471,Start,HG/86,KH/86,1044,1044
3471,HG/86,KH/86,End,1094,1094
3473,Start,HG/86,KH/86,1074,1074
3473,HG/86,KH/86,End,1124,1124
3475,Start,HG/86,KH/86,1104,1104
3475,HG/86,KH/86,End,1154,1154
3502,Start,KB/86,KK/86,303,303
3502,KB/86,KK/86,End,391,391
3506,Start,KB/86,KK/86,359,359
3506,KB/86,KK/86,End,451,451
3510,Start,KB/86,KK/86,419,419
3510,KB/86,KK/86,End,511,511
3523,Start,KK/86,KB/86,386,386
3523,KK/86,KB/86,End,474,474
3542,Start,KB/86,KK/86,907,907
3542,KB/86,KK/86,End,994,994
3546,Start,KB/86,KK/86,967,967
3546,KB/86,KK/86,End,1054,1054
3555,Start,KK/86,KB/86,866,866
3555,KK/86,KB/86,End,960,960
3559,Start,KK/86,KB/86,926,926
3559,KK/86,KB/86,End,1020,1020
3563,Start,KK/86,KB/86,986,986
3563,KK/86,KB/86,End,1080,1080
3802,Start,NF/86,VO/86,283,283
3802,NF/86,VO/86,End,304,304
3810,Start,NF/86,NÆ/86,403,403
3810,NF/86,NÆ/86,End,442,442
3859,Start,NÆ/86,NF/86,998,998
3859,NÆ/86,NF/86,End,1037,1037
3863,Start,NÆ/86,NF/86,1058,1058
3863,NÆ/86,NF/86,End,1097,1097
3915,Start,FA/86,AR/86,401,401
3915,FA/86,AR/86,End,469,469
3918,Start,AR/86,FA/86,424,424
3918,AR/86,FA/86,End,492,492
3919,Start,FA/86,AR/86,461,461
3919,FA/86,AR/86,End,529,529
3922,Start,AR/86,FA/86,489,489
3922,AR/86,FA/86,End,567,567
3947,Start,FA/86,AR/86,881,881
3947,FA/86,AR/86,End,949,949
3950,Start,AR/86,FA/86,909,909
3950,AR/86,FA/86,End,977,977
3951,Start,FA/86,AR/86,941,941
3951,FA/86,AR/86,End,1009,1009
3954,Start,AR/86,FA/86,969,969
3954,AR/86,FA/86,End,1037,1037
3958,Start,AR/86,FA/86,1029,1029
3958,AR/86,FA/86,End,1097,1097
4003,Start,AB/86,ABL/86,358,358
4003,AB/86,ABL/86,End,368,368
4007,Start,AR/86,ABL/86,345,345
4007,AR/86,ABL/86,End,428,428
4011,Start,AR/86,ABL/86,405,405
4011,AR/86,ABL/86,End,488,488
4014,Start,AB/86,AR/86,303,303
4014,AB/86,AR/86,End,372,372
4015,Start,AR/86,ABL/86,465,465
4015,AR/86,ABL/86,End,548,548
4018,Start,AB/86,AR/86,363,363
4018,AB/86,AR/86,End,433,433
4019,Start,AR/86,ABL/86,525,525
4019,AR/86,ABL/86,End,608,608
4022,Start,ABL/86,AR/86,406,406
4022,ABL/86,AR/86,End,493,493
4023,Start,AR/86,ABL/86,585,585
4023,AR/86,ABL/86,End,668,668
4026,Start,ABL/86,AR/86,466,466
4026,ABL/86,AR/86,End,553,553
4027,Start,AR/86,ABL/86,645,645
4027,AR/86,ABL/86,End,728,728
4030,Start,ABL/86,AR/86,526,526
4030,ABL/86,AR/86,End,613,613
4031,Start,AR/86,ABL/86,705,705
4031,AR/86,ABL/86,End,788,788
4034,Start,ABL/86,AR/86,586,586
4034,ABL/86,AR/86,End,673,673
4035,Start,AR/86,ABL/86,765,765
4035,AR/86,ABL/86,End,848,848
4038,Start,ABL/86,AR/86,646,646
4038,ABL/86,AR/86,End,733,733
4039,Start,AR/86,ABL/86,825,825
4039,AR/86,ABL/86,End,908,908
4042,Start,ABL/86,AR/86,706,706
4042,ABL/86,AR/86,End,793,793
4043,Start,AR/86,ABL/86,885,885
4043,AR/86,ABL/86,End,968,968
4046,Start,ABL/86,AR/86,766,766
4046,ABL/86,AR/86,End,853,853
4047,Start,AR/86,ABL/86,945,945
4047,AR/86,ABL/86,End,1028,1028
4050,Start,ABL/86,AR/86,826,826
4050,ABL/86,AR/86,End,913,913
4051,Start,AR/86,ABL/86,1005,1005
4051,AR/86,ABL/86,End,1088,1088
4054,Start,ABL/86,AR/86,886,886
4054,ABL/86,AR/86,End,973,973
4055,Start,AR/86,AB/86,1065,1065
4055,AR/86,AB/86,End,1133,1133
4058,Start,ABL/86,AR/86,946,946
4058,ABL/86,AR/86,End,1033,1033
4059,Start,AR/86,AB/86,1125,1125
4059,AR/86,AB/86,End,1193,1193
4062,Start,ABL/86,AR/86,1006,1006
4062,ABL/86,AR/86,End,1093,1093
4063,Start,AR/86,AB/86,1185,1185
4063,AR/86,AB/86,End,1253,1253
4066,Start,ABL/86,AR/86,1066,1066
4066,ABL/86,AR/86,End,1153,1153
4067,Start,AR/86,AB/86,1245,1245
4067,AR/86,AB/86,End,1313,1313
4070,Start,ABL/86,AR/86,1126,1126
4070,ABL/86,AR/86,End,1213,1213
4074,Start,AB/86,AR/86,1203,1203
