TrainCategory,TrainId,DayType,PassengerNum,FromStation,ToStation
L,6,2,42,AR,SD
L,6,2,42,SD,HS
L,6,2,54,HS,VJ
L,6,2,58,VJ,FA
L,6,2,66,FA,MD
L,6,2,66,MD,OD
L,6,2,246,OD,NG
L,6,2,246,NG,KØ
L,6,2,246,KØ,SG
L,6,2,246,SG,RG
L,6,2,246,RG,KJN
L,6,2,246,KJN,KH
L,6,2,65,KH,CPH
L,6,3,42,AR,SD
L,6,3,42,SD,HS
L,6,3,54,HS,VJ
L,6,3,58,VJ,FA
L,6,3,66,FA,MD
L,6,3,66,MD,OD
L,6,3,246,OD,NG
L,6,3,246,NG,KØ
L,6,3,246,KØ,SG
L,6,3,246,SG,RG
L,6,3,246,RG,KJN
L,6,3,246,KJN,KH
L,6,3,65,KH,CPH
L,10,2,92,AR,SD
L,10,2,121,SD,HS
L,10,2,153,HS,VJ
L,10,2,203,VJ,FA
L,10,2,302,FA,MD
L,10,2,302,MD,OD
L,10,2,614,OD,NG
L,10,2,614,NG,KØ
L,10,2,614,KØ,SG
L,10,2,614,SG,RG
L,10,2,614,RG,KJN
L,10,2,614,KJN,KH
L,10,2,83,KH,CPH
L,10,3,92,AR,SD
L,10,3,121,SD,HS
L,10,3,153,HS,VJ
L,10,3,203,VJ,FA
L,10,3,302,FA,MD
L,10,3,302,MD,OD
L,10,3,614,OD,NG
L,10,3,614,NG,KØ
L,10,3,614,KØ,SG
L,10,3,614,SG,RG
L,10,3,614,RG,KJN
L,10,3,614,KJN,KH
L,10,3,83,KH,CPH
L,11,2,9,OD,MD
L,11,2,10,MD,FA
L,11,2,15,FA,VJ
L,11,2,31,VJ,HS
L,11,2,66,HS,SD
L,11,2,69,SD,AR
L,11,3,9,OD,MD
L,11,3,10,MD,FA
L,11,3,15,FA,VJ
L,11,3,31,VJ,HS
L,11,3,66,HS,SD
L,11,3,69,SD,AR
L,14,2,306,AR,SD
L,14,2,386,SD,HS
L,14,2,413,HS,VJ
L,14,2,462,VJ,FA
L,14,2,491,FA,MD
L,14,2,491,MD,OD
L,14,2,663,OD,NG
L,14,2,663,NG,KØ
L,14,2,663,KØ,SG
L,14,2,663,SG,RG
L,14,2,663,RG,KJN
L,14,2,663,KJN,KH
L,14,2,98,KH,CPH
L,14,3,306,AR,SD
L,14,3,386,SD,HS
L,14,3,413,HS,VJ
L,14,3,462,VJ,FA
L,14,3,491,FA,MD
L,14,3,491,MD,OD
L,14,3,663,OD,NG
L,14,3,663,NG,KØ
L,14,3,663,KØ,SG
L,14,3,663,SG,RG
L,14,3,663,RG,KJN
L,14,3,663,KJN,KH
L,14,3,98,KH,CPH
L,15,2,92,OD,MD
L,15,2,92,MD,FA
L,15,2,126,FA,VJ
L,15,2,154,VJ,HS
L,15,2,182,HS,SD
L,15,2,156,SD,AR
L,15,3,92,OD,MD
L,15,3,92,MD,FA
L,15,3,126,FA,VJ
L,15,3,154,VJ,HS
L,15,3,182,HS,SD
L,15,3,156,SD,AR
L,18,2,347,AR,SD
L,18,2,485,SD,HS
L,18,2,465,HS,VJ
L,18,2,467,VJ,FA
L,18,2,454,FA,MD
L,18,2,454,MD,OD
L,18,2,492,OD,NG
L,18,2,492,NG,KØ
L,18,2,492,KØ,SG
L,18,2,492,SG,RG
L,18,2,492,RG,KJN
L,18,2,492,KJN,KH
L,18,2,119,KH,CPH
L,18,3,347,AR,SD
L,18,3,485,SD,HS
L,18,3,465,HS,VJ
L,18,3,467,VJ,FA
L,18,3,454,FA,MD
L,18,3,454,MD,OD
L,18,3,492,OD,NG
L,18,3,492,NG,KØ
L,18,3,492,KØ,SG
L,18,3,492,SG,RG
L,18,3,492,RG,KJN
L,18,3,492,KJN,KH
L,18,3,119,KH,CPH
L,19,2,6,CPH,KH
L,19,2,224,KH,KJN
L,19,2,224,KJN,RG
L,19,2,224,RG,SG
L,19,2,224,SG,KØ
L,19,2,224,KØ,NG
L,19,2,224,NG,OD
L,19,2,332,OD,MD
L,19,2,332,MD,FA
L,19,2,300,FA,VJ
L,19,2,232,VJ,HS
L,19,2,228,HS,SD
L,19,2,215,SD,AR
L,19,3,6,CPH,KH
L,19,3,224,KH,KJN
L,19,3,224,KJN,RG
L,19,3,224,RG,SG
L,19,3,224,SG,KØ
L,19,3,224,KØ,NG
L,19,3,224,NG,OD
L,19,3,332,OD,MD
L,19,3,332,MD,FA
L,19,3,300,FA,VJ
L,19,3,232,VJ,HS
L,19,3,228,HS,SD
L,19,3,215,SD,AR
L,22,2,253,AR,SD
L,22,2,275,SD,HS
L,22,2,280,HS,VJ
L,22,2,268,VJ,FA
L,22,2,314,FA,MD
L,22,2,314,MD,OD
L,22,2,337,OD,NG
L,22,2,337,NG,KØ
L,22,2,337,KØ,SG
L,22,2,337,SG,RG
L,22,2,337,RG,KJN
L,22,2,337,KJN,KH
L,22,2,96,KH,CPH
L,22,3,253,AR,SD
L,22,3,275,SD,HS
L,22,3,280,HS,VJ
L,22,3,268,VJ,FA
L,22,3,314,FA,MD
L,22,3,314,MD,OD
L,22,3,337,OD,NG
L,22,3,337,NG,KØ
L,22,3,337,KØ,SG
L,22,3,337,SG,RG
L,22,3,337,RG,KJN
L,22,3,337,KJN,KH
L,22,3,96,KH,CPH
L,23,2,6,CPH,KH
L,23,2,414,KH,KJN
L,23,2,414,KJN,RG
L,23,2,414,RG,SG
L,23,2,414,SG,KØ
L,23,2,414,KØ,NG
L,23,2,414,NG,OD
L,23,2,346,OD,MD
L,23,2,346,MD,FA
L,23,2,253,FA,VJ
L,23,2,226,VJ,HS
L,23,2,220,HS,SD
L,23,2,197,SD,AR
L,23,3,6,CPH,KH
L,23,3,414,KH,KJN
L,23,3,414,KJN,RG
L,23,3,414,RG,SG
L,23,3,414,SG,KØ
L,23,3,414,KØ,NG
L,23,3,414,NG,OD
L,23,3,346,OD,MD
L,23,3,346,MD,FA
L,23,3,253,FA,VJ
L,23,3,226,VJ,HS
L,23,3,220,HS,SD
L,23,3,197,SD,AR
L,26,2,194,AR,SD
L,26,2,219,SD,HS
L,26,2,226,HS,VJ
L,26,2,257,VJ,FA
L,26,2,335,FA,MD
L,26,2,335,MD,OD
L,26,2,373,OD,NG
L,26,2,373,NG,KØ
L,26,2,373,KØ,SG
L,26,2,373,SG,RG
L,26,2,373,RG,KJN
L,26,2,373,KJN,KH
L,26,2,90,KH,CPH
L,26,3,194,AR,SD
L,26,3,219,SD,HS
L,26,3,226,HS,VJ
L,26,3,257,VJ,FA
L,26,3,335,FA,MD
L,26,3,335,MD,OD
L,26,3,373,OD,NG
L,26,3,373,NG,KØ
L,26,3,373,KØ,SG
L,26,3,373,SG,RG
L,26,3,373,RG,KJN
L,26,3,373,KJN,KH
L,26,3,90,KH,CPH
L,27,2,17,CPH,KH
L,27,2,482,KH,KJN
L,27,2,482,KJN,RG
L,27,2,482,RG,SG
L,27,2,482,SG,KØ
L,27,2,482,KØ,NG
L,27,2,482,NG,OD
L,27,2,282,OD,MD
L,27,2,282,MD,FA
L,27,2,231,FA,VJ
L,27,2,195,VJ,HS
L,27,2,189,HS,SD
L,27,2,166,SD,AR
L,27,3,17,CPH,KH
L,27,3,482,KH,KJN
L,27,3,482,KJN,RG
L,27,3,482,RG,SG
L,27,3,482,SG,KØ
L,27,3,482,KØ,NG
L,27,3,482,NG,OD
L,27,3,282,OD,MD
L,27,3,282,MD,FA
L,27,3,231,FA,VJ
L,27,3,195,VJ,HS
L,27,3,189,HS,SD
L,27,3,166,SD,AR
L,30,2,212,AR,SD
L,30,2,235,SD,HS
L,30,2,253,HS,VJ
L,30,2,278,VJ,FA
L,30,2,274,FA,MD
L,30,2,274,MD,OD
L,30,2,333,OD,NG
L,30,2,333,NG,KØ
L,30,2,333,KØ,SG
L,30,2,333,SG,RG
L,30,2,333,RG,KJN
L,30,2,333,KJN,KH
L,30,2,59,KH,CPH
L,30,3,212,AR,SD
L,30,3,235,SD,HS
L,30,3,253,HS,VJ
L,30,3,278,VJ,FA
L,30,3,274,FA,MD
L,30,3,274,MD,OD
L,30,3,333,OD,NG
L,30,3,333,NG,KØ
L,30,3,333,KØ,SG
L,30,3,333,SG,RG
L,30,3,333,RG,KJN
L,30,3,333,KJN,KH
L,30,3,59,KH,CPH
L,31,2,43,CPH,KH
L,31,2,350,KH,KJN
L,31,2,350,KJN,RG
L,31,2,350,RG,SG
L,31,2,350,SG,KØ
L,31,2,350,KØ,NG
L,31,2,350,NG,OD
L,31,2,294,OD,MD
L,31,2,294,MD,FA
L,31,2,227,FA,VJ
L,31,2,218,VJ,HS
L,31,2,209,HS,SD
L,31,2,190,SD,AR
L,31,3,43,CPH,KH
L,31,3,350,KH,KJN
L,31,3,350,KJN,RG
L,31,3,350,RG,SG
L,31,3,350,SG,KØ
L,31,3,350,KØ,NG
L,31,3,350,NG,OD
L,31,3,294,OD,MD
L,31,3,294,MD,FA
L,31,3,227,FA,VJ
L,31,3,218,VJ,HS
L,31,3,209,HS,SD
L,31,3,190,SD,AR
L,34,2,202,AR,SD
L,34,2,214,SD,HS
L,34,2,226,HS,VJ
L,34,2,248,VJ,FA
L,34,2,302,FA,MD
L,34,2,302,MD,OD
L,34,2,348,OD,NG
L,34,2,348,NG,KØ
L,34,2,348,KØ,SG
L,34,2,348,SG,RG
L,34,2,348,RG,KJN
L,34,2,348,KJN,KH
L,34,2,70,KH,CPH
L,34,3,202,AR,SD
L,34,3,214,SD,HS
L,34,3,226,HS,VJ
L,34,3,248,VJ,FA
L,34,3,302,FA,MD
L,34,3,302,MD,OD
L,34,3,348,OD,NG
L,34,3,348,NG,KØ
L,34,3,348,KØ,SG
L,34,3,348,SG,RG
L,34,3,348,RG,KJN
L,34,3,348,KJN,KH
L,34,3,70,KH,CPH
L,35,2,39,CPH,KH
L,35,2,237,KH,KJN
L,35,2,237,KJN,RG
L,35,2,237,RG,SG
L,35,2,237,SG,KØ
L,35,2,237,KØ,NG
L,35,2,237,NG,OD
L,35,2,198,OD,MD
L,35,2,198,MD,FA
L,35,2,160,FA,VJ
L,35,2,146,VJ,HS
L,35,2,145,HS,SD
L,35,2,128,SD,AR
L,35,3,39,CPH,KH
L,35,3,237,KH,KJN
L,35,3,237,KJN,RG
L,35,3,237,RG,SG
L,35,3,237,SG,KØ
L,35,3,237,KØ,NG
L,35,3,237,NG,OD
L,35,3,198,OD,MD
L,35,3,198,MD,FA
L,35,3,160,FA,VJ
L,35,3,146,VJ,HS
L,35,3,145,HS,SD
L,35,3,128,SD,AR
L,38,2,198,AR,SD
L,38,2,214,SD,HS
L,38,2,221,HS,VJ
L,38,2,229,VJ,FA
L,38,2,289,FA,MD
L,38,2,289,MD,OD
L,38,2,388,OD,NG
L,38,2,388,NG,KØ
L,38,2,388,KØ,SG
L,38,2,388,SG,RG
L,38,2,388,RG,KJN
L,38,2,388,KJN,KH
L,38,2,67,KH,CPH
L,38,3,198,AR,SD
L,38,3,214,SD,HS
L,38,3,221,HS,VJ
L,38,3,229,VJ,FA
L,38,3,289,FA,MD
L,38,3,289,MD,OD
L,38,3,388,OD,NG
L,38,3,388,NG,KØ
L,38,3,388,KØ,SG
L,38,3,388,SG,RG
L,38,3,388,RG,KJN
L,38,3,388,KJN,KH
L,38,3,67,KH,CPH
L,39,2,41,CPH,KH
L,39,2,322,KH,KJN
L,39,2,322,KJN,RG
L,39,2,322,RG,SG
L,39,2,322,SG,KØ
L,39,2,322,KØ,NG
L,39,2,322,NG,OD
L,39,2,290,OD,MD
L,39,2,290,MD,FA
L,39,2,295,FA,VJ
L,39,2,263,VJ,HS
L,39,2,254,HS,SD
L,39,2,230,SD,AR
L,39,3,41,CPH,KH
L,39,3,322,KH,KJN
L,39,3,322,KJN,RG
L,39,3,322,RG,SG
L,39,3,322,SG,KØ
L,39,3,322,KØ,NG
L,39,3,322,NG,OD
L,39,3,290,OD,MD
L,39,3,290,MD,FA
L,39,3,295,FA,VJ
L,39,3,263,VJ,HS
L,39,3,254,HS,SD
L,39,3,230,SD,AR
L,42,2,235,AR,SD
L,42,2,248,SD,HS
L,42,2,267,HS,VJ
L,42,2,298,VJ,FA
L,42,2,336,FA,MD
L,42,2,336,MD,OD
L,42,2,419,OD,NG
L,42,2,419,NG,KØ
L,42,2,419,KØ,SG
L,42,2,419,SG,RG
L,42,2,419,RG,KJN
L,42,2,419,KJN,KH
L,42,2,47,KH,CPH
L,42,3,235,AR,SD
L,42,3,248,SD,HS
L,42,3,267,HS,VJ
L,42,3,298,VJ,FA
L,42,3,336,FA,MD
L,42,3,336,MD,OD
L,42,3,419,OD,NG
L,42,3,419,NG,KØ
L,42,3,419,KØ,SG
L,42,3,419,SG,RG
L,42,3,419,RG,KJN
L,42,3,419,KJN,KH
L,42,3,47,KH,CPH
L,43,2,40,CPH,KH
L,43,2,324,KH,KJN
L,43,2,324,KJN,RG
L,43,2,324,RG,SG
L,43,2,324,SG,KØ
L,43,2,324,KØ,NG
L,43,2,324,NG,OD
L,43,2,309,OD,MD
L,43,2,309,MD,FA
L,43,2,278,FA,VJ
L,43,2,261,VJ,HS
L,43,2,256,HS,SD
L,43,2,237,SD,AR
L,43,3,40,CPH,KH
L,43,3,324,KH,KJN
L,43,3,324,KJN,RG
L,43,3,324,RG,SG
L,43,3,324,SG,KØ
L,43,3,324,KØ,NG
L,43,3,324,NG,OD
L,43,3,309,OD,MD
L,43,3,309,MD,FA
L,43,3,278,FA,VJ
L,43,3,261,VJ,HS
L,43,3,256,HS,SD
L,43,3,237,SD,AR
L,46,2,235,AR,SD
L,46,2,243,SD,HS
L,46,2,247,HS,VJ
L,46,2,264,VJ,FA
L,46,2,349,FA,MD
L,46,2,349,MD,OD
L,46,2,409,OD,NG
L,46,2,409,NG,KØ
L,46,2,409,KØ,SG
L,46,2,409,SG,RG
L,46,2,409,RG,KJN
L,46,2,409,KJN,KH
L,46,2,51,KH,CPH
L,46,3,235,AR,SD
L,46,3,243,SD,HS
L,46,3,247,HS,VJ
L,46,3,264,VJ,FA
L,46,3,349,FA,MD
L,46,3,349,MD,OD
L,46,3,409,OD,NG
L,46,3,409,NG,KØ
L,46,3,409,KØ,SG
L,46,3,409,SG,RG
L,46,3,409,RG,KJN
L,46,3,409,KJN,KH
L,46,3,51,KH,CPH
L,47,2,51,CPH,KH
L,47,2,347,KH,KJN
L,47,2,347,KJN,RG
L,47,2,347,RG,SG
L,47,2,347,SG,KØ
L,47,2,347,KØ,NG
L,47,2,347,NG,OD
L,47,2,365,OD,MD
L,47,2,365,MD,FA
L,47,2,383,FA,VJ
L,47,2,305,VJ,HS
L,47,2,305,HS,SD
L,47,2,293,SD,AR
L,47,3,51,CPH,KH
L,47,3,347,KH,KJN
L,47,3,347,KJN,RG
L,47,3,347,RG,SG
L,47,3,347,SG,KØ
L,47,3,347,KØ,NG
L,47,3,347,NG,OD
L,47,3,365,OD,MD
L,47,3,365,MD,FA
L,47,3,383,FA,VJ
L,47,3,305,VJ,HS
L,47,3,305,HS,SD
L,47,3,293,SD,AR
L,50,2,278,AR,SD
L,50,2,293,SD,HS
L,50,2,306,HS,VJ
L,50,2,360,VJ,FA
L,50,2,430,FA,MD
L,50,2,430,MD,OD
L,50,2,494,OD,NG
L,50,2,494,NG,KØ
L,50,2,494,KØ,SG
L,50,2,494,SG,RG
L,50,2,494,RG,KJN
L,50,2,494,KJN,KH
L,50,2,50,KH,CPH
L,50,3,278,AR,SD
L,50,3,293,SD,HS
L,50,3,306,HS,VJ
L,50,3,360,VJ,FA
L,50,3,430,FA,MD
L,50,3,430,MD,OD
L,50,3,494,OD,NG
L,50,3,494,NG,KØ
L,50,3,494,KØ,SG
L,50,3,494,SG,RG
L,50,3,494,RG,KJN
L,50,3,494,KJN,KH
L,50,3,50,KH,CPH
L,51,2,54,CPH,KH
L,51,2,384,KH,KJN
L,51,2,384,KJN,RG
L,51,2,384,RG,SG
L,51,2,384,SG,KØ
L,51,2,384,KØ,NG
L,51,2,384,NG,OD
L,51,2,386,OD,MD
L,51,2,386,MD,FA
L,51,2,322,FA,VJ
L,51,2,298,VJ,HS
L,51,2,295,HS,SD
L,51,2,265,SD,AR
L,51,3,54,CPH,KH
L,51,3,384,KH,KJN
L,51,3,384,KJN,RG
L,51,3,384,RG,SG
L,51,3,384,SG,KØ
L,51,3,384,KØ,NG
L,51,3,384,NG,OD
L,51,3,386,OD,MD
L,51,3,386,MD,FA
L,51,3,322,FA,VJ
L,51,3,298,VJ,HS
L,51,3,295,HS,SD
L,51,3,265,SD,AR
L,54,2,340,AR,SD
L,54,2,339,SD,HS
L,54,2,336,HS,VJ
L,54,2,385,VJ,FA
L,54,2,378,FA,MD
L,54,2,378,MD,OD
L,54,2,393,OD,NG
L,54,2,393,NG,KØ
L,54,2,393,KØ,SG
L,54,2,393,SG,RG
L,54,2,393,RG,KJN
L,54,2,393,KJN,KH
L,54,2,35,KH,CPH
L,54,3,340,AR,SD
L,54,3,339,SD,HS
L,54,3,336,HS,VJ
L,54,3,385,VJ,FA
L,54,3,378,FA,MD
L,54,3,378,MD,OD
L,54,3,393,OD,NG
L,54,3,393,NG,KØ
L,54,3,393,KØ,SG
L,54,3,393,SG,RG
L,54,3,393,RG,KJN
L,54,3,393,KJN,KH
L,54,3,35,KH,CPH
L,55,2,54,CPH,KH
L,55,2,441,KH,KJN
L,55,2,441,KJN,RG
L,55,2,441,RG,SG
L,55,2,441,SG,KØ
L,55,2,441,KØ,NG
L,55,2,441,NG,OD
L,55,2,392,OD,MD
L,55,2,392,MD,FA
L,55,2,379,FA,VJ
L,55,2,330,VJ,HS
L,55,2,329,HS,SD
L,55,2,288,SD,AR
L,55,3,54,CPH,KH
L,55,3,441,KH,KJN
L,55,3,441,KJN,RG
L,55,3,441,RG,SG
L,55,3,441,SG,KØ
L,55,3,441,KØ,NG
L,55,3,441,NG,OD
L,55,3,392,OD,MD
L,55,3,392,MD,FA
L,55,3,379,FA,VJ
L,55,3,330,VJ,HS
L,55,3,329,HS,SD
L,55,3,288,SD,AR
L,58,2,242,AR,SD
L,58,2,249,SD,HS
L,58,2,251,HS,VJ
L,58,2,280,VJ,FA
L,58,2,309,FA,MD
L,58,2,309,MD,OD
L,58,2,302,OD,NG
L,58,2,302,NG,KØ
L,58,2,302,KØ,SG
L,58,2,302,SG,RG
L,58,2,302,RG,KJN
L,58,2,302,KJN,KH
L,58,2,207,KH,CPH
L,58,3,242,AR,SD
L,58,3,249,SD,HS
L,58,3,251,HS,VJ
L,58,3,280,VJ,FA
L,58,3,309,FA,MD
L,58,3,309,MD,OD
L,58,3,302,OD,NG
L,58,3,302,NG,KØ
L,58,3,302,KØ,SG
L,58,3,302,SG,RG
L,58,3,302,RG,KJN
L,58,3,302,KJN,KH
L,58,3,207,KH,CPH
L,59,2,60,CPH,KH
L,59,2,653,KH,KJN
L,59,2,653,KJN,RG
L,59,2,653,RG,SG
L,59,2,653,SG,KØ
L,59,2,653,KØ,NG
L,59,2,653,NG,OD
L,59,2,487,OD,MD
L,59,2,487,MD,FA
L,59,2,407,FA,VJ
L,59,2,355,VJ,HS
L,59,2,337,HS,SD
L,59,2,293,SD,AR
L,59,3,60,CPH,KH
L,59,3,653,KH,KJN
L,59,3,653,KJN,RG
L,59,3,653,RG,SG
L,59,3,653,SG,KØ
L,59,3,653,KØ,NG
L,59,3,653,NG,OD
L,59,3,487,OD,MD
L,59,3,487,MD,FA
L,59,3,407,FA,VJ
L,59,3,355,VJ,HS
L,59,3,337,HS,SD
L,59,3,293,SD,AR
L,62,2,147,AR,SD
L,62,2,144,SD,HS
L,62,2,140,HS,VJ
L,62,2,139,VJ,FA
L,62,2,166,FA,MD
L,62,2,166,MD,OD
L,62,2,205,OD,NG
L,62,2,205,NG,KØ
L,62,2,205,KØ,SG
L,62,2,205,SG,RG
L,62,2,205,RG,KJN
L,62,2,205,KJN,KH
L,62,2,62,KH,CPH
L,62,3,147,AR,SD
L,62,3,144,SD,HS
L,62,3,140,HS,VJ
L,62,3,139,VJ,FA
L,62,3,166,FA,MD
L,62,3,166,MD,OD
L,62,3,205,OD,NG
L,62,3,205,NG,KØ
L,62,3,205,KØ,SG
L,62,3,205,SG,RG
L,62,3,205,RG,KJN
L,62,3,205,KJN,KH
L,62,3,62,KH,CPH
L,63,2,50,CPH,KH
L,63,2,589,KH,KJN
L,63,2,589,KJN,RG
L,63,2,589,RG,SG
L,63,2,589,SG,KØ
L,63,2,589,KØ,NG
L,63,2,589,NG,OD
L,63,2,470,OD,MD
L,63,2,470,MD,FA
L,63,2,364,FA,VJ
L,63,2,337,VJ,HS
L,63,2,319,HS,SD
L,63,2,264,SD,AR
L,63,3,50,CPH,KH
L,63,3,589,KH,KJN
L,63,3,589,KJN,RG
L,63,3,589,RG,SG
L,63,3,589,SG,KØ
L,63,3,589,KØ,NG
L,63,3,589,NG,OD
L,63,3,470,OD,MD
L,63,3,470,MD,FA
L,63,3,364,FA,VJ
L,63,3,337,VJ,HS
L,63,3,319,HS,SD
L,63,3,264,SD,AR
L,66,2,104,AR,SD
L,66,2,106,SD,HS
L,66,2,101,HS,VJ
L,66,2,119,VJ,FA
L,66,2,117,FA,MD
L,66,2,117,MD,OD
L,66,2,182,OD,NG
L,66,2,182,NG,KØ
L,66,2,182,KØ,SG
L,66,2,182,SG,RG
L,66,2,182,RG,KJN
L,66,2,182,KJN,KH
L,66,2,25,KH,CPH
L,66,3,104,AR,SD
L,66,3,106,SD,HS
L,66,3,101,HS,VJ
L,66,3,119,VJ,FA
L,66,3,117,FA,MD
L,66,3,117,MD,OD
L,66,3,182,OD,NG
L,66,3,182,NG,KØ
L,66,3,182,KØ,SG
L,66,3,182,SG,RG
L,66,3,182,RG,KJN
L,66,3,182,KJN,KH
L,66,3,25,KH,CPH
L,67,2,47,CPH,KH
L,67,2,380,KH,KJN
L,67,2,380,KJN,RG
L,67,2,380,RG,SG
L,67,2,380,SG,KØ
L,67,2,380,KØ,NG
L,67,2,380,NG,OD
L,67,2,315,OD,MD
L,67,2,315,MD,FA
L,67,2,270,FA,VJ
L,67,2,233,VJ,HS
L,67,2,227,HS,SD
L,67,2,201,SD,AR
L,67,3,47,CPH,KH
L,67,3,380,KH,KJN
L,67,3,380,KJN,RG
L,67,3,380,RG,SG
L,67,3,380,SG,KØ
L,67,3,380,KØ,NG
L,67,3,380,NG,OD
L,67,3,315,OD,MD
L,67,3,315,MD,FA
L,67,3,270,FA,VJ
L,67,3,233,VJ,HS
L,67,3,227,HS,SD
L,67,3,201,SD,AR
L,70,2,183,AR,SD
L,70,2,181,SD,HS
L,70,2,178,HS,VJ
L,70,2,173,VJ,FA
L,70,2,170,FA,MD
L,70,2,170,MD,OD
L,70,2,166,OD,NG
L,70,2,166,NG,KØ
L,70,2,166,KØ,SG
L,70,2,166,SG,RG
L,70,2,166,RG,KJN
L,70,2,166,KJN,KH
L,70,2,4,KH,CPH
L,70,3,183,AR,SD
L,70,3,181,SD,HS
L,70,3,178,HS,VJ
L,70,3,173,VJ,FA
L,70,3,170,FA,MD
L,70,3,170,MD,OD
L,70,3,166,OD,NG
L,70,3,166,NG,KØ
L,70,3,166,KØ,SG
L,70,3,166,SG,RG
L,70,3,166,RG,KJN
L,70,3,166,KJN,KH
L,70,3,4,KH,CPH
L,71,2,44,CPH,KH
L,71,2,232,KH,KJN
L,71,2,232,KJN,RG
L,71,2,232,RG,SG
L,71,2,232,SG,KØ
L,71,2,232,KØ,NG
L,71,2,232,NG,OD
L,71,2,179,OD,MD
L,71,2,179,MD,FA
L,71,2,208,FA,VJ
L,71,2,205,VJ,HS
L,71,2,184,HS,SD
L,71,2,158,SD,AR
L,71,3,44,CPH,KH
L,71,3,232,KH,KJN
L,71,3,232,KJN,RG
L,71,3,232,RG,SG
L,71,3,232,SG,KØ
L,71,3,232,KØ,NG
L,71,3,232,NG,OD
L,71,3,179,OD,MD
L,71,3,179,MD,FA
L,71,3,208,FA,VJ
L,71,3,205,VJ,HS
L,71,3,184,HS,SD
L,71,3,158,SD,AR
L,74,2,32,AR,SD
L,74,2,38,SD,HS
L,74,2,18,HS,VJ
L,74,2,15,VJ,FA
L,74,3,32,AR,SD
L,74,3,38,SD,HS
L,74,3,18,HS,VJ
L,74,3,15,VJ,FA
L,75,2,36,CPH,KH
L,75,2,248,KH,KJN
L,75,2,248,KJN,RG
L,75,2,248,RG,SG
L,75,2,248,SG,KØ
L,75,2,248,KØ,NG
L,75,2,248,NG,OD
L,75,2,199,OD,MD
L,75,2,199,MD,FA
L,75,2,161,FA,VJ
L,75,2,131,VJ,HS
L,75,2,127,HS,SD
L,75,2,111,SD,AR
L,75,3,36,CPH,KH
L,75,3,248,KH,KJN
L,75,3,248,KJN,RG
L,75,3,248,RG,SG
L,75,3,248,SG,KØ
L,75,3,248,KØ,NG
L,75,3,248,NG,OD
L,75,3,199,OD,MD
L,75,3,199,MD,FA
L,75,3,161,FA,VJ
L,75,3,131,VJ,HS
L,75,3,127,HS,SD
L,75,3,111,SD,AR
L,79,2,308,CPH,KH
L,79,2,251,KH,KJN
L,79,2,251,KJN,RG
L,79,2,251,RG,SG
L,79,2,251,SG,KØ
L,79,2,251,KØ,NG
L,79,2,251,NG,OD
L,79,2,116,OD,MD
L,79,2,116,MD,FA
L,79,2,116,FA,VJ
L,79,2,113,VJ,HS
L,79,2,115,HS,SD
L,79,2,114,SD,AR
L,79,3,308,CPH,KH
L,79,3,251,KH,KJN
L,79,3,251,KJN,RG
L,79,3,251,RG,SG
L,79,3,251,SG,KØ
L,79,3,251,KØ,NG
L,79,3,251,NG,OD
L,79,3,116,OD,MD
L,79,3,116,MD,FA
L,79,3,116,FA,VJ
L,79,3,113,VJ,HS
L,79,3,115,HS,SD
L,79,3,114,SD,AR
IC,100,2,23,OD,NG
IC,100,2,33,NG,KØ
IC,100,2,46,KØ,SG
IC,100,2,96,SG,RG
IC,100,2,124,RG,RO
IC,100,2,141,RO,HTÅ
IC,100,2,130,HTÅ,KH
IC,100,2,41,KH,KK
IC,100,3,23,OD,NG
IC,100,3,33,NG,KØ
IC,100,3,46,KØ,SG
IC,100,3,96,SG,RG
IC,100,3,124,RG,RO
IC,100,3,141,RO,HTÅ
IC,100,3,130,HTÅ,KH
IC,100,3,41,KH,KK
IC,101,2,115,KH,HTÅ
IC,101,2,115,HTÅ,RO
IC,101,2,104,RO,RG
IC,101,2,102,RG,SG
IC,101,2,93,SG,KØ
IC,101,2,92,KØ,NG
IC,101,2,86,NG,OD
IC,101,2,75,OD,MD
IC,101,2,73,MD,FA
IC,101,2,69,FA,VJ
IC,101,2,68,VJ,HS
IC,101,2,66,HS,SD
IC,101,2,63,SD,AR
IC,101,3,115,KH,HTÅ
IC,101,3,115,HTÅ,RO
IC,101,3,104,RO,RG
IC,101,3,102,RG,SG
IC,101,3,93,SG,KØ
IC,101,3,92,KØ,NG
IC,101,3,86,NG,OD
IC,101,3,75,OD,MD
IC,101,3,73,MD,FA
IC,101,3,69,FA,VJ
IC,101,3,68,VJ,HS
IC,101,3,66,HS,SD
IC,101,3,63,SD,AR
IC,104,2,13,FA,MD
IC,104,2,24,MD,OD
IC,104,2,45,OD,NG
IC,104,2,114,NG,KØ
IC,104,2,141,KØ,SG
IC,104,2,241,SG,RG
IC,104,2,306,RG,RO
IC,104,2,319,RO,HTÅ
IC,104,2,254,HTÅ,KH
IC,104,2,140,KH,KK
IC,104,3,13,FA,MD
IC,104,3,24,MD,OD
IC,104,3,45,OD,NG
IC,104,3,114,NG,KØ
IC,104,3,141,KØ,SG
IC,104,3,241,SG,RG
IC,104,3,306,RG,RO
IC,104,3,319,RO,HTÅ
IC,104,3,254,HTÅ,KH
IC,104,3,140,KH,KK
IC,107,2,47,KH,HTÅ
IC,107,2,44,HTÅ,RO
IC,107,2,40,RO,RG
