TripId,TrainCategory,TrainId,FromStation,ToStation,Departure,Arrival,Demand,Electrified,GGVId,Composition,UnitSpecificId
107,M,12395,HGL/86,KH/86,725,737,0,true,-1,2xMGA,MGA_13
152,RØ,1257,KH/86,NF/86,908,983,320,false,-1,2xMGA,MGA_13
172,RØ,1268,NF/86,KH/86,1286,1374,44,false,-1,1xMGA,MGA_13
98,M,12392,KH/86,HGL/86,1421,1431,0,true,-1,2xMGA,MGA_13
279,RØ,1508,KB/86,HGL/86,397,493,402,false,-1,2xMGA,MGA_14
107,M,12395,HGL/86,KH/86,725,737,0,true,-1,2xMGA,MGA_14
146,RØ,1253,KH/86,NF/86,848,923,161,false,-1,1xMGA,MGA_14
131,RØ,1244,NF/86,KH/86,938,1015,179,false,-1,1xMGA,MGA_14
262,IC,1489_191,KH/86,FA/86,1370,1502,340,true,-1,2xMGA,MGA_14
1014,RV,2715_3919,OD/86,FA/86,400,450,29,true,-1,1xMGA,MGA_15
1015,RV,2715_3919,FA/86,AR/86,461,529,30,false,-1,1xMGA,MGA_15
1343,RV,3954_4756,AR/86,FA/86,969,1037,161,false,-1,1xMGA,MGA_15
1344,RV,3954_4756,FA/86,OD/86,1050,1096,31,true,-1,1xMGA,MGA_15
13,IC,112,FA/86,HGL/86,416,565,391,true,112_2312_412,2xMGA,MGA_16
1204,RØ,3359,HGL/86,RO/86,905,943,144,true,-1,1xMGA,MGA_16
13,IC,112,FA/86,HGL/86,416,565,391,true,112_2312_412,2xMGA,MGA_17
113,M,12397,HGL/86,KH/86,844,857,0,true,-1,1xMGA,MGA_17
152,RØ,1257,KH/86,NF/86,908,983,320,false,-1,2xMGA,MGA_17
149,RØ,1256,NF/86,KH/86,1118,1195,51,false,1256_1577,1xMGA,MGA_17
382,RØ,1577,KH/86,KB/86,1202,1285,75,false,1256_1577,1xMGA,MGA_17
1277,RØ,3510,KB/86,KK/86,419,511,370,false,-1,2xMGA,MGA_18
360,RØ,1561,KK/86,KB/86,953,1045,280,false,-1,2xMGA,MGA_18
1277,RØ,3510,KB/86,KK/86,419,511,370,false,-1,2xMGA,MGA_19
360,RØ,1561,KK/86,KB/86,953,1045,280,false,-1,2xMGA,MGA_19
1030,RØ,274,RO/86,CPH/86,20,54,13,true,-1,1xMGA,MGA_2
1063,RØ,279,CPH/86,SG/86,1205,1275,64,true,-1,1xMGA,MGA_2
2380,M,9179,SG/86,OD/86,1279,1312,0,true,-1,1xMGA,MGA_2
1317,RV,3918_2720,AR/86,FA/86,424,492,153,false,-1,1xMGA,MGA_20
1318,RV,3918_2720,FA/86,OD/86,510,564,27,true,-1,1xMGA,MGA_20
1946,RV,4745_3947,OD/86,FA/86,820,866,28,true,-1,1xMGA,MGA_20
1947,RV,4745_3947,FA/86,AR/86,881,949,165,false,-1,1xMGA,MGA_20
1436,L,4054_54,AR/86,VJ/86,980,1024,340,false,-1,2xMGA,MGA_20
1437,L,4054_54,VJ/86,FA/86,1026,1041,385,false,-1,2xMGA,MGA_20
1438,L,4054_54,FA/86,CPH/86,1047,1172,393,true,-1,2xMGA,MGA_20
1081,RØ,291,CPH/86,RO/86,1385,1419,35,true,-1,1xMGA,MGA_20
1195,RØ,3306,RO/86,KK/86,437,469,193,true,-1,1xMGA,MGA_21
1292,RØ,3559,KK/86,KB/86,926,1020,343,false,-1,2xMGA,MGA_21
1931,RV,4721,OD/86,FA/86,460,506,30,true,-1,1xMGA,MGA_22
1036,RV,2742,FA/86,OD/86,873,934,30,true,-1,1xMGA,MGA_22
330,RØ,1544,KB/86,KK/86,937,1027,220,false,-1,2xMGA,MGA_23
396,RØ,1587,KK/86,KB/86,1343,1453,171,false,-1,1xMGA,MGA_23
56,M,12191,HGL/86,KH/86,296,308,0,true,-1,1xMGA,MGA_3
77,RØ,1225,KH/86,NF/86,428,503,165,false,-1,1xMGA,MGA_3
53,RØ,1216,NF/86,KH/86,518,595,183,false,-1,1xMGA,MGA_3
2120,M,6343,KH/86,CPH/86,730,744,0,true,-1,1xMGA,MGA_3
2416,M,9360,CPH/86,KH/86,1243,1256,0,true,-1,1xMGA,MGA_3
98,M,12392,KH/86,HGL/86,1421,1431,0,true,-1,2xMGA,MGA_3
276,RØ,1504,KB/86,KK/86,337,427,182,false,-1,1xMGA,MGA_4
306,RØ,1529,KK/86,KB/86,473,565,166,false,-1,1xMGA,MGA_4
324,RØ,1540,KB/86,KK/86,877,967,282,false,-1,2xMGA,MGA_4
1295,RØ,3563,KK/86,KB/86,986,1080,361,false,-1,2xMGA,MGA_4
1917,RV,4713_3915,OD/86,FA/86,340,386,17,true,-1,1xMGA,MGA_5
1918,RV,4713_3915,FA/86,AR/86,401,469,85,false,-1,1xMGA,MGA_5
1337,RV,3950,AR/86,FA/86,909,977,118,false,-1,1xMGA,MGA_5
1045,RV,2754,FA/86,OD/86,1000,1067,12,true,-1,1xMGA,MGA_5
294,RØ,1521,HGL/86,KB/86,347,445,151,false,-1,1xMGA,MGA_6
285,RØ,1516,KB/86,KK/86,517,607,183,false,1516_2439,1xMGA,MGA_6
792,RØ,2439,KK/86,NÆ/86,608,682,33,true,1516_2439,1xMGA,MGA_6
785,RØ,2432,NÆ/86,KK/86,756,832,47,true,1553_2432,1xMGA,MGA_6
345,RØ,1553,KK/86,KB/86,833,925,126,false,1553_2432,1xMGA,MGA_6
330,RØ,1544,KB/86,KK/86,937,1027,220,false,-1,2xMGA,MGA_6
393,RØ,1583,KK/86,KB/86,1274,1393,176,false,-1,1xMGA,MGA_6
1477,IC,412,AR/86,FA/86,350,409,162,false,112_2312_412,1xMGA,MGA_7
631,IC,2312,FA/86,ES/86,411,474,81,true,112_2312_412,1xMGA,MGA_7
718,IC,2369,ES/86,FA/86,1143,1207,55,true,2369_469_80169,1xMGA,MGA_7
1908,IC,469,FA/86,AR/86,1209,1268,94,false,2369_469_80169,1xMGA,MGA_7
1274,RØ,3506,KB/86,KK/86,359,451,241,false,-1,2xMGA,MGA_8
1292,RØ,3559,KK/86,KB/86,926,1020,343,false,-1,2xMGA,MGA_8
363,RØ,1564,KB/86,KK/86,1237,1326,56,false,1564_2487,1xMGA,MGA_8
855,RØ,2487,KK/86,NÆ/86,1328,1402,66,true,1564_2487,1xMGA,MGA_8
846,RØ,2476,NÆ/86,HGL/86,1416,1506,1,true,-1,1xMGA,MGA_8
1274,RØ,3506,KB/86,KK/86,359,451,241,false,-1,2xMGA,MGA_9
351,RØ,1557,KK/86,KB/86,893,985,198,false,-1,1xMGA,MGA_9
342,RØ,1552,KB/86,KK/86,1057,1147,80,false,-1,1xMGA,MGA_9
